회사명,거래소코드,회계년도,당기순이익(손실)(IFRS)(천원),당기순이익(손실)(비교)(IFRS)(천원),당기순이익(손실)(IFRS연결)(천원),당기순이익(손실)(비교)(IFRS연결)(천원)
아이에스동서(주),010780,2018/12,240404949,240404949,243839058,243839058
아이에스동서(주),010780,2019/12,63711293,63711293,74262246,74262246
아이진(주),185490,2015/12,-4897091,-4897091,,
아이진(주),185490,2016/12,-8269838,-8269838,,
아이진(주),185490,2017/12,-8450890,-8450890,,
아이진(주),185490,2018/12,-5907911,-5907911,,-5907911
아이진(주),185490,2019/12,-8736366,-8736366,-8740334,-8740334
아이큐어(주),175250,2018/12,-9927704,-9927704,-7686888,-7686888
아이큐어(주),175250,2019/12,-9981020,-9981020,-8654331,-8654331
아이크래프트(주),052460,2011/12,388132,388132,,
아이크래프트(주),052460,2012/12,3904441,3904441,,3904441
아이크래프트(주),052460,2013/12,1538203,1538203,1452171,1452171
아이크래프트(주),052460,2014/12,1249878,1249878,1288648,1288648
아이크래프트(주),052460,2015/12,2791184,2791184,2742487,2742487
아이크래프트(주),052460,2016/12,2551789,2551789,2174825,2174825
아이크래프트(주),052460,2017/12,2009733,2009733,2193410,2193410
아이크래프트(주),052460,2018/12,-244655,-244655,-843159,-843159
아이크래프트(주),052460,2019/12,53709,53709,-258915,-258915
아이텍(주),119830,2011/12,526891,526891,,
아이텍(주),119830,2012/12,-1868531,-1868531,,
아이텍(주),119830,2013/12,72965,72965,,
아이텍(주),119830,2014/12,871189,871189,,
아이텍(주),119830,2015/12,-585715,-585715,,
아이텍(주),119830,2016/12,1433540,1433540,,
아이텍(주),119830,2017/12,1512673,1512673,,1512673
아이텍(주),119830,2018/12,1128822,1128822,1576623,1576623
아이텍(주),119830,2019/12,-7141800,-7141800,-8277080,-8277081
아진산업(주),013310,2015/12,16692422,16692422,17669533,17669533
아진산업(주),013310,2016/12,7181431,7181431,16718485,16718485
아진산업(주),013310,2017/12,1695825,10887946,10702868,10702868
아진산업(주),013310,2018/12,-11199496,-11199496,-11199496,-11199496
아진산업(주),013310,2019/12,4321933,4321933,13812710,13812710
안국약품(주),001540,2011/12,6605674,6605674,6650329,6650329
안국약품(주),001540,2012/12,4006457,4006457,3580092,3580092
안국약품(주),001540,2013/12,5475346,5475346,6947031,6947031
안국약품(주),001540,2014/12,-1089383,-1089383,-1453741,-1453741
안국약품(주),001540,2015/12,9876447,9876447,8897023,8897023
안국약품(주),001540,2016/12,2412854,2412854,1332872,1332872
안국약품(주),001540,2017/12,7940247,7940247,8192479,8192479
안국약품(주),001540,2018/12,12931681,12931681,13178048,13178048
안국약품(주),001540,2019/12,3414879,3414879,2141921,2141921
알리코제약(주),260660,2018/12,1217705,1217705,,
알리코제약(주),260660,2019/12,10031138,10031138,,
알서포트(주),131370,2011/12,,,,
알서포트(주),131370,2012/12,,,,
알서포트(주),131370,2013/12,1900038,1900038,2785372,1851558
알서포트(주),131370,2014/12,-354730,-354730,-461111,-461111
알서포트(주),131370,2015/12,-1641934,-1641934,-2370547,-2370547
알서포트(주),131370,2016/12,-300607,-968148,160047,-221530
알서포트(주),131370,2017/12,2029089,2029089,2688816,2688816
알서포트(주),131370,2018/12,4551889,4551889,4974619,4974619
알서포트(주),131370,2019/12,7511955,7511955,8870797,8870797
알에스오토메이션(주),140670,2017/12,2869794,2869794,2922649,2922649
알에스오토메이션(주),140670,2018/12,922105,922105,1025850,1025850
알에스오토메이션(주),140670,2019/12,131610,131610,149133,149133
알에프머트리얼즈(주),327260,2019/12,1197711,1197711,,1197711
알에프에이치아이씨(주),218410,2015/12,,,,
알에프에이치아이씨(주),218410,2016/12,,,,
알에프에이치아이씨(주),218410,2017/12,6017861,6017861,6126808,6126808
알에프에이치아이씨(주),218410,2018/12,24075786,24075786,25401251,25401251
알에프에이치아이씨(주),218410,2019/12,19956207,19956207,20164377,20164377
압타바이오(주),293780,2019/12,-6297931,-6297931,,
애경산업(주),018250,2018/12,59459936,59459936,60789196,60789196
애경산업(주),018250,2019/12,40865318,40865318,41643077,41643077
애경케미칼(주),161000,2012/12,5240358,5240358,6757565,6757565
애경케미칼(주),161000,2013/12,33374786,33374786,26618573,26618573
애경케미칼(주),161000,2014/12,27289367,27289367,26204979,26204979
애경케미칼(주),161000,2015/12,24936188,24936188,27951614,27951614
애경케미칼(주),161000,2016/12,48983190,48983190,53367524,53367524
애경케미칼(주),161000,2017/12,65919533,65919533,64731269,64731269
애경케미칼(주),161000,2018/12,40183310,40183310,52727517,52727517
애경케미칼(주),161000,2019/12,50260137,50260137,30373171,30373171
애니젠(주),196300,2016/12,-1646651,-1646651,,
애니젠(주),196300,2017/12,448301,448301,,
애니젠(주),196300,2018/12,-7164135,-7164135,,
애니젠(주),196300,2019/12,-6644595,-6644595,,
애머릿지코퍼레이션,900100,2011/12,-632080,-632080,-7882124,-7882124
애머릿지코퍼레이션,900100,2012/12,-6341318,-6801158,-152045,-611886
애머릿지코퍼레이션,900100,2013/12,-14175533,-14175533,-12641897,-12641897
애머릿지코퍼레이션,900100,2014/12,3351467,3351467,2397168,2397168
애머릿지코퍼레이션,900100,2015/12,-4654963,-4654963,-5638829,-5638829
애머릿지코퍼레이션,900100,2016/12,-16278152,-16278152,-18136207,-18136207
애머릿지코퍼레이션,900100,2017/12,-21399384,-21399384,-21790075,-21790075
애머릿지코퍼레이션,900100,2018/12,-12027490,-12027490,-16266750,-16266750
애머릿지코퍼레이션,900100,2019/12,-38588639,-82616748,-32521407,-48812231
앱클론(주),174900,2017/12,-1482533,-1482533,,
앱클론(주),174900,2018/12,-842700,-842700,,
앱클론(주),174900,2019/12,2566577,2566577,,
어보브반도체(주),102120,2011/12,3747008,3747008,3361542,3361542
어보브반도체(주),102120,2012/12,3426438,3426438,6015138,6015138
어보브반도체(주),102120,2013/12,8775595,8775595,8875828,8875828
어보브반도체(주),102120,2014/12,6449268,6449268,6751652,6751652
어보브반도체(주),102120,2015/12,6661149,6661149,6511573,6511573
어보브반도체(주),102120,2016/12,6680080,6680080,6950233,6950233
어보브반도체(주),102120,2017/12,-5150780,-5150780,-4952775,-4952775
어보브반도체(주),102120,2018/12,7804270,7804270,8243727,8243727
어보브반도체(주),102120,2019/12,13598702,13598702,13367760,13367760
에스넷시스템(주),038680,2011/12,2527175,2527175,3277649,3277649
에스넷시스템(주),038680,2012/12,2728084,2728084,7093169,7093169
에스넷시스템(주),038680,2013/12,2708718,2708718,4091944,4091944
에스넷시스템(주),038680,2014/12,3027270,3027270,5484532,5484532
에스넷시스템(주),038680,2015/12,1281732,1281732,3613635,3613635
에스넷시스템(주),038680,2016/12,-1337900,-1337900,-2186683,-2186683
에스넷시스템(주),038680,2017/12,988507,988507,1780674,1780674
에스넷시스템(주),038680,2018/12,8018227,8018227,3736575,3736575
에스넷시스템(주),038680,2019/12,2901393,2901393,6944376,6944376
에스디엔(주),099220,2011/12,4988070,4988070,11979113,11979113
에스디엔(주),099220,2012/12,-22914084,-22914084,-20729361,-20729361
에스디엔(주),099220,2013/12,-3997157,-3997157,-1761744,-1761744
에스디엔(주),099220,2014/12,-7835065,-7835065,-8351481,-8351481
에스디엔(주),099220,2015/12,914143,914143,806581,806581
에스디엔(주),099220,2016/12,-1575782,-1575782,-965534,-965534
에스디엔(주),099220,2017/12,2749613,2749613,2736469,2736469
에스디엔(주),099220,2018/12,1567309,1567309,1952722,1952722
에스디엔(주),099220,2019/12,4895719,4895719,3993872,3993872
에스맥(주),097780,2011/12,33628442,33628442,34807635,34807635
에스맥(주),097780,2012/12,26147769,26147769,26760305,26760305
에스맥(주),097780,2013/12,33458010,33458010,27596070,27596070
에스맥(주),097780,2014/12,-15624582,-15624582,-13902667,-13902667
에스맥(주),097780,2015/12,-49996091,-49996091,-42839512,-42839512
에스맥(주),097780,2016/12,10728434,10728434,-3986087,-3986087
에스맥(주),097780,2017/12,-2306223,-2306223,7844283,7844283
에스맥(주),097780,2018/12,3834425,3834425,8459848,8459848
에스맥(주),097780,2019/12,-18933711,-18933711,-13938112,-13938112
에스비더블유생명과학(주),151910,2012/12,5372037,5372037,7273813,7273813
에스비더블유생명과학(주),151910,2013/12,5800759,5800759,4378069,4378069
에스비더블유생명과학(주),151910,2014/12,1690099,1690099,445891,445891
에스비더블유생명과학(주),151910,2015/12,-19313402,-88764372,-27136411,-107845792
에스비더블유생명과학(주),151910,2016/12,28812079,28812079,29473147,29473147
에스비더블유생명과학(주),151910,2017/12,-25894987,-25894987,-20150403,-20150403
에스비더블유생명과학(주),151910,2018/12,-7711745,-7711745,-13503963,-13503963
에스비더블유생명과학(주),151910,2019/12,-19954656,-19954656,-16287732,-16287732
에스비아이핀테크솔루션즈(주),950110,2013/03,6946828,6946828,7986437,7986437
에스비아이핀테크솔루션즈(주),950110,2014/03,180744,180744,1495197,1495197
에스비아이핀테크솔루션즈(주),950110,2015/03,1576494,1576494,2443009,2443009
에스비아이핀테크솔루션즈(주),950110,2016/03,1129339,1129339,4286323,4286323
에스비아이핀테크솔루션즈(주),950110,2017/03,2832775,2832775,3884830,3884830
에스비아이핀테크솔루션즈(주),950110,2018/03,3963411,3963411,8000058,8000058
에스비아이핀테크솔루션즈(주),950110,2019/03,-126775,-126775,9442630,9442630
에스씨아이평가정보(주),036120,2011/12,-2590185,-2590185,,
에스씨아이평가정보(주),036120,2012/12,316297,316297,,
에스씨아이평가정보(주),036120,2013/12,550963,550963,,
에스씨아이평가정보(주),036120,2014/12,161514,161514,,
에스씨아이평가정보(주),036120,2015/12,715915,715915,,715915
에스씨아이평가정보(주),036120,2016/12,1105260,1105260,-367381,-367381
에스씨아이평가정보(주),036120,2017/12,993253,993253,-287039,-287039
에스씨아이평가정보(주),036120,2018/12,2578569,2578569,846481,846481
에스씨아이평가정보(주),036120,2019/12,4411306,4411306,5113107,5113107
에스엔유프리시젼(주),080000,2011/12,-16825836,-16825836,,
에스엔유프리시젼(주),080000,2012/12,-26232527,-26232527,,
에스엔유프리시젼(주),080000,2013/12,8077993,8077993,,
에스엔유프리시젼(주),080000,2014/12,-12953777,-12953777,,
에스엔유프리시젼(주),080000,2015/12,1814554,1814554,,
에스엔유프리시젼(주),080000,2016/12,-18144133,-18144133,,
에스엔유프리시젼(주),080000,2017/12,5746382,5746382,,5746382
에스엔유프리시젼(주),080000,2018/12,10042509,10042509,9825588,9825588
에스엔유프리시젼(주),080000,2019/12,7544898,7544898,7722991,7722991
에스엔케이폴리텍(주),091340,2011/12,1623621,1623621,,
에스엔케이폴리텍(주),091340,2012/12,21401,21401,,21401
에스엔케이폴리텍(주),091340,2013/12,-202640,-202640,4117630,4117630
에스엔케이폴리텍(주),091340,2014/12,2826528,2826528,1398263,1398263
에스엔케이폴리텍(주),091340,2015/12,3826931,3826931,1837455,1837455
에스엔케이폴리텍(주),091340,2016/12,2694675,2694675,2789334,2789334
에스엔케이폴리텍(주),091340,2017/12,-185900,-185900,4259530,4259530
에스엔케이폴리텍(주),091340,2018/12,2453813,2453813,8306747,8445182
에스엔케이폴리텍(주),091340,2019/12,688583,688583,15338586,15338586
에스엘(주),005850,2011/03,47260773,47260773,96508458,96508458
에스엘(주),005850,2012/12,23297257,23297257,62299960,62299960
에스엘(주),005850,2013/12,34539873,34539873,79029082,79029082
에스엘(주),005850,2014/12,47753040,47753040,101220822,101220822
에스엘(주),005850,2015/12,51869612,51869612,72740935,72740935
에스엘(주),005850,2016/12,64950210,64950210,120841276,120841276
에스엘(주),005850,2017/12,132076049,132076049,100021666,100021666
에스엘(주),005850,2018/12,27113938,27113938,25164718,25164718
에스엘(주),005850,2019/12,81821128,81821128,87092916,87092916
에스와이(주),109610,2015/12,6319444,6319444,7683158,7683158
에스와이(주),109610,2016/12,1970394,1970394,1592119,1592119
에스와이(주),109610,2017/12,1987446,1987446,489776,489776
에스와이(주),109610,2018/12,4219626,4219626,1452784,1452784
에스와이(주),109610,2019/12,-18581825,-18581825,-16233649,-16233649
에스지씨에너지(주),005090,2011/12,22162018,22162018,,
에스지씨에너지(주),005090,2012/12,15232377,4441977,,15232377
에스지씨에너지(주),005090,2013/12,8506676,8506676,8936601,8936601
에스지씨에너지(주),005090,2014/12,7898948,7898948,18437355,18437355
에스지씨에너지(주),005090,2015/12,11586292,11586292,19279263,19279263
에스지씨에너지(주),005090,2016/12,-2032064,-3353055,14412035,13091044
에스지씨에너지(주),005090,2017/12,-7480667,-7480667,4090728,4090728
에스지씨에너지(주),005090,2018/12,-28300261,-28300261,-11514293,-11514293
에스지씨에너지(주),005090,2019/12,-8277072,,426699,
에스지씨이테크건설(주),016250,2011/12,15020085,15020085,28136667,28136667
에스지씨이테크건설(주),016250,2012/12,8832950,8832950,19819397,19819397
에스지씨이테크건설(주),016250,2013/12,-23965595,-23965595,-11505473,-11505473
에스지씨이테크건설(주),016250,2014/12,6611647,6611647,44607158,44607158
에스지씨이테크건설(주),016250,2015/12,11287137,11287137,41751716,41751716
에스지씨이테크건설(주),016250,2016/12,15138950,15138950,60705309,60705309
에스지씨이테크건설(주),016250,2017/12,13111089,13111089,65210573,65210573
에스지씨이테크건설(주),016250,2018/12,8070010,33505568,71126973,71126973
에스지씨이테크건설(주),016250,2019/12,27595183,27595183,31525629,31525629
에스지에이(주),049470,2011/12,267386,267386,807763,807763
에스지에이(주),049470,2012/12,-1868178,-1868178,-1812034,-1812034
에스지에이(주),049470,2013/12,143269,143269,1321187,1321187
에스지에이(주),049470,2014/12,126540,126540,4876423,4876423
에스지에이(주),049470,2015/12,-2205102,-2205102,449406,449406
에스지에이(주),049470,2016/12,680184,680184,2280881,2280881
에스지에이(주),049470,2017/12,-9228766,-9228766,-17768449,-17768449
에스지에이(주),049470,2018/12,-72363,-72363,-14341575,-14341575
에스지에이(주),049470,2019/12,-9626467,-9626467,-30392468,-30392468
에스지에이솔루션즈(주),184230,2014/06,,,,
에스지에이솔루션즈(주),184230,2015/06,3549625,3549625,3536653,3536653
에스지에이솔루션즈(주),184230,2016/12,3015498,3015498,3166048,3166048
에스지에이솔루션즈(주),184230,2017/12,1475662,1475662,2221076,2221076
에스지에이솔루션즈(주),184230,2018/12,-6831031,-6831031,-13443325,-13443325
에스지에이솔루션즈(주),184230,2019/12,-23612013,-23612013,-28587262,-28587262
에스지이(주),255220,2018/12,9574843,9574843,9619134,9619134
에스지이(주),255220,2019/12,8521423,8521423,9606579,9606579
에스케이(주),034730,2011/12,147902436,147902436,438250486,438250486
에스케이(주),034730,2012/12,127083613,127083613,356182416,356182416
에스케이(주),034730,2013/12,124651228,124651228,188954572,202347149
에스케이(주),034730,2014/12,240347409,240347000,129898846,129899000
에스케이(주),034730,2015/12,5821064000,5821064000,5549259000,5549259000
에스케이(주),034730,2016/12,641694000,641694000,2822484000,2822484000
에스케이(주),034730,2017/12,612121000,612121000,5066482000,5066482000
에스케이(주),034730,2018/12,1453631000,1453631000,6151141000,6151141000
에스케이(주),034730,2019/12,1420543000,1420543000,1607249000,1606039000
에스케이가스(주),018670,2011/12,85483188,85483188,107802944,107802944
에스케이가스(주),018670,2012/12,84474873,84474873,95825228,95825228
에스케이가스(주),018670,2013/12,84620425,84620425,102473575,102473575
에스케이가스(주),018670,2014/12,87932765,87932765,99106344,99106344
에스케이가스(주),018670,2015/12,59278385,59278385,73231558,73231558
에스케이가스(주),018670,2016/12,86885652,86885652,188170059,188170059
에스케이가스(주),018670,2017/12,83803786,83803786,149899107,149899107
에스케이가스(주),018670,2018/12,87766233,87766233,55438443,55438443
에스케이가스(주),018670,2019/12,75505265,75505265,154118608,154118608
에스케이네트웍스(주),001740,2011/12,138054125,138054125,141754586,141754586
에스케이네트웍스(주),001740,2012/12,-85791826,-85791826,11944308,
에스케이네트웍스(주),001740,2013/12,-530626190,-530626190,-591815229,-591815229
에스케이네트웍스(주),001740,2014/12,11666678,11666678,31618236,31618236
에스케이네트웍스(주),001740,2015/12,78091578,78091578,73038777,73038777
에스케이네트웍스(주),001740,2016/12,-69305757,-69306000,-81572253,-81571000
에스케이네트웍스(주),001740,2017/12,-22927000,-22927000,34610000,34610000
에스케이네트웍스(주),001740,2018/12,5027000,5027000,7667000,7667000
에스케이네트웍스(주),001740,2019/12,-85962000,-85962000,-122613000,-122613000
에스케이디스커버리(주),006120,2011/12,30835818,30835818,190929716,190929716
에스케이디스커버리(주),006120,2012/12,39324562,39324562,156586832,156586832
에스케이디스커버리(주),006120,2013/12,26467837,26467837,7814763,7814763
에스케이디스커버리(주),006120,2014/12,-20128249,-20128249,13964297,13964297
에스케이디스커버리(주),006120,2015/12,119949986,119949986,94370549,94370549
에스케이디스커버리(주),006120,2016/12,11686714,11686714,175864770,175864770
에스케이디스커버리(주),006120,2017/12,612657837,612657837,802346169,801167912
에스케이디스커버리(주),006120,2018/12,33298771,33298771,97686062,97686062
에스케이디스커버리(주),006120,2019/12,-1319324,-1319324,250196740,250196740
에스케이디앤디(주),210980,2015/12,20292505,20292505,20158355,20158355
에스케이디앤디(주),210980,2016/12,28165117,28165117,26341219,26341219
에스케이디앤디(주),210980,2017/12,53668801,53668801,65009795,65009795
에스케이디앤디(주),210980,2018/12,55701837,55701837,52411697,52411697
에스케이디앤디(주),210980,2019/12,30707946,30707946,44903286,44903286
에스케이렌터카(주),068400,2012/12,16373356,16373356,17327889,17327889
에스케이렌터카(주),068400,2013/12,17396151,17396151,18008835,18008835
에스케이렌터카(주),068400,2014/12,18651092,18651092,19037051,19037051
에스케이렌터카(주),068400,2015/12,18738282,18738282,17141928,17141928
에스케이렌터카(주),068400,2016/12,13292559,13107803,6830557,6830557
에스케이렌터카(주),068400,2017/12,13621199,10745881,12271401,9396083
에스케이렌터카(주),068400,2018/12,-342564,-342564,3295367,3295367
에스케이렌터카(주),068400,2019/12,15575297,15575297,16301184,16301184
에스케이씨(주),011790,2011/12,139263041,139263041,78040129,78040129
에스케이씨(주),011790,2012/12,80996500,80996500,31810662,31810662
에스케이씨(주),011790,2013/12,62847300,62847300,25737659,25737659
에스케이씨(주),011790,2014/12,78013735,78013735,43307997,43307997
에스케이씨(주),011790,2015/12,250480330,250480330,245594084,245594084
에스케이씨(주),011790,2016/12,87738460,87738460,29262916,29262916
에스케이씨(주),011790,2017/12,37918446,37918446,136346625,136346625
에스케이씨(주),011790,2018/12,48495794,48495794,141041715,141041715
에스케이씨(주),011790,2019/12,14016265,14016265,67392287,67392287
에스케이케미칼(주),285130,2018/12,16598553,16598553,-16419748,-16419748
에스케이케미칼(주),285130,2019/12,27097053,27097053,5021554,5021554
에스케이텔레콤(주),017670,2011/12,1694363093,1694363093,1582073280,1582073280
에스케이텔레콤(주),017670,2012/12,1242767480,1242767480,1115662553,1115662553
에스케이텔레콤(주),017670,2013/12,910156661,910157000,1609549453,1609549000
에스케이텔레콤(주),017670,2014/12,1028541000,1028541000,1799320000,1799320000
에스케이텔레콤(주),017670,2015/12,1106761000,1106761000,1515885000,1515885000
에스케이텔레콤(주),017670,2016/12,1217274000,1217274000,1660101000,1660101000
에스케이텔레콤(주),017670,2017/12,1331114000,1331114000,2657595000,2657595000
에스케이텔레콤(주),017670,2018/12,933902000,933902000,3131988000,3131988000
에스케이텔레콤(주),017670,2019/12,980338000,979891000,861942000,860733000
에스케이하이닉스(주),000660,2011/12,129142000,129142000,-55971000,-55971000
에스케이하이닉스(주),000660,2012/12,-489990000,-489990000,-158795000,-158795000
에스케이하이닉스(주),000660,2013/12,2796967000,2796967000,2872857000,2872857000
에스케이하이닉스(주),000660,2014/12,3771761000,3771761000,4195169000,4195169000
에스케이하이닉스(주),000660,2015/12,4019080000,4019080000,4323595000,4323595000
에스케이하이닉스(주),000660,2016/12,2655022000,2655022000,2960483000,2960483000
에스케이하이닉스(주),000660,2017/12,10110797000,10110797000,10642219000,10642219000
에스케이하이닉스(주),000660,2018/12,15407086000,15407086000,15539984000,15539984000
에스케이하이닉스(주),000660,2019/12,1484294000,1476981000,2016391000,2009078000
에스텍(주),069510,2011/12,13291624,13291624,12144197,12144197
에스텍(주),069510,2012/12,9045462,9045462,8838232,8838232
에스텍(주),069510,2013/12,11324342,11324342,10086407,10086407
에스텍(주),069510,2014/12,10280194,10280194,13020712,13020712
에스텍(주),069510,2015/12,8620757,8620757,14184852,14184852
에스텍(주),069510,2016/12,8109468,8109468,14748422,14748422
에스텍(주),069510,2017/12,6376845,6376845,9906763,9906763
에스텍(주),069510,2018/12,10885327,10885327,19953774,19953774
에스텍(주),069510,2019/12,6349994,6349994,17199546,17199546
에스트래픽(주),234300,2017/12,8692310,8692310,2926985,2926985
에스트래픽(주),234300,2018/12,-7296394,-7296394,-9009158,-9009158
에스트래픽(주),234300,2019/12,-1692956,-1692956,-9372758,-9372758
에스티팜(주),237690,2016/12,61670556,61670556,61425868,61425868
에스티팜(주),237690,2017/12,45451708,45451708,44996926,44996926
에스티팜(주),237690,2018/12,-9969399,-9969399,-9267935,-9267935
에스티팜(주),237690,2019/12,-18528695,-18528695,-18528696,-18528696
에스퓨얼셀(주),288620,2018/12,1486632,1486632,,
에스퓨얼셀(주),288620,2019/12,1486567,1486567,,1486567
에쓰-오일(주),010950,2011/12,1192426000,1192426000,1190976000,1190976000
에쓰-오일(주),010950,2012/12,580015000,580015000,585160000,
에쓰-오일(주),010950,2013/12,289306000,289306000,289639000,289639000
에쓰-오일(주),010950,2014/12,-288165000,-288165000,-287828000,-287828000
에쓰-오일(주),010950,2015/12,628136000,628136000,631322000,631322000
에쓰-오일(주),010950,2016/12,1207083000,1207083000,1205364000,1205364000
에쓰-오일(주),010950,2017/12,1249156000,1249156000,1246489000,1246489000
에쓰-오일(주),010950,2018/12,253777000,253777000,258035000,258035000
에쓰-오일(주),010950,2019/12,62602000,62602000,65429000,65429000
에쓰씨엔지니어링(주),023960,2011/12,4042536,4042536,-25140714,-25140714
에쓰씨엔지니어링(주),023960,2012/12,-4740164,-4740164,-1792605,-1792605
에쓰씨엔지니어링(주),023960,2013/12,149646,149646,-24505301,-24505301
에쓰씨엔지니어링(주),023960,2014/12,-10121147,-10121147,-30703847,-30703847
에쓰씨엔지니어링(주),023960,2015/12,1646714,1646714,4711155,4711155
에쓰씨엔지니어링(주),023960,2016/12,-12328026,-9795470,-22206689,-19674132
에쓰씨엔지니어링(주),023960,2017/12,-6470772,-6470772,-14438802,-14438802
에쓰씨엔지니어링(주),023960,2018/12,2333946,2333946,-11719950,-11719950
에쓰씨엔지니어링(주),023960,2019/12,-9772257,-4376262,-4376262,
에어부산(주),298690,2018/12,20294184,20294184,,
에어부산(주),298690,2019/12,-72910218,-72910218,,-72910218
에이비엘바이오(주),298380,2018/12,-117234140,-117234140,,
에이비엘바이오(주),298380,2019/12,-37004631,-37004631,,
에이에프더블류(주),312610,2019/12,5599362,5599362,,
에이치디씨(주),012630,2011/12,226416394,226416394,224727589,224727589
에이치디씨(주),012630,2012/12,9758852,9495778,5572836,5309763
에이치디씨(주),012630,2013/12,-210731733,-210731733,-201220785,-201220785
에이치디씨(주),012630,2014/12,40410446,40410446,83320380,83320380
에이치디씨(주),012630,2015/12,170590539,170590539,238581069,238581069
에이치디씨(주),012630,2016/12,277282841,277282841,330961363,330961363
에이치디씨(주),012630,2017/12,339035541,339035541,413666376,413666376
에이치디씨(주),012630,2018/12,850072002,850072002,931303213,931303213
에이치디씨(주),012630,2019/12,97671722,97671722,275086282,275086282
에이치디씨랩스(주),039570,2015/12,8627818,8627818,14108197,14108197
에이치디씨랩스(주),039570,2016/12,10074556,10074556,18859405,18859405
에이치디씨랩스(주),039570,2017/12,13441832,13441832,23758455,23758455
에이치디씨랩스(주),039570,2018/12,39940132,39940132,24238968,24238968
에이치디씨랩스(주),039570,2019/12,2956216,2956216,-5896574,-5896574
에이치디씨현대산업개발(주),294870,2018/12,227725550,227725550,229852941,229852941
에이치디씨현대산업개발(주),294870,2019/12,425722728,425722728,413669803,413669803
에이치디씨현대이피(주),089470,2011/12,14932659,14932659,13896311,13896311
에이치디씨현대이피(주),089470,2012/12,14269072,14269072,18999595,18999595
에이치디씨현대이피(주),089470,2013/12,20407390,20407390,22130965,22130965
에이치디씨현대이피(주),089470,2014/12,22903659,22903659,27927873,27927873
에이치디씨현대이피(주),089470,2015/12,29482283,29482283,44857061,44857061
에이치디씨현대이피(주),089470,2016/12,33878094,33878094,51137731,51137731
에이치디씨현대이피(주),089470,2017/12,24508338,24508338,31042186,31042186
에이치디씨현대이피(주),089470,2018/12,8899099,8899099,8496107,8496107
에이치디씨현대이피(주),089470,2019/12,23134724,23134724,13170850,13170850
에이치에스디엔진(주),082740,2011/12,209636480,209636480,224775863,224775863
에이치에스디엔진(주),082740,2012/12,54366505,54366505,190379558,190379558
에이치에스디엔진(주),082740,2013/12,-6151839,-6151839,-5236332,-5236332
에이치에스디엔진(주),082740,2014/12,-31056428,-31056428,-42230894,-42230894
에이치에스디엔진(주),082740,2015/12,-134427816,-134427816,-125442489,-125442489
에이치에스디엔진(주),082740,2016/12,-28793277,-28793277,-181226463,-181226463
에이치에스디엔진(주),082740,2017/12,-14159762,-14159762,-10343240,-10343240
에이치에스디엔진(주),082740,2018/12,-20481983,-20481983,-18680216,-18680216
에이치에스디엔진(주),082740,2019/12,-55096570,-55096570,-41444358,-41444358
에이치엘비(주),028300,2011/12,-1431516,-1431516,-7473564,-7473564
에이치엘비(주),028300,2012/12,-3237266,-3237266,-8246945,-8638093
에이치엘비(주),028300,2013/12,-8308658,-8308658,-10777272,-10777272
에이치엘비(주),028300,2014/12,-3223501,-3223501,-3247510,-3247510
에이치엘비(주),028300,2015/12,-7356072,-7356072,10449937,10449937
에이치엘비(주),028300,2016/12,-6323230,-6323230,-23251533,-23251533
에이치엘비(주),028300,2017/12,-14109736,-14109736,-21327894,-21327894
에이치엘비(주),028300,2018/12,41894751,41894751,13520304,13520304
에이치엘비(주),028300,2019/12,-31227849,-31227849,-59660076,-59660076
에이치엘비글로벌(주),003580,2011/12,-8831289,-8831289,-10113216,-10113216
에이치엘비글로벌(주),003580,2012/12,-2492645,-2492645,-4928547,-4928547
에이치엘비글로벌(주),003580,2013/12,-7236489,-7236489,-9133709,-9133709
에이치엘비글로벌(주),003580,2014/12,333271,-1233511,-1233511,
에이치엘비글로벌(주),003580,2015/12,216541,216541,,
에이치엘비글로벌(주),003580,2016/12,-2299975,-2089141,,
에이치엘비글로벌(주),003580,2017/12,-739375,-739375,,-739375
에이치엘비글로벌(주),003580,2018/12,-7860173,-7860173,-11915113,-11915113
에이치엘비글로벌(주),003580,2019/12,-29300587,-29300587,-22868905,-22868905
에이치엘비생명과학(주),067630,2011/12,-4022889,-4022889,,-4022889
에이치엘비생명과학(주),067630,2012/12,-8500664,-8500664,-8350037,-8350037
에이치엘비생명과학(주),067630,2013/12,-3894176,-3894176,-4073954,-4073954
에이치엘비생명과학(주),067630,2014/12,404600,404600,1403064,1403064
에이치엘비생명과학(주),067630,2015/12,-14086178,-14086178,-17040985,-17040985
에이치엘비생명과학(주),067630,2016/12,-2387691,-2387691,-1251318,-1251318
에이치엘비생명과학(주),067630,2017/12,5884833,5884833,7760946,7760946
에이치엘비생명과학(주),067630,2018/12,-9311061,-9311061,-18423925,-18423925
에이치엘비생명과학(주),067630,2019/12,10563650,1705971,7562007,-7563034
에이치엘비제약(주),047920,2015/12,-2364844,-2364844,,
에이치엘비제약(주),047920,2016/12,577412,577412,,
에이치엘비제약(주),047920,2017/12,-5446970,-5446970,,-5446970
에이치엘비제약(주),047920,2018/12,-7474916,-7474916,-7059643,-7059643
에이치엘비제약(주),047920,2019/12,343983,472654,472654,
에이치엘비테라퓨틱스(주),115450,2011/12,-32289352,-32289352,-33212313,-33212313
에이치엘비테라퓨틱스(주),115450,2012/12,-6882119,-6958082,-5544350,-5385515
