회사명,거래소코드,회계년도,유동자산(*)(IFRS)(천원),유동자산(*)(IFRS연결)(천원),재고자산(*)(IFRS)(천원),재고자산(*)(IFRS연결)(천원)
(주)태영건설,009410,2016/12,592990738,1692419629,43412019,515700565
(주)태영건설,009410,2017/12,717320378,2637587185,92013213,1151244604
(주)태영건설,009410,2018/12,1057040445,2790791907,206959552,943870012
(주)태영건설,009410,2019/12,1536276045,3528391047,502611759,985473830
(주)태웅,044490,2011/12,488486366,,181453116,
(주)태웅,044490,2012/12,406514318,,125695536,
(주)태웅,044490,2013/12,393038535,,122953278,
(주)태웅,044490,2014/12,378669502,,92027371,
(주)태웅,044490,2015/12,329309230,,74865923,
(주)태웅,044490,2016/12,331155795,,85946540,
(주)태웅,044490,2017/12,373811621,,98717180,
(주)태웅,044490,2018/12,403032990,,169031173,
(주)태웅,044490,2019/12,396039466,,151728134,
(주)태웅로직스,124560,2019/12,69408930,73625608,0,0
(주)테라젠이텍스,066700,2011/12,38992875,62055412,8276092,11569643
(주)테라젠이텍스,066700,2012/12,53634165,74649027,7206562,10911886
(주)테라젠이텍스,066700,2013/12,48991422,81737201,6999060,15854056
(주)테라젠이텍스,066700,2014/12,50213561,86364354,7046254,15340499
(주)테라젠이텍스,066700,2015/12,58337561,90210344,9502566,14504759
(주)테라젠이텍스,066700,2016/12,51529564,79268862,10080019,15822346
(주)테라젠이텍스,066700,2017/12,53071075,80570091,9493698,15870282
(주)테라젠이텍스,066700,2018/12,64450119,105014858,12022358,18719169
(주)테라젠이텍스,066700,2019/12,65754205,110095386,14640746,21429463
(주)테스,095610,2011/12,40861184,,14895355,
(주)테스,095610,2012/12,52932244,,12642702,
(주)테스,095610,2013/12,50580021,50683924,16455367,16455367
(주)테스,095610,2014/12,69899617,70455813,13754535,13754535
(주)테스,095610,2015/12,78537826,79520363,21455406,21455406
(주)테스,095610,2016/12,126691201,127095608,24207189,24207189
(주)테스,095610,2017/12,171816615,171599307,54214349,54214349
(주)테스,095610,2018/12,169389317,170337150,67602887,67602887
(주)테스,095610,2019/12,181542124,182497520,49970003,49970003
(주)테이팩스,055490,2017/12,26908498,26513253,11264014,11691194
(주)테이팩스,055490,2018/12,31041159,30444528,13706539,14242916
(주)테이팩스,055490,2019/12,46053903,47135530,10472562,10974567
(주)테크윙,089030,2011/12,77761671,,20229925,
(주)테크윙,089030,2012/12,66114916,,20275479,
(주)테크윙,089030,2013/12,60427587,62989031,27663033,27843501
(주)테크윙,089030,2014/12,73152834,75794571,33251083,33509855
(주)테크윙,089030,2015/12,92469352,92679144,36642141,37264665
(주)테크윙,089030,2016/12,103588429,105333028,32861420,34158348
(주)테크윙,089030,2017/12,170474875,175708977,48684912,50558217
(주)테크윙,089030,2018/12,145303225,148244634,59607445,61290144
(주)테크윙,089030,2019/12,150527180,169308490,54743258,60543673
(주)텔레칩스,054450,2011/12,65318827,,10594273,
(주)텔레칩스,054450,2012/12,63176979,,16094877,
(주)텔레칩스,054450,2013/12,60191574,,14909098,
(주)텔레칩스,054450,2014/12,63304455,,12994726,
(주)텔레칩스,054450,2015/12,57471148,,15638403,
(주)텔레칩스,054450,2016/12,60717644,60916552,16174148,16174148
(주)텔레칩스,054450,2017/12,75324975,75544327,24731427,24731427
(주)텔레칩스,054450,2018/12,72850527,73992342,22771404,22771404
(주)텔레칩스,054450,2019/12,79638608,80310605,20946392,20946392
(주)텔레필드,091440,2011/12,28359035,,10338814,
(주)텔레필드,091440,2012/12,25514225,,10676077,
(주)텔레필드,091440,2013/12,29258332,,11094648,
(주)텔레필드,091440,2014/12,35147271,,17504268,
(주)텔레필드,091440,2015/12,40210077,,16902197,
(주)텔레필드,091440,2016/12,38259789,39735701,17407597,18197208
(주)텔레필드,091440,2017/12,37792120,39088863,18981361,19765978
(주)텔레필드,091440,2018/12,35193876,34558459,17592555,18101639
(주)텔레필드,091440,2019/12,38151045,43312955,19141674,21704153
(주)텔콘알에프제약,200230,2014/12,43683254,43546463,3730847,4150048
(주)텔콘알에프제약,200230,2015/12,40460034,41313400,1417716,1868467
(주)텔콘알에프제약,200230,2016/12,23439025,38168652,2397833,3936117
(주)텔콘알에프제약,200230,2017/12,23394723,51679950,2076134,3450241
(주)텔콘알에프제약,200230,2018/12,20695629,25623916,3142304,4492380
(주)텔콘알에프제약,200230,2019/12,26751351,32592795,2963922,4189210
(주)토니모리,214420,2015/12,104326154,110003011,18212988,19464641
(주)토니모리,214420,2016/12,109290837,116422772,26195285,33853611
(주)토니모리,214420,2017/12,100859239,108292870,20373255,31205213
(주)토니모리,214420,2018/12,93555400,100464981,23702788,32706144
(주)토니모리,214420,2019/12,110129514,120845339,20667819,25075322
(주)토박스코리아,215480,2015/12,,,,
(주)토박스코리아,215480,2016/12,,,,
(주)토박스코리아,215480,2017/12,28669694,,7953429,
(주)토박스코리아,215480,2018/12,25806866,,8977873,
(주)토박스코리아,215480,2019/12,29806458,,11594516,
(주)토비스,051360,2011/12,82509433,83688143,36331916,36578066
(주)토비스,051360,2012/12,93893689,95824692,35715568,36559707
(주)토비스,051360,2013/12,108068426,110802826,44332449,44873048
(주)토비스,051360,2014/12,184581583,186388454,64824955,65215550
(주)토비스,051360,2015/12,133304105,133565964,42293830,43074005
(주)토비스,051360,2016/12,185840392,185271712,64203470,64799514
(주)토비스,051360,2017/12,161597465,165596398,49287522,54239082
(주)토비스,051360,2018/12,183168927,187361757,64982539,70263840
(주)토비스,051360,2019/12,177584869,181896293,62264460,64516077
(주)토탈소프트뱅크,045340,2011/12,11147079,,30214,
(주)토탈소프트뱅크,045340,2012/12,8808702,,32026,
(주)토탈소프트뱅크,045340,2013/12,5170583,,73121,
(주)토탈소프트뱅크,045340,2014/12,5040097,,12706,
(주)토탈소프트뱅크,045340,2015/12,4242599,,4650,
(주)토탈소프트뱅크,045340,2016/12,5439945,,19495,
(주)토탈소프트뱅크,045340,2017/12,6029490,,21947,
(주)토탈소프트뱅크,045340,2018/12,9746600,,61444,
(주)토탈소프트뱅크,045340,2019/12,11123158,,105207,
(주)톱텍,108230,2011/12,83037493,,8944920,
(주)톱텍,108230,2012/12,96852216,96832145,14498221,14501441
(주)톱텍,108230,2013/12,149846643,153939119,26888395,27302223
(주)톱텍,108230,2014/12,128271616,127091815,23499612,24207136
(주)톱텍,108230,2015/12,137018067,130867715,8951499,9874955
(주)톱텍,108230,2016/12,385721551,376689307,91394630,93279267
(주)톱텍,108230,2017/12,353368618,350687950,25568670,29323718
(주)톱텍,108230,2018/12,276499722,284796132,16362975,22227255
(주)톱텍,108230,2019/12,293913077,275113836,55793235,60226089
(주)투비소프트,079970,2011/12,14734887,,0,
(주)투비소프트,079970,2012/12,16788109,17079118,0,0
(주)투비소프트,079970,2013/12,19871935,25362978,0,0
(주)투비소프트,079970,2014/12,16017501,18208881,0,0
(주)투비소프트,079970,2015/12,16934913,19379146,0,0
(주)투비소프트,079970,2016/12,32574205,34492673,0,0
(주)투비소프트,079970,2017/12,22689810,30265848,2000000,3443093
(주)투비소프트,079970,2018/12,39241217,49221824,1010022,2068025
(주)투비소프트,079970,2019/12,37681124,42693791,93442,823323
(주)트루윈,105550,2014/12,25761233,,2859149,
(주)트루윈,105550,2015/12,19636619,,3918778,
(주)트루윈,105550,2016/12,25853849,,3675609,
(주)트루윈,105550,2017/12,22447712,,3075043,
(주)트루윈,105550,2018/12,12948984,,3165268,
(주)트루윈,105550,2019/12,19486842,,4444937,
(주)특수건설,026150,2011/12,67822103,,10554046,
(주)특수건설,026150,2012/12,84382488,,9804976,
(주)특수건설,026150,2013/12,91273589,,11320276,
(주)특수건설,026150,2014/12,85107145,,6180684,
(주)특수건설,026150,2015/12,78260432,,4876483,
(주)특수건설,026150,2016/12,82232129,,4676187,
(주)특수건설,026150,2017/12,86308195,88022526,8115437,8115437
(주)특수건설,026150,2018/12,102989601,107742043,10048400,10048400
(주)특수건설,026150,2019/12,100901564,103793717,10038479,10038479
(주)티라유텍,322180,2019/12,22242797,,447048,
(주)티로보틱스,117730,2018/12,43484707,43532667,11224687,12117639
(주)티로보틱스,117730,2019/12,40356226,41144143,11455626,11565855
(주)티비씨,033830,2011/12,65805631,66637508,50703,61706
(주)티비씨,033830,2012/12,69812632,70489435,54961,60754
(주)티비씨,033830,2013/12,70359861,71140026,0,0
(주)티비씨,033830,2014/12,74785185,75582202,0,0
(주)티비씨,033830,2015/12,73232667,74008436,0,3306
(주)티비씨,033830,2016/12,76872222,77631798,0,2942
(주)티비씨,033830,2017/12,83360377,83909721,0,2752
(주)티비씨,033830,2018/12,85769378,86336481,0,2535
(주)티비씨,033830,2019/12,88912316,89522206,0,2038
(주)티비에이치글로벌,084870,2011/12,125188199,277474685,74731867,159556323
(주)티비에이치글로벌,084870,2012/12,96268066,280584396,61171645,137860068
(주)티비에이치글로벌,084870,2013/12,90798146,300128199,62838446,131137346
(주)티비에이치글로벌,084870,2014/12,96807179,343810454,65454452,156883598
(주)티비에이치글로벌,084870,2015/12,84596576,401399588,66106020,197052046
(주)티비에이치글로벌,084870,2016/12,88437590,393429096,65876222,199193475
(주)티비에이치글로벌,084870,2017/12,93126320,397819815,64924550,198649379
(주)티비에이치글로벌,084870,2018/12,88731786,,62522850,
(주)티비에이치글로벌,084870,2019/12,87177279,,58981561,
(주)티사이언티픽,057680,2011/12,8800652,,0,
(주)티사이언티픽,057680,2012/12,10257769,,0,
(주)티사이언티픽,057680,2013/12,7720882,9496116,387757,387989
(주)티사이언티픽,057680,2014/12,9476639,,3257,
(주)티사이언티픽,057680,2015/12,11284724,11781356,0,0
(주)티사이언티픽,057680,2016/12,10031370,11133489,0,0
(주)티사이언티픽,057680,2017/12,25208360,,0,
(주)티사이언티픽,057680,2018/12,45370920,,3888,
(주)티사이언티픽,057680,2019/12,13706854,,0,
(주)티씨케이,064760,2011/12,34176572,,14616873,
(주)티씨케이,064760,2012/12,32109975,,19496463,
(주)티씨케이,064760,2013/12,34441484,,13514150,
(주)티씨케이,064760,2014/12,49401276,,11296506,
(주)티씨케이,064760,2015/12,57057592,,9327798,
(주)티씨케이,064760,2016/12,66590593,,13621595,
(주)티씨케이,064760,2017/12,100857127,,18315307,
(주)티씨케이,064760,2018/12,144054240,,25794063,
(주)티씨케이,064760,2019/12,155024996,,34699740,
(주)티앤알바이오팹,246710,2018/12,30141010,,391355,
(주)티앤알바이오팹,246710,2019/12,22877002,,424419,
(주)티에스넥스젠,043220,2011/12,7172993,,2210333,
(주)티에스넥스젠,043220,2012/12,5311151,,3378167,
(주)티에스넥스젠,043220,2013/12,12859114,,655101,
(주)티에스넥스젠,043220,2014/12,19177675,15122667,464191,464191
(주)티에스넥스젠,043220,2015/12,10983435,12020234,70565,165442
(주)티에스넥스젠,043220,2016/12,20905129,52489593,785138,2923123
(주)티에스넥스젠,043220,2017/12,23688262,27406384,2540942,3179269
(주)티에스넥스젠,043220,2018/12,20791142,24356705,4319338,5091607
(주)티에스넥스젠,043220,2019/12,27207580,30269723,4596064,4821377
(주)티에스이,131290,2011/12,59178816,74185353,10155995,13151438
(주)티에스이,131290,2012/12,46277360,63739871,11288815,15823711
(주)티에스이,131290,2013/12,55259431,73226344,10260103,15850081
(주)티에스이,131290,2014/12,68709166,87007076,10340424,17002177
(주)티에스이,131290,2015/12,58153632,98893776,10041772,19093541
(주)티에스이,131290,2016/12,45092937,90092354,9347793,22624651
(주)티에스이,131290,2017/12,55206741,94516771,9767495,22697079
(주)티에스이,131290,2018/12,68833392,112750640,8341935,19555844
(주)티에스이,131290,2019/12,79034512,133002243,16191378,27537645
(주)티에스트릴리온,317240,2019/12,,,,
(주)티에이치엔,019180,2011/12,42177414,45802162,12261690,13280259
(주)티에이치엔,019180,2012/12,60377352,65602265,14700402,30042775
(주)티에이치엔,019180,2013/12,84615383,74913819,11317163,27469749
(주)티에이치엔,019180,2014/12,102085325,79431393,15197285,26925205
(주)티에이치엔,019180,2015/12,124166966,100201212,18076499,30045939
(주)티에이치엔,019180,2016/12,109277060,95443115,15811358,29693078
(주)티에이치엔,019180,2017/12,107425945,97727056,25044172,37977027
(주)티에이치엔,019180,2018/12,129426177,110405243,22085525,33170713
(주)티에이치엔,019180,2019/12,127059195,138230047,25622517,36707416
(주)티엘아이,062860,2011/12,51992847,59379307,5877249,8575298
(주)티엘아이,062860,2012/12,43466487,56614949,8465077,11357534
(주)티엘아이,062860,2013/12,50256462,62784446,7308883,9290696
(주)티엘아이,062860,2014/12,51311448,66531807,9907250,12490676
(주)티엘아이,062860,2015/12,54931629,68102256,7780768,9908910
(주)티엘아이,062860,2016/12,65016348,72374912,8888648,9092895
(주)티엘아이,062860,2017/12,48728902,54956490,13658245,14033072
(주)티엘아이,062860,2018/12,25903287,31789398,5619336,5919026
(주)티엘아이,062860,2019/12,23023862,29407232,3802869,4194358
(주)티움바이오,321550,2019/12,90437602,,0,
(주)티웨이항공,091810,2018/12,324237041,324987356,9338084,9338084
(주)티웨이항공,091810,2019/12,257074029,258938058,11739861,11739861
(주)티웨이홀딩스,004870,2011/12,3528822,,1073819,
(주)티웨이홀딩스,004870,2012/12,7639589,,1836485,
(주)티웨이홀딩스,004870,2013/12,7620409,13969633,1531663,2727336
(주)티웨이홀딩스,004870,2014/12,24974960,40951189,1054584,2644971
(주)티웨이홀딩스,004870,2015/12,24274185,55090132,1479434,3596303
(주)티웨이홀딩스,004870,2016/12,30315617,74900844,2817664,6477634
(주)티웨이홀딩스,004870,2017/12,26457694,182869734,2349205,8939655
(주)티웨이홀딩스,004870,2018/12,16052357,341039713,1579757,10917841
(주)티웨이홀딩스,004870,2019/12,14742556,273680614,2592042,14331903
(주)티케이케미칼,104480,2011/12,224471800,325766701,46061969,47656296
(주)티케이케미칼,104480,2012/12,193956057,,65263078,
(주)티케이케미칼,104480,2013/12,159010189,,64203603,
(주)티케이케미칼,104480,2014/12,216633497,,96110707,
(주)티케이케미칼,104480,2015/12,213009799,,72852429,
(주)티케이케미칼,104480,2016/12,228367021,,102120777,
(주)티케이케미칼,104480,2017/12,226672043,,72900343,
(주)티케이케미칼,104480,2018/12,250855552,,153820941,
(주)티케이케미칼,104480,2019/12,208955830,213903802,104259636,106390916
(주)티플랙스,081150,2011/12,70881807,73973575,25552913,26082014
(주)티플랙스,081150,2012/12,65632487,68703476,26490196,27334120
(주)티플랙스,081150,2013/12,72825611,76392441,24378987,25679290
(주)티플랙스,081150,2014/12,57171161,61291198,23158338,23163663
(주)티플랙스,081150,2015/12,52613393,56540051,23859660,23953695
(주)티플랙스,081150,2016/12,61808152,,23621060,
(주)티플랙스,081150,2017/12,68340219,,27526568,
(주)티플랙스,081150,2018/12,67806647,,29342667,
(주)티플랙스,081150,2019/12,71141569,,32167548,
(주)티피씨,130740,2011/12,26708996,,5630926,
(주)티피씨,130740,2012/12,23702063,,5462053,
(주)티피씨,130740,2013/12,26558957,,5526588,
(주)티피씨,130740,2014/12,26847250,,5075771,
(주)티피씨,130740,2015/12,28448683,,4870447,
(주)티피씨,130740,2016/12,31453863,37138902,4866196,5569473
(주)티피씨,130740,2017/12,23338917,26461077,6462855,7082190
(주)티피씨,130740,2018/12,29060828,60789932,6645278,17014620
(주)티피씨,130740,2019/12,22796984,55463528,5995479,14189312
(주)티피씨메카트로닉스,048770,2011/06,37616700,46943263,10688390,14883591
(주)티피씨메카트로닉스,048770,2012/06,36022860,44207160,10124295,14205350
(주)티피씨메카트로닉스,048770,2013/06,42248851,49188841,12751649,15910040
(주)티피씨메카트로닉스,048770,2014/12,45333863,52752612,16855270,20671257
(주)티피씨메카트로닉스,048770,2015/12,48604677,58432127,20359647,27765503
(주)티피씨메카트로닉스,048770,2016/12,43339521,56505939,11751320,16379489
(주)티피씨메카트로닉스,048770,2017/12,44641339,55435560,14340269,18640817
(주)티피씨메카트로닉스,048770,2018/12,60042172,74572333,14760029,18849042
(주)티피씨메카트로닉스,048770,2019/12,54625722,68927479,14710088,19419992
(주)파나진,046210,2011/12,24155090,24168331,6045264,6543335
(주)파나진,046210,2012/12,7902711,,713793,
(주)파나진,046210,2013/12,11275200,,539516,
(주)파나진,046210,2014/12,10626775,,719587,
(주)파나진,046210,2015/12,11757826,,552714,
(주)파나진,046210,2016/12,17408217,,1596800,
(주)파나진,046210,2017/12,15208435,,1199463,
(주)파나진,046210,2018/12,13234149,,1179530,
(주)파나진,046210,2019/12,10114103,,1246794,
(주)파라다이스,034230,2011/12,245338643,276406177,310924,696224
(주)파라다이스,034230,2012/12,194480208,348593222,191723,2446407
(주)파라다이스,034230,2013/12,230249714,378038820,176005,2615516
(주)파라다이스,034230,2014/12,389059651,705068147,168343,2516624
(주)파라다이스,034230,2015/12,234896887,698108662,249950,2701040
(주)파라다이스,034230,2016/12,187414979,491982014,219622,2402758
(주)파라다이스,034230,2017/12,130474265,344658525,228754,5373339
(주)파라다이스,034230,2018/12,162403527,327545212,278147,6647674
(주)파라다이스,034230,2019/12,323966430,532195710,259836,6191060
(주)파라텍,033540,2011/12,50691791,52461061,4183656,5188024
(주)파라텍,033540,2012/12,44900127,47377311,4134053,5728603
(주)파라텍,033540,2013/12,54519118,58356805,7365221,8892891
(주)파라텍,033540,2014/12,54741562,71834229,4953655,5029423
(주)파라텍,033540,2015/12,67962146,68161810,5098798,5394151
(주)파라텍,033540,2016/12,109160738,109149076,8618590,9112084
(주)파라텍,033540,2017/12,118822114,118782187,9635261,9993757
(주)파라텍,033540,2018/12,110870412,110831912,11243225,11590490
(주)파라텍,033540,2019/12,58497448,59076523,13968101,14151239
(주)파루,043200,2011/12,15092688,15147859,7233847,7233847
(주)파루,043200,2012/12,14610519,14639594,5927029,5927029
(주)파루,043200,2013/12,28404756,28424285,4427876,4427876
(주)파루,043200,2014/12,40932865,41451489,17365166,17436016
(주)파루,043200,2015/12,61745631,62236458,24843849,25874684
(주)파루,043200,2016/12,64832911,74874365,14431698,15278174
(주)파루,043200,2017/12,24822475,29118323,9032527,9699156
(주)파루,043200,2018/12,9717013,13973604,2219231,2288023
(주)파루,043200,2019/12,27845449,28999401,6774431,6774431
(주)파마리서치,214450,2015/12,134214371,,4783368,
(주)파마리서치,214450,2016/12,122799929,126468142,5064789,5445415
(주)파마리서치,214450,2017/12,96627938,112335226,4907733,5118590
(주)파마리서치,214450,2018/12,89040480,105768852,12461331,12293685
(주)파마리서치,214450,2019/12,91910140,104472677,11900505,13927693
(주)파멥신,208340,2018/12,66967817,66991475,0,0
(주)파멥신,208340,2019/12,134984949,136161516,0,0
(주)파버나인,177830,2014/12,20138158,,4380862,
(주)파버나인,177830,2015/12,12642825,19089260,4714035,4714035
(주)파버나인,177830,2016/12,23921779,24824674,5875971,6198310
(주)파버나인,177830,2017/12,27335056,27320013,7237273,7923749
(주)파버나인,177830,2018/12,30939464,31958604,7237994,9233238
(주)파버나인,177830,2019/12,27373630,36743620,9087082,12707833
(주)파세코,037070,2011/12,26327383,,10692987,
(주)파세코,037070,2012/12,29656428,,15873358,
(주)파세코,037070,2013/12,34934973,,17986207,
(주)파세코,037070,2014/12,35448639,,15246518,
(주)파세코,037070,2015/12,30779153,,16277593,
(주)파세코,037070,2016/12,36369781,,18613045,
(주)파세코,037070,2017/12,35478600,,17435928,
(주)파세코,037070,2018/12,45031813,,18705634,
(주)파세코,037070,2019/12,52984000,,17600380,
(주)파수,150900,2013/12,21631948,21714155,0,0
(주)파수,150900,2014/12,20313571,20394729,0,0
(주)파수,150900,2015/12,23021671,23730294,0,0
(주)파수,150900,2016/12,18996270,20773305,0,0
(주)파수,150900,2017/12,21721427,22381491,0,0
(주)파수,150900,2018/12,19943724,26028812,0,0
(주)파수,150900,2019/12,22008491,26821354,0,0
(주)파워넷,037030,2018/12,64594314,65512920,11804464,11806554
(주)파워넷,037030,2019/12,45538222,47734088,12332527,12336763
(주)파워로직스,047310,2011/12,191419892,202050041,7686374,61442641
(주)파워로직스,047310,2012/12,157457724,147898130,17789935,46067580
(주)파워로직스,047310,2013/12,154797436,145756500,16507532,35236735
(주)파워로직스,047310,2014/12,178337807,156089552,15183778,30277053
(주)파워로직스,047310,2015/12,146286127,134655645,12321640,34749786
(주)파워로직스,047310,2016/12,156660070,161878550,7152532,34549688
(주)파워로직스,047310,2017/12,179347059,151638378,9714466,49608636
(주)파워로직스,047310,2018/12,213003878,190739790,8831544,63329415
(주)파워로직스,047310,2019/12,218549322,209325026,7304162,85463541
(주)파이오링크,170790,2013/12,35421886,35650223,2543400,2601248
(주)파이오링크,170790,2014/12,27619577,28808940,7044567,7190954
(주)파이오링크,170790,2015/12,35478938,36278733,5549018,6093473
(주)파이오링크,170790,2016/12,34075507,34957738,3230596,3281602
(주)파이오링크,170790,2017/12,31711461,32802738,3147387,3176065
(주)파이오링크,170790,2018/12,34630915,,3453518,
(주)파이오링크,170790,2019/12,39762552,,3021413,
(주)파인디앤씨,049120,2011/12,37026689,55492945,5817938,10708087
(주)파인디앤씨,049120,2012/12,27797868,35790779,5977372,10305208
(주)파인디앤씨,049120,2013/12,29880285,52628410,4368309,12018112
(주)파인디앤씨,049120,2014/12,25476776,37173393,5538775,13083299
(주)파인디앤씨,049120,2015/12,16867240,35182361,3552750,10703378
(주)파인디앤씨,049120,2016/12,35321312,52044169,6005526,14493239
(주)파인디앤씨,049120,2017/12,34074474,44203321,7235255,10904345
(주)파인디앤씨,049120,2018/12,30211522,29968197,3761115,4553502
(주)파인디앤씨,049120,2019/12,29904744,33090037,5777720,7136652
(주)파인디지털,038950,2011/12,38210009,50343174,11509139,11763606
(주)파인디지털,038950,2012/12,55522950,67766381,14022815,15472338
(주)파인디지털,038950,2013/12,63807198,75735797,12544648,12865497
(주)파인디지털,038950,2014/12,74324010,85625918,14283850,14476337
(주)파인디지털,038950,2015/12,67899344,79686880,14334697,14505267
(주)파인디지털,038950,2016/12,61172657,73334327,15889414,16083104
(주)파인디지털,038950,2017/12,57237448,70734368,10200436,10893528
(주)파인디지털,038950,2018/12,57227837,72379776,11936683,12050881
(주)파인디지털,038950,2019/12,61214250,75860974,8391750,8515258
(주)파인테크닉스,106240,2011/12,39073157,172094812,10247390,27179602
(주)파인테크닉스,106240,2012/12,42083759,181559666,15589703,24679049
(주)파인테크닉스,106240,2013/12,51894332,154686798,16327366,24456769
(주)파인테크닉스,106240,2014/12,47255122,155397469,17961481,28098745
(주)파인테크닉스,106240,2015/12,63387003,161623577,20785079,32168896
(주)파인테크닉스,106240,2016/12,91651705,127072716,41217699,44250506
(주)파인테크닉스,106240,2017/12,66590146,99509514,13886996,16647917
(주)파인테크닉스,106240,2018/12,50064700,59012154,11572250,17745593
(주)파인테크닉스,106240,2019/12,40682776,52518014,7209337,17330448
(주)파인텍,131760,2015/12,40716814,60370162,414367,6674999
(주)파인텍,131760,2016/12,43394992,130293181,855774,17289437
(주)파인텍,131760,2017/12,73816726,77737440,1210890,7518258
(주)파인텍,131760,2018/12,32196842,35962173,914089,2191808
(주)파인텍,131760,2019/12,49325569,53511230,832616,2262434
(주)파커스,065690,2011/12,46023752,52105226,7885751,13111608
(주)파커스,065690,2012/12,51246867,53723898,7666070,14498995
(주)파커스,065690,2013/12,51944595,53144496,6398753,8018955
(주)파커스,065690,2014/12,53680948,52139800,9133641,10893374
(주)파커스,065690,2015/12,54866734,52543259,7450594,9201806
(주)파커스,065690,2016/12,69138284,66827178,7886934,9569638
(주)파커스,065690,2017/12,79052141,91191698,8866568,11721845
(주)파커스,065690,2018/12,66947812,81861161,7963976,11084600
(주)파커스,065690,2019/12,49217337,65564770,4485581,8556852
(주)파크시스템스,140860,2015/12,21106264,23378685,5935132,6052637
(주)파크시스템스,140860,2016/12,25640948,29596295,5193611,5202226
(주)파크시스템스,140860,2017/12,31456551,34403287,9242138,9387105
(주)파크시스템스,140860,2018/12,37726678,40050462,12687227,12858911
(주)파크시스템스,140860,2019/12,48028770,54237478,16331043,16781737
(주)파트론,091700,2011/12,115539000,150319000,32580000,47465000
(주)파트론,091700,2012/12,177971968,222415342,40369105,62215613
(주)파트론,091700,2013/12,175067556,244478138,66377829,85147223
(주)파트론,091700,2014/12,132826493,207821316,47592840,62714657
(주)파트론,091700,2015/12,118734560,182827913,44720039,62711635
(주)파트론,091700,2016/12,128084154,192120517,43886010,63913217
(주)파트론,091700,2017/12,148540840,201986013,60885636,79724677
(주)파트론,091700,2018/12,136616073,176055767,52387643,65291225
(주)파트론,091700,2019/12,180101437,215175014,63622519,73417044
(주)판타지오,032800,2011/12,14259281,,80365,
(주)판타지오,032800,2012/12,12932024,18200138,97299,3093221
(주)판타지오,032800,2013/12,10928521,13993588,55296,2101134
(주)판타지오,032800,2014/12,7459559,8241823,51844,763348
(주)판타지오,032800,2015/12,12217408,12895468,48657,496887
(주)판타지오,032800,2016/12,6767998,6206298,50466,417609
(주)판타지오,032800,2017/12,30456323,31600960,0,0
(주)판타지오,032800,2018/12,23393278,22571408,0,0
(주)판타지오,032800,2019/12,15675706,13393210,0,2649
(주)팜스빌,318010,2019/12,44543816,44882427,2497513,2504009
(주)팜스코,036580,2011/12,317651202,310712055,46849856,47452995
(주)팜스코,036580,2012/12,347276004,335890488,79020620,79141437
(주)팜스코,036580,2013/12,315316398,303957843,82879824,83374274
(주)팜스코,036580,2014/12,490741410,440733380,66616451,67310740
(주)팜스코,036580,2015/12,430232937,413032448,64829360,66265019
(주)팜스코,036580,2016/12,310451445,286582781,65011162,69385231
(주)팜스코,036580,2017/12,330092198,308086065,63483568,70088248
(주)팜스코,036580,2018/12,342049745,411775973,96509019,112345420
(주)팜스코,036580,2019/12,333330270,443249613,91538688,111228808
(주)팜스토리,027710,2011/12,149082852,391316143,49189538,128880949
(주)팜스토리,027710,2012/12,199670209,433196017,55280891,148053866
(주)팜스토리,027710,2013/12,196056128,398500794,42694602,109496220
(주)팜스토리,027710,2014/12,191269242,433668660,50170602,148952613
(주)팜스토리,027710,2015/12,198208116,439360245,46919763,136144221
(주)팜스토리,027710,2016/12,183406327,351590711,41732212,110331274
(주)팜스토리,027710,2017/12,183223905,320943743,44190631,107947269
(주)팜스토리,027710,2018/12,188620197,393535152,55846168,140049551
(주)팜스토리,027710,2019/12,362141649,417206684,107924327,123988638
(주)팬스타엔터프라이즈,054300,2011/12,21202950,21277204,4657601,4955821
(주)팬스타엔터프라이즈,054300,2012/12,20994387,21147739,3809153,4048942
(주)팬스타엔터프라이즈,054300,2013/12,19758532,,4224108,
(주)팬스타엔터프라이즈,054300,2014/12,15084869,,3473080,
(주)팬스타엔터프라이즈,054300,2015/12,34662565,,2897052,
(주)팬스타엔터프라이즈,054300,2016/12,17525782,,2440387,
(주)팬스타엔터프라이즈,054300,2017/12,12654280,,3304906,
(주)팬스타엔터프라이즈,054300,2018/12,15973060,,3012789,
(주)팬스타엔터프라이즈,054300,2019/12,25183651,,3842888,
(주)팬엔터테인먼트,068050,2011/12,9660995,11010427,2015688,2015688
(주)팬엔터테인먼트,068050,2012/12,20969871,21315261,3796005,3796005
(주)팬엔터테인먼트,068050,2013/12,15518680,15661653,740414,740414
(주)팬엔터테인먼트,068050,2014/12,22010434,22235359,1986292,1986292
(주)팬엔터테인먼트,068050,2015/12,16139090,16298803,1013900,1013900
(주)팬엔터테인먼트,068050,2016/12,16635645,16704162,740761,740761
(주)팬엔터테인먼트,068050,2017/12,22553389,22621733,513785,513785
(주)팬엔터테인먼트,068050,2018/12,11061751,11133479,2286608,2286608
(주)팬엔터테인먼트,068050,2019/12,19937604,19968176,1625227,1625227
(주)팬젠,222110,2016/12,18702189,,689,
(주)팬젠,222110,2017/12,17907489,,25356,
(주)팬젠,222110,2018/12,30870785,,482747,
(주)팬젠,222110,2019/12,25607393,,799781,
(주)퍼시스,016800,2011/12,109651477,173321193,20857567,20857567
(주)퍼시스,016800,2012/12,195180926,,16876211,
