,회사명,회계년도,유형자산증가율,0,1
3634,(주)아모레퍼시픽그룹,2012,7.67,-15.81,7.67
3635,(주)아모레퍼시픽그룹,2013,8.84,-1.84,8.84
3636,(주)아모레퍼시픽그룹,2014,-9.55,-61.01,-9.55
3637,(주)아모레퍼시픽그룹,2015,6.85,0.48,6.85
3638,(주)아모레퍼시픽그룹,2016,25.42,-0.31,25.42
3639,(주)아모레퍼시픽그룹,2017,17.06,-40.49,17.06
3640,(주)아모레퍼시픽그룹,2018,2.3,-28.21,2.3
3641,(주)아모레퍼시픽그룹,2019,-3.66,23.17,-3.66
3642,(주)아모텍,2011,14.57,-96.07,11111111.11
3643,(주)아모텍,2012,11.1,12.39,11.1
3644,(주)아모텍,2013,11.24,12.41,11.24
3645,(주)아모텍,2014,-0.8,-3.73,-0.8
3646,(주)아모텍,2015,3.28,1.51,3.28
3647,(주)아모텍,2016,-10.07,-13.52,-10.07
3648,(주)아모텍,2017,-2.4,-5.69,-2.4
3649,(주)아모텍,2018,19.59,19.52,19.59
3650,(주)아모텍,2019,9.13,10.51,9.13
3651,(주)아미노로직스,2011,-95.75,-95.75,11111111.11
3652,(주)아미노로직스,2012,-85.56,-84.89,-85.56
3653,(주)아미노로직스,2013,-28.53,-16.1,-28.53
3654,(주)아미노로직스,2014,-19.14,-19.13,-19.14
3655,(주)아미노로직스,2015,-23.5,-23.49,-23.5
3656,(주)아미노로직스,2016,-29.49,-29.48,-29.49
3657,(주)아미노로직스,2017,32.27,32.27,32.27
3658,(주)아미노로직스,2018,34.0,34.0,34.0
3659,(주)아미노로직스,2019,-0.54,-0.54,-0.54
3660,(주)아바코,2011,5.98,4760.16,11111111.11
3661,(주)아바코,2012,-3.8,-3.76,-3.8
3662,(주)아바코,2013,-3.6,-3.57,-3.6
3663,(주)아바코,2014,-2.21,-2.3,-2.21
3664,(주)아바코,2015,-2.96,-2.92,-2.96
3665,(주)아바코,2016,29.64,17.36,29.64
3666,(주)아바코,2017,-11.86,-2.57,-11.86
3667,(주)아바코,2018,1.02,0.96,1.02
3668,(주)아바코,2019,-2.14,-2.29,-2.14
3669,(주)아바텍,2012,21.09,79.34,11111111.11
3670,(주)아바텍,2013,30.07,31.83,30.07
3671,(주)아바텍,2014,3.39,3.45,3.39
3672,(주)아바텍,2015,-13.5,-13.68,-13.5
3673,(주)아바텍,2016,-8.59,-7.58,-8.59
3674,(주)아바텍,2017,-15.38,-15.38,-15.38
3675,(주)아바텍,2018,-12.37,-12.37,-66.71
3676,(주)아바텍,2019,53.51,53.51,11111111.11
3677,(주)아세아텍,2011,-67.73,-67.73,11111111.11
3678,(주)아세아텍,2012,10.62,10.87,10.62
3679,(주)아세아텍,2013,3.01,3.2,3.01
3680,(주)아세아텍,2014,17.97,18.5,17.97
3681,(주)아세아텍,2015,3.57,3.66,3.57
3682,(주)아세아텍,2016,-0.33,-0.17,-0.33
3683,(주)아세아텍,2017,-3.34,-2.85,-3.34
3684,(주)아세아텍,2018,41.31,41.31,-42.82
3685,(주)아세아텍,2019,-1.12,-1.12,11111111.11
3686,(주)아센디오,2011,76.29,0.0,11111111.11
3687,(주)아센디오,2012,50.22,50.22,11111111.11
3688,(주)아센디오,2013,12978.78,-16.07,12978.78
3689,(주)아센디오,2014,-99.3,-49.57,-99.3
3690,(주)아센디오,2015,-56.18,-2.1,-56.18
3691,(주)아센디오,2016,246.67,246.67,9542.57
3692,(주)아센디오,2017,-4.82,-4.82,11111111.11
3693,(주)아센디오,2018,-11.39,1.22,-11.39
3694,(주)아센디오,2019,159.65,159.89,159.65
3695,(주)아스타,2017,64.95,-60.66,11111111.11
3696,(주)아스타,2018,-16.88,-31.88,-16.88
3697,(주)아스타,2019,1243.81,1749.44,1243.81
3698,(주)아스트,2014,6.24,42.56,11111111.11
3699,(주)아스트,2015,4.38,4.38,11111111.11
3700,(주)아스트,2016,-7.07,-7.07,11111111.11
3701,(주)아스트,2017,26.88,3.43,26.88
3702,(주)아스트,2018,29.99,13.88,29.99
3703,(주)아스트,2019,3.65,0.77,3.65
3704,(주)아시아경제,2015,-16.38,-92.56,11111111.11
3705,(주)아시아경제,2016,15.64,-0.91,15.64
3706,(주)아시아경제,2017,-5.25,-0.47,-5.25
3707,(주)아시아경제,2018,-3.37,-1.45,-3.37
3708,(주)아시아경제,2019,-17.51,-0.77,-17.51
3709,(주)아우딘퓨쳐스,2017,7.7,61.01,11111111.11
3710,(주)아우딘퓨쳐스,2018,22.96,22.96,11111111.11
3711,(주)아우딘퓨쳐스,2019,19.01,19.01,11111111.11
3712,(주)아이디스,2011,-39.71,-39.71,11111111.11
3713,(주)아이디스,2012,-2.27,-2.22,-2.27
3714,(주)아이디스,2013,13.55,12.87,13.55
3715,(주)아이디스,2014,34.99,35.48,34.99
3716,(주)아이디스,2015,44.06,-7.86,44.06
3717,(주)아이디스,2016,4.84,-6.43,4.84
3718,(주)아이디스,2017,-44.69,-3.88,-44.69
3719,(주)아이디스,2018,-0.84,-0.72,-0.84
3720,(주)아이디스,2019,34.15,34.73,34.15
3721,(주)아이디스홀딩스,2011,112.92,112.92,11111111.11
3722,(주)아이디스홀딩스,2012,-93.49,-99.04,-93.49
3723,(주)아이디스홀딩스,2013,2384.42,-35.99,2384.42
3724,(주)아이디스홀딩스,2014,6.31,-1.15,6.31
3725,(주)아이디스홀딩스,2015,11.0,-6.51,11.0
3726,(주)아이디스홀딩스,2016,4.6,-17.01,4.6
3727,(주)아이디스홀딩스,2017,6.58,-21.08,6.58
3728,(주)아이디스홀딩스,2018,19.22,44.16,19.22
3729,(주)아이디스홀딩스,2019,40.16,-14.22,40.16
3730,(주)아이마켓코리아,2011,122.01,-87.65,11111111.11
3731,(주)아이마켓코리아,2012,55.52,55.52,11111111.11
3732,(주)아이마켓코리아,2013,-9.33,-14.26,-9.33
3733,(주)아이마켓코리아,2014,0.35,-24.61,0.35
3734,(주)아이마켓코리아,2015,1.45,-17.73,1.45
3735,(주)아이마켓코리아,2016,-12.5,-24.43,-12.5
3736,(주)아이마켓코리아,2017,10.46,10.69,10.46
3737,(주)아이마켓코리아,2018,17.76,202.5,17.76
3738,(주)아이마켓코리아,2019,222.5,181.66,222.5
3739,(주)아이비김영,2019,-61.75,-61.75,11111111.11
3740,(주)아이센스,2013,44.72,11111111.11,11111111.11
3741,(주)아이센스,2014,-14.14,-15.37,-14.14
3742,(주)아이센스,2015,11.82,-1.81,11.82
3743,(주)아이센스,2016,11.51,13.55,11.51
3744,(주)아이센스,2017,22.41,25.13,22.41
3745,(주)아이센스,2018,3.42,4.06,3.42
3746,(주)아이센스,2019,-0.05,0.31,-0.05
3747,(주)아이스크림에듀,2019,110.87,-84.34,11111111.11
3748,(주)아이씨디,2011,126.42,11111111.11,11111111.11
3749,(주)아이씨디,2012,38.64,38.64,11111111.11
3750,(주)아이씨디,2013,11.96,11.96,11111111.11
3751,(주)아이씨디,2014,16.62,16.62,11111111.11
3752,(주)아이씨디,2015,-13.51,-13.51,11111111.11
3753,(주)아이씨디,2016,30.41,30.41,11111111.11
3754,(주)아이씨디,2017,-2.19,-2.21,-2.19
3755,(주)아이씨디,2018,-0.59,-15.02,-0.59
3756,(주)아이씨디,2019,-7.0,-6.9,-7.0
3757,(주)아이앤씨테크놀로지,2011,226.04,-66.58,11111111.11
3758,(주)아이앤씨테크놀로지,2012,44.41,44.41,11111111.11
3759,(주)아이앤씨테크놀로지,2013,4.32,-6.61,4.32
3760,(주)아이앤씨테크놀로지,2014,-5.93,-6.07,-5.93
3761,(주)아이앤씨테크놀로지,2015,-1.05,-0.72,-1.05
3762,(주)아이앤씨테크놀로지,2016,-11.13,-11.81,-11.13
3763,(주)아이앤씨테크놀로지,2017,-2.37,-2.31,-2.37
3764,(주)아이앤씨테크놀로지,2018,-2.64,-2.65,-2.64
3765,(주)아이앤씨테크놀로지,2019,-3.12,0.52,-3.12
3766,(주)아이에스시,2011,12.46,41.22,11111111.11
3767,(주)아이에스시,2012,8.69,9.46,8.69
3768,(주)아이에스시,2013,2.38,-0.17,2.38
3769,(주)아이에스시,2014,348.33,27.34,348.33
3770,(주)아이에스시,2015,-4.05,23.55,-4.05
3771,(주)아이에스시,2016,4.8,20.94,4.8
3772,(주)아이에스시,2017,0.04,2.02,0.04
3773,(주)아이에스시,2018,7.53,10.43,7.53
3774,(주)아이에스시,2019,6.24,-5.34,6.24
3775,(주)아이에스이커머스,2011,5.36,-98.27,11111111.11
3776,(주)아이에스이커머스,2012,164.58,-3.91,164.58
3777,(주)아이에스이커머스,2013,28.79,-46.92,28.79
3778,(주)아이에스이커머스,2014,-54.45,-8.13,-54.45
3779,(주)아이에스이커머스,2015,62.12,593.47,62.12
3780,(주)아이에스이커머스,2016,-2.22,15.87,-2.22
3781,(주)아이에스이커머스,2017,-73.6,-73.6,243.65
3782,(주)아이에스이커머스,2018,-38.1,-38.1,11111111.11
3783,(주)아이에스이커머스,2019,-63.69,-63.69,11111111.11
3784,(주)아이에이,2011,13076.92,13076.92,11111111.11
3785,(주)아이에이,2012,14.66,14.11,14.66
3786,(주)아이에이,2013,-39.94,-40.22,-39.94
3787,(주)아이에이,2014,0.07,-0.24,0.07
3788,(주)아이에이,2015,1.83,-1.1,1.83
3789,(주)아이에이,2016,77.48,-0.88,77.48
3790,(주)아이에이,2017,5.13,0.58,5.13
3791,(주)아이에이,2018,-0.6,1.48,-0.6
3792,(주)아이에이,2019,-46.33,0.97,-46.33
3793,(주)아이에이치큐,2011,-93.95,-93.95,11111111.11
3794,(주)아이에이치큐,2012,11.44,29.56,11.44
3795,(주)아이에이치큐,2013,161.95,142.3,161.95
3796,(주)아이에이치큐,2014,-13.75,-14.69,-13.75
3797,(주)아이에이치큐,2015,11.48,71.28,11.48
3798,(주)아이에이치큐,2016,-23.2,-29.98,-23.2
3799,(주)아이에이치큐,2017,45.28,65.37,45.28
3800,(주)아이에이치큐,2018,-1.59,-2.54,-1.59
3801,(주)아이에이치큐,2019,155.76,199.89,155.76
3802,(주)아이엘사이언스,2018,48.95,48.95,11111111.11
3803,(주)아이엘사이언스,2019,1254789.63,11111111.11,11111111.11
3804,(주)아이엠,2011,24.91,127.32,11111111.11
3805,(주)아이엠,2012,44.07,651.92,44.07
3806,(주)아이엠,2013,11.43,105.97,11.43
3807,(주)아이엠,2014,0.83,9.39,0.83
3808,(주)아이엠,2015,2.75,5.39,2.75
3809,(주)아이엠,2016,19.86,18.53,19.86
3810,(주)아이엠,2017,16.07,11.95,16.07
3811,(주)아이엠,2018,-4.73,-23.0,-4.73
3812,(주)아이엠,2019,-23.54,-44.14,-23.54
3813,(주)아이엠비씨,2011,2.26,-73.9,11111111.11
3814,(주)아이엠비씨,2012,-27.57,-27.57,11111111.11
3815,(주)아이엠비씨,2013,55.68,55.68,11111111.11
3816,(주)아이엠비씨,2014,92.41,92.41,11111111.11
3817,(주)아이엠비씨,2015,-3.26,-25.11,-3.26
3818,(주)아이엠비씨,2016,-3.39,8.1,-3.39
3819,(주)아이엠비씨,2017,0.39,7.32,0.39
3820,(주)아이엠비씨,2018,-35.94,-35.54,-35.94
3821,(주)아이엠비씨,2019,162.64,154.06,162.64
3822,(주)아이오케이컴퍼니,2011,-88.51,540.15,11111111.11
3823,(주)아이오케이컴퍼니,2012,121.42,121.42,11111111.11
3824,(주)아이오케이컴퍼니,2013,-14.73,-14.73,11111111.11
3825,(주)아이오케이컴퍼니,2014,21.96,11.15,21.96
3826,(주)아이오케이컴퍼니,2015,49.62,49.62,3426.48
3827,(주)아이오케이컴퍼니,2016,-11.25,-11.25,11111111.11
3828,(주)아이오케이컴퍼니,2017,-7.83,-7.83,11111111.11
3829,(주)아이오케이컴퍼니,2018,774.07,4.41,774.07
3830,(주)아이오케이컴퍼니,2019,-13.88,-50.66,-13.88
3831,(주)아이윈,2011,6.15,555.38,11111111.11
3832,(주)아이윈,2012,-19.9,-29.65,-19.9
3833,(주)아이윈,2013,-6.34,-7.76,-6.34
3834,(주)아이윈,2014,-6.39,-5.22,-6.39
3835,(주)아이윈,2015,-1.68,-1.75,-1.68
3836,(주)아이윈,2016,-4.76,-3.88,-4.76
3837,(주)아이윈,2017,-4.66,-4.2,-4.66
3838,(주)아이윈,2018,31.95,-2.86,31.95
3839,(주)아이윈,2019,35.02,57.42,35.02
3840,(주)아이윈플러스,2016,-4.9,-43.54,11111111.11
3841,(주)아이윈플러스,2017,-16.16,-16.16,11111111.11
3842,(주)아이윈플러스,2018,-14.39,-14.39,11111111.11
3843,(주)아이윈플러스,2019,-0.76,-0.76,11111111.11
3844,(주)아이즈비전,2011,-2.46,44.2,11111111.11
3845,(주)아이즈비전,2012,-0.81,-6.84,-0.81
3846,(주)아이즈비전,2013,-0.56,0.59,-0.56
3847,(주)아이즈비전,2014,-1.11,-0.6,-1.11
3848,(주)아이즈비전,2015,-0.68,10.89,-0.68
3849,(주)아이즈비전,2016,-0.34,0.42,-0.34
3850,(주)아이즈비전,2017,1.82,-3.54,1.82
3851,(주)아이즈비전,2018,-0.56,-2.72,-0.56
3852,(주)아이즈비전,2019,-4.16,-25.9,-4.16
3853,(주)아이컴포넌트,2011,4.58,-26.0,11111111.11
3854,(주)아이컴포넌트,2012,10.17,10.17,11111111.11
3855,(주)아이컴포넌트,2013,-2.08,-2.08,11111111.11
3856,(주)아이컴포넌트,2014,-6.02,-6.02,11111111.11
3857,(주)아이컴포넌트,2015,5.58,5.58,11111111.11
3858,(주)아이컴포넌트,2016,-3.44,-3.44,11111111.11
3859,(주)아이컴포넌트,2017,-10.01,-10.01,11111111.11
3860,(주)아이컴포넌트,2018,-9.74,-9.74,11111111.11
3861,(주)아이컴포넌트,2019,-9.63,-9.63,11111111.11
3862,(주)아이톡시,2011,-9.77,0.0,11111111.11
3863,(주)아이톡시,2012,-26.98,-26.98,11111111.11
3864,(주)아이톡시,2013,-11.16,-8.84,-11.16
3865,(주)아이톡시,2014,-6.57,-4.75,-6.57
3866,(주)아이톡시,2015,51.7,51.7,1425.8
3867,(주)아이톡시,2016,1.95,1.95,11111111.11
3868,(주)아이톡시,2017,-22.51,-22.51,11111111.11
3869,(주)아이톡시,2018,-67.64,-67.64,11111111.11
3870,(주)아이톡시,2019,-22.51,-16.62,-22.51
3871,(주)아이티센,2015,-4.63,8163.02,11111111.11
3872,(주)아이티센,2016,-6.57,-15.9,1.0
3873,(주)아이티센,2017,9.34,7.97,9.34
3874,(주)아이티센,2018,106.73,33.29,106.73
3875,(주)아이티센,2019,-7.85,-0.25,-7.85
3876,(주)아이티엑스에이아이,2011,-3.11,-72.01,11111111.11
3877,(주)아이티엑스에이아이,2012,3.23,3.23,11111111.11
3878,(주)아이티엑스에이아이,2013,-0.82,-0.82,11111111.11
3879,(주)아이티엑스에이아이,2014,10.92,10.92,11111111.11
3880,(주)아이티엑스에이아이,2015,-13.6,-13.6,11111111.11
3881,(주)아이티엑스에이아이,2016,-23.57,-23.57,11111111.11
3882,(주)아이티엑스에이아이,2017,-8.37,-8.37,11111111.11
3883,(주)아이티엑스에이아이,2018,-81.78,-81.78,11111111.11
3884,(주)아이티엑스에이아이,2019,11.2,11.2,11111111.11
3885,(주)아이티엠반도체,2019,34.82,9699.43,11111111.11
3886,(주)아즈텍더블유비이,2011,-0.21,11111111.11,11111111.11
3887,(주)아즈텍더블유비이,2012,-1.36,-1.36,11111111.11
3888,(주)아즈텍더블유비이,2013,-1.07,-1.07,11111111.11
3889,(주)아즈텍더블유비이,2014,2.61,2.61,11111111.11
3890,(주)아즈텍더블유비이,2015,-1.1,-1.1,11111111.11
3891,(주)아즈텍더블유비이,2016,4.78,4.78,11111111.11
3892,(주)아즈텍더블유비이,2017,1.9,1.9,11111111.11
3893,(주)아즈텍더블유비이,2018,-0.41,-0.41,11111111.11
3894,(주)아즈텍더블유비이,2019,1.24,1.24,11111111.11
3895,(주)아진엑스텍,2014,3.38,0.0,11111111.11
3896,(주)아진엑스텍,2015,36.18,36.18,11111111.11
3897,(주)아진엑스텍,2016,10.74,10.74,11111111.11
3898,(주)아진엑스텍,2017,35.94,35.94,11111111.11
3899,(주)아진엑스텍,2018,20.57,20.57,11111111.11
3900,(주)아진엑스텍,2019,0.35,0.35,11111111.11
3901,(주)아톤,2019,760.34,-86.78,11111111.11
3902,(주)아프리카티비,2011,1254789.63,11111111.11,11111111.11
3903,(주)아프리카티비,2012,3.98,3.98,30.61
3904,(주)아프리카티비,2013,-2.23,-2.23,11111111.11
3905,(주)아프리카티비,2014,0.83,0.67,0.83
3906,(주)아프리카티비,2015,2.63,2.14,2.63
3907,(주)아프리카티비,2016,1.52,1.61,1.52
3908,(주)아프리카티비,2017,15.35,15.14,15.35
3909,(주)아프리카티비,2018,80.47,27.81,80.47
3910,(주)아프리카티비,2019,12.43,20.27,12.43
3911,(주)안랩,2011,158.15,158.15,11111111.11
3912,(주)안랩,2012,1.69,1.88,1.69
3913,(주)안랩,2013,-2.99,-3.01,-2.99
3914,(주)안랩,2014,-3.76,-3.61,-3.76
3915,(주)안랩,2015,-4.33,-4.3,-4.33
3916,(주)안랩,2016,0.18,0.17,0.18
3917,(주)안랩,2017,-4.04,-4.05,-4.04
3918,(주)안랩,2018,-1.86,-1.85,-1.86
3919,(주)안랩,2019,-12.52,-12.53,-12.52
3920,(주)안트로젠,2016,220.89,-70.73,11111111.11
3921,(주)안트로젠,2017,4.91,4.91,11111111.11
3922,(주)안트로젠,2018,42.57,42.57,11111111.11
3923,(주)안트로젠,2019,28.21,28.21,11111111.11
3924,(주)알로이스,2018,0.0,0.0,11111111.11
3925,(주)알로이스,2019,1254789.63,11111111.11,11111111.11
3926,(주)알루코,2011,2.5,1201.5,11111111.11
3927,(주)알루코,2012,-15.74,-6.6,-15.74
3928,(주)알루코,2013,-1.36,-10.72,-1.36
3929,(주)알루코,2014,0.07,0.57,0.07
3930,(주)알루코,2015,2.09,-8.19,2.09
3931,(주)알루코,2016,1.32,-5.99,1.32
3932,(주)알루코,2017,19.15,4.53,19.15
3933,(주)알루코,2018,88.59,-3.81,88.59
3934,(주)알루코,2019,1.4,-2.38,1.4
3935,(주)알에프세미,2011,37.39,-93.59,11111111.11
3936,(주)알에프세미,2012,25.33,25.09,25.33
3937,(주)알에프세미,2013,18.86,19.1,18.86
3938,(주)알에프세미,2014,3.45,3.43,3.45
3939,(주)알에프세미,2015,0.1,-1.33,0.1
3940,(주)알에프세미,2016,-3.39,-2.76,-3.39
3941,(주)알에프세미,2017,2.38,3.59,2.38
3942,(주)알에프세미,2018,6.86,7.77,6.86
3943,(주)알에프세미,2019,-11.65,-11.92,-11.65
3944,(주)알에프텍,2011,51.35,-31.53,11111111.11
3945,(주)알에프텍,2012,41.75,40.38,41.75
3946,(주)알에프텍,2013,13.44,-3.15,13.44
3947,(주)알에프텍,2014,8.7,14.24,8.7
3948,(주)알에프텍,2015,-0.68,-2.37,-0.68
3949,(주)알에프텍,2016,-15.51,-14.72,-15.51
3950,(주)알에프텍,2017,-6.67,-7.5,-6.67
3951,(주)알에프텍,2018,5.07,2.47,5.07
3952,(주)알에프텍,2019,44.74,99.17,44.74
3953,(주)알엔투테크놀로지,2016,12.32,-70.25,11111111.11
3954,(주)알엔투테크놀로지,2017,42.82,42.82,11111111.11
3955,(주)알엔투테크놀로지,2018,43.93,43.93,11111111.11
3956,(주)알엔투테크놀로지,2019,11.54,11.54,11111111.11
3957,(주)알테오젠,2014,-97.04,-97.04,11111111.11
3958,(주)알테오젠,2015,766.78,766.78,766.78
3959,(주)알테오젠,2016,15.48,14.94,15.48
3960,(주)알테오젠,2017,6.27,5.98,6.27
3961,(주)알테오젠,2018,132.92,50.61,132.92
3962,(주)알테오젠,2019,63.94,47.74,63.94
3963,(주)알톤스포츠,2011,5.05,5.05,11111111.11
3964,(주)알톤스포츠,2012,4.6,5.91,4.6
3965,(주)알톤스포츠,2013,-1.26,-1.64,-1.26
3966,(주)알톤스포츠,2014,-8.41,-11.14,-8.41
3967,(주)알톤스포츠,2015,8.36,0.64,8.36
3968,(주)알톤스포츠,2016,-16.85,-32.87,-16.85
3969,(주)알톤스포츠,2017,-18.31,-10.66,-18.31
3970,(주)알톤스포츠,2018,-9.72,-7.55,-9.72
3971,(주)알톤스포츠,2019,-79.21,-98.23,-79.21
3972,(주)알티캐스트,2013,-19.21,-53.01,11111111.11
3973,(주)알티캐스트,2014,-17.45,-15.07,-17.45
3974,(주)알티캐스트,2015,245.62,143.97,245.62
3975,(주)알티캐스트,2016,15.21,-17.76,15.21
3976,(주)알티캐스트,2017,-5.37,-25.42,-5.37
3977,(주)알티캐스트,2018,17.45,-7.93,17.45
3978,(주)알티캐스트,2019,-21.95,-49.69,-21.95
3979,(주)알파홀딩스,2011,75.08,352.45,11111111.11
3980,(주)알파홀딩스,2012,6.27,6.27,11111111.11
3981,(주)알파홀딩스,2013,-4.37,-4.37,50.95
3982,(주)알파홀딩스,2014,-4.71,-4.71,11111111.11
3983,(주)알파홀딩스,2015,-5.21,-5.21,63.07
3984,(주)알파홀딩스,2016,112.73,112.73,11111111.11
3985,(주)알파홀딩스,2017,-1.87,-2.61,-1.87
3986,(주)알파홀딩스,2018,12.97,14.4,12.97
3987,(주)알파홀딩스,2019,115.12,120.64,115.12
3988,(주)애니플러스,2018,-66.97,-66.97,11111111.11
3989,(주)애니플러스,2019,1254789.63,11111111.11,11111111.11
3990,(주)애드바이오텍,2019,0.0,0.0,11111111.11
3991,(주)액션스퀘어,2014,1254789.63,11111111.11,11111111.11
3992,(주)액션스퀘어,2015,1254789.63,11111111.11,11111111.11
3993,(주)액션스퀘어,2016,73.76,73.76,11111111.11
3994,(주)액션스퀘어,2017,284.75,284.75,11111111.11
3995,(주)액션스퀘어,2018,-5.17,-5.17,-5.17
3996,(주)액션스퀘어,2019,127.19,6.16,127.19
3997,(주)액토즈소프트,2011,-56.24,-94.39,11111111.11
3998,(주)액토즈소프트,2012,6.73,3.8,6.73
3999,(주)액토즈소프트,2013,250.33,52.67,250.33
4000,(주)액토즈소프트,2014,44.99,123.26,44.99
4001,(주)액토즈소프트,2015,129.19,-89.77,129.19
4002,(주)액토즈소프트,2016,-33.83,-9.58,-33.83
4003,(주)액토즈소프트,2017,-47.13,37.68,-47.13
4004,(주)액토즈소프트,2018,-14.73,272.78,-14.73
4005,(주)액토즈소프트,2019,-29.06,-14.25,-29.06
4006,(주)액트로,2018,5.6,1871.79,11111111.11
4007,(주)액트로,2019,33.25,1.96,33.25
4008,(주)앤디포스,2016,-5.62,-51.44,11111111.11
4009,(주)앤디포스,2017,450.67,450.67,11111111.11
4010,(주)앤디포스,2018,-58.99,-58.99,11111111.11
4011,(주)앤디포스,2019,-29.63,-30.59,-29.63
4012,(주)앤씨앤,2011,15.56,13.06,11111111.11
4013,(주)앤씨앤,2012,11.41,11.41,11111111.11
4014,(주)앤씨앤,2013,-10.73,-10.73,-10.73
4015,(주)앤씨앤,2014,-31.7,-31.7,-31.7
4016,(주)앤씨앤,2015,-2.57,-16.93,-2.57
4017,(주)앤씨앤,2016,385.04,16.31,385.04
4018,(주)앤씨앤,2017,8.3,15.75,8.3
4019,(주)앤씨앤,2018,15.3,44.37,15.3
4020,(주)앤씨앤,2019,-4.07,-42.09,-4.07
4021,(주)야스,2017,564.09,564.09,11111111.11
4022,(주)야스,2018,41.13,41.76,41.13
4023,(주)야스,2019,43.86,49.61,43.86
4024,(주)양지사,2011,-4.41,-68.32,11111111.11
4025,(주)양지사,2012,3.99,3.99,11111111.11
4026,(주)양지사,2013,-7.67,-7.67,11111111.11
4027,(주)양지사,2014,-4.19,-4.19,11111111.11
4028,(주)양지사,2015,-3.32,-3.32,11111111.11
4029,(주)양지사,2016,-0.04,-0.04,11111111.11
4030,(주)양지사,2017,2.04,2.04,11111111.11
4031,(주)양지사,2018,-3.14,-3.14,11111111.11
4032,(주)양지사,2019,4.31,4.31,11111111.11
4033,(주)어스앤에어로스페이스,2017,55.94,0.0,11111111.11
4034,(주)어스앤에어로스페이스,2018,15.11,15.11,11111111.11
4035,(주)어스앤에어로스페이스,2019,-36.87,-36.87,11111111.11
4036,(주)얼라인드제네틱스,2016,-97.18,-97.18,11111111.11
4037,(주)얼라인드제네틱스,2017,48.6,48.58,48.6
4038,(주)얼라인드제네틱스,2018,0.87,1.01,0.87
4039,(주)얼라인드제네틱스,2019,201.71,204.75,201.71
4040,(주)에너토크,2011,14.05,683.51,11111111.11
4041,(주)에너토크,2012,42.46,42.46,11111111.11
4042,(주)에너토크,2013,-6.18,-6.18,11111111.11
4043,(주)에너토크,2014,-2.69,-2.69,11111111.11
4044,(주)에너토크,2015,-2.76,-2.76,11111111.11
4045,(주)에너토크,2016,-7.24,-7.24,11111111.11
4046,(주)에너토크,2017,-0.96,-7.29,-0.96
4047,(주)에너토크,2018,5.53,0.41,5.53
4048,(주)에너토크,2019,-2.86,-3.38,-2.86
4049,(주)에넥스,2011,-9.26,129.54,11111111.11
4050,(주)에넥스,2012,-36.07,-42.6,-36.07
4051,(주)에넥스,2013,-30.98,-13.81,-30.98
4052,(주)에넥스,2014,1.17,3.71,1.17
4053,(주)에넥스,2015,23.35,29.62,23.35
4054,(주)에넥스,2016,11.97,15.16,11.97
4055,(주)에넥스,2017,11.55,14.74,11.55
4056,(주)에넥스,2018,9.06,10.4,9.06
4057,(주)에넥스,2019,-6.86,-6.46,-6.86
4058,(주)에스디생명공학,2017,110.83,109.49,11111111.11
4059,(주)에스디생명공학,2018,11.79,14.91,11.79
4060,(주)에스디생명공학,2019,22.99,41.09,22.99
4061,(주)에스디시스템,2011,56.61,-68.88,11111111.11
4062,(주)에스디시스템,2012,0.53,0.53,11111111.11
4063,(주)에스디시스템,2013,-8.43,-8.43,11111111.11
4064,(주)에스디시스템,2014,133.31,133.31,11111111.11
4065,(주)에스디시스템,2015,23.79,23.79,11111111.11
4066,(주)에스디시스템,2016,11.87,11.87,11111111.11
4067,(주)에스디시스템,2017,18.33,18.33,11111111.11
4068,(주)에스디시스템,2018,-9.2,-9.2,11111111.11
4069,(주)에스디시스템,2019,-36.16,-36.16,11111111.11
4070,(주)에스비에스,2011,7.74,1969.02,11111111.11
4071,(주)에스비에스,2012,0.99,1.04,0.99
4072,(주)에스비에스,2013,1.17,1.17,1.17
4073,(주)에스비에스,2014,-3.9,-3.87,-3.9
4074,(주)에스비에스,2015,-0.4,-0.43,-0.4
4075,(주)에스비에스,2016,-0.88,-1.06,-0.88
4076,(주)에스비에스,2017,-2.67,-2.64,-2.67
4077,(주)에스비에스,2018,-2.17,-2.54,-2.17
4078,(주)에스비에스,2019,2.62,-5.47,2.62
4079,(주)에스비에스콘텐츠허브,2011,-91.9,-91.9,11111111.11
4080,(주)에스비에스콘텐츠허브,2012,20.53,20.54,20.53
4081,(주)에스비에스콘텐츠허브,2013,-1.78,-1.77,-1.78
4082,(주)에스비에스콘텐츠허브,2014,-1.54,-1.57,-1.54
4083,(주)에스비에스콘텐츠허브,2015,-2.3,-2.3,-2.3
4084,(주)에스비에스콘텐츠허브,2016,-4.32,-4.3,-4.32
4085,(주)에스비에스콘텐츠허브,2017,-5.57,-55.24,-5.57
4086,(주)에스비에스콘텐츠허브,2018,-8.68,-11.84,-8.68
4087,(주)에스비에스콘텐츠허브,2019,-10.22,6.18,-10.22
4088,(주)에스씨디,2011,4.1,-25.32,11111111.11
4089,(주)에스씨디,2012,10.53,10.53,11111111.11
4090,(주)에스씨디,2013,-40.82,-40.82,11111111.11
4091,(주)에스씨디,2014,5.67,5.67,11111111.11
4092,(주)에스씨디,2015,-2.8,-2.8,11111111.11
4093,(주)에스씨디,2016,44.8,64.33,44.8
4094,(주)에스씨디,2017,-3.08,-1.89,-3.08
4095,(주)에스씨디,2018,-4.84,-5.65,-4.84
