회사명,거래소코드,회계년도,영업이익(개별),영업이익(연결)
삼성전기(주),9150,Dec-18,397903044,1018052800
삼성전기(주),9150,Dec-19,426915271,733968843
삼성전자(주),5930,Dec-10,14924141000,17296536000
삼성전자(주),5930,Dec-11,11701700000,16249717000
삼성전자(주),5930,Dec-12,18510436000,29049338000
삼성전자(주),5930,Dec-13,21807005000,36785013000
삼성전자(주),5930,Dec-14,13924994000,25025071000
삼성전자(주),5930,Dec-15,13398215000,26413442000
삼성전자(주),5930,Dec-16,13647436000,29240672000
삼성전자(주),5930,Dec-17,34857091000,53645038000
삼성전자(주),5930,Dec-18,43699451000,58886669000
삼성전자(주),5930,Dec-19,14115067000,27768509000
삼성제약(주),1360,Dec-10,2085934,0
삼성제약(주),1360,Dec-11,455923,0
삼성제약(주),1360,Dec-12,541602,0
삼성제약(주),1360,Dec-13,-11417833,0
삼성제약(주),1360,Dec-14,-19819967,0
삼성제약(주),1360,Dec-15,-812245,-1870484
삼성제약(주),1360,Dec-16,-6114206,-9588212
삼성제약(주),1360,Dec-17,-6700758,-6880226
삼성제약(주),1360,Dec-18,-4121604,-4783652
삼성제약(주),1360,Dec-19,-6471422,0
삼성중공업(주),10140,Dec-10,1377709818,1432744827
삼성중공업(주),10140,Dec-11,1101701928,1159979070
삼성중공업(주),10140,Dec-12,1149970465,1205656830
삼성중공업(주),10140,Dec-13,924555081,914214286
삼성중공업(주),10140,Dec-14,142738191,183019979
삼성중공업(주),10140,Dec-15,-1664576446,-1501905498
삼성중공업(주),10140,Dec-16,-181721173,-147199516
삼성중공업(주),10140,Dec-17,-492369918,-524163794
삼성중공업(주),10140,Dec-18,-463796662,-409252129
삼성중공업(주),10140,Dec-19,-650083948,-616585523
삼아알미늄(주),6110,Dec-10,8643661,0
삼아알미늄(주),6110,Dec-11,6069320,0
삼아알미늄(주),6110,Dec-12,5032569,0
삼아알미늄(주),6110,Dec-13,1163689,0
삼아알미늄(주),6110,Dec-14,193510,0
삼아알미늄(주),6110,Dec-15,-1782437,0
삼아알미늄(주),6110,Dec-16,3590480,0
삼아알미늄(주),6110,Dec-17,3458334,0
삼아알미늄(주),6110,Dec-18,5499669,5529643
삼아알미늄(주),6110,Dec-19,6112666,6440919
삼아제약(주),9300,Dec-10,3606352,0
삼아제약(주),9300,Dec-11,7574481,0
삼아제약(주),9300,Dec-12,9274160,0
삼아제약(주),9300,Dec-13,6054747,0
삼아제약(주),9300,Dec-14,5811746,0
삼아제약(주),9300,Dec-15,6051081,0
삼아제약(주),9300,Dec-16,9576560,0
삼아제약(주),9300,Dec-17,7610609,0
삼아제약(주),9300,Dec-18,9360979,0
삼아제약(주),9300,Dec-19,10398153,10396874
삼양식품(주),3230,Dec-10,14106766,14107497
삼양식품(주),3230,Dec-11,15049732,14929511
삼양식품(주),3230,Dec-12,8095201,7592524
삼양식품(주),3230,Dec-13,11776169,10188626
삼양식품(주),3230,Dec-14,9557489,9714644
삼양식품(주),3230,Dec-15,6926411,7148814
삼양식품(주),3230,Dec-16,22425225,25273525
삼양식품(주),3230,Dec-17,40695740,43320371
삼양식품(주),3230,Dec-18,51181086,55177099
삼양식품(주),3230,Dec-19,66044006,78285193
삼양통상(주),2170,Dec-10,5851578,8625314
삼양통상(주),2170,Dec-11,10317458,12479562
삼양통상(주),2170,Dec-12,3750770,5356237
삼양통상(주),2170,Dec-13,208634,1804828
삼양통상(주),2170,Dec-14,8595277,9557548
삼양통상(주),2170,Dec-15,11812416,12034792
삼양통상(주),2170,Dec-16,31039413,31108756
삼양통상(주),2170,Dec-17,29435369,30175405
삼양통상(주),2170,Dec-18,30827913,32126294
삼양통상(주),2170,Dec-19,47953610,49436640
삼영무역(주),2810,Dec-10,11843099,12573076
삼영무역(주),2810,Dec-11,8486040,8706417
삼영무역(주),2810,Dec-12,5387533,5196215
삼영무역(주),2810,Dec-13,3929542,4254818
삼영무역(주),2810,Dec-14,4619648,4978913
삼영무역(주),2810,Dec-15,2525253,2939203
삼영무역(주),2810,Dec-16,4737517,5209485
삼영무역(주),2810,Dec-17,8092723,9914911
삼영무역(주),2810,Dec-18,5503893,6805833
삼영무역(주),2810,Dec-19,7311168,9196086
삼영엠텍(주),54540,Dec-10,8799286,9540353
삼영엠텍(주),54540,Dec-11,11175739,11384158
삼영엠텍(주),54540,Dec-12,10819878,7066341
삼영엠텍(주),54540,Dec-13,5997875,6009051
삼영엠텍(주),54540,Dec-14,235551,2876367
삼영엠텍(주),54540,Dec-15,6056053,5078328
삼영엠텍(주),54540,Dec-16,3588499,3243889
삼영엠텍(주),54540,Dec-17,1476085,491482
삼영엠텍(주),54540,Dec-18,1409146,847281
삼영엠텍(주),54540,Dec-19,2436679,3137053
삼영이엔씨(주),65570,Dec-10,9572900,0
삼영이엔씨(주),65570,Dec-11,9707070,0
삼영이엔씨(주),65570,Dec-12,9890523,0
삼영이엔씨(주),65570,Dec-13,9123324,0
삼영이엔씨(주),65570,Dec-14,7914291,0
삼영이엔씨(주),65570,Dec-15,4928950,0
삼영이엔씨(주),65570,Dec-16,7992492,0
삼영이엔씨(주),65570,Dec-17,5580719,5210170
삼영이엔씨(주),65570,Dec-18,1892664,921425
삼영이엔씨(주),65570,Dec-19,-2462280,0
삼영전자공업(주),5680,Dec-10,20420306,22773178
삼영전자공업(주),5680,Dec-11,21717838,22615899
삼영전자공업(주),5680,Dec-12,10420964,11520516
삼영전자공업(주),5680,Dec-13,8405802,10848195
삼영전자공업(주),5680,Dec-14,10330255,14246376
삼영전자공업(주),5680,Dec-15,7189569,11675246
삼영전자공업(주),5680,Dec-16,7245798,9650049
삼영전자공업(주),5680,Dec-17,7531409,8928341
삼영전자공업(주),5680,Dec-18,8881653,13097453
삼영전자공업(주),5680,Dec-19,899168,4637106
삼영화학공업(주),3720,Dec-10,20183586,14318678
삼영화학공업(주),3720,Dec-11,30730302,27236156
삼영화학공업(주),3720,Dec-12,9957789,6853018
삼영화학공업(주),3720,Dec-13,-1217141,-7592898
삼영화학공업(주),3720,Dec-14,-6816937,-10930231
삼영화학공업(주),3720,Dec-15,-4664207,-12464209
삼영화학공업(주),3720,Dec-16,106035,-6351617
삼영화학공업(주),3720,Dec-17,-6346728,-13789221
삼영화학공업(주),3720,Dec-18,-5339996,-6274632
삼영화학공업(주),3720,Dec-19,-1192069,-905743
삼익티에이치케이(주),4380,Dec-10,34550640,0
삼익티에이치케이(주),4380,Dec-11,34526698,0
삼익티에이치케이(주),4380,Dec-12,4629256,0
삼익티에이치케이(주),4380,Dec-13,18407699,0
삼익티에이치케이(주),4380,Dec-14,16929271,0
삼익티에이치케이(주),4380,Dec-15,24560695,0
삼익티에이치케이(주),4380,Dec-16,21665727,0
삼익티에이치케이(주),4380,Dec-17,34942431,0
삼익티에이치케이(주),4380,Dec-18,25502392,0
삼익티에이치케이(주),4380,Dec-19,7452808,0
삼일제약(주),520,Dec-10,899086,4077716
삼일제약(주),520,Dec-11,-7590720,-6959681
삼일제약(주),520,Dec-12,50042,-1575227
삼일제약(주),520,Dec-13,-72266,-1978665
삼일제약(주),520,Dec-14,-8406902,-8615576
삼일제약(주),520,Dec-15,1807932,1602389
삼일제약(주),520,Dec-16,3779500,3853290
삼일제약(주),520,Dec-17,1306087,1307015
삼일제약(주),520,Dec-18,-5712410,-5731791
삼일제약(주),520,Dec-19,4896032,4822840
삼정펄프(주),9770,Dec-10,11610085,0
삼정펄프(주),9770,Dec-11,15892698,0
삼정펄프(주),9770,Dec-12,17070818,0
삼정펄프(주),9770,Dec-13,13300523,0
삼정펄프(주),9770,Dec-14,6900238,0
삼정펄프(주),9770,Dec-15,7580186,0
삼정펄프(주),9770,Dec-16,11868525,11868525
삼정펄프(주),9770,Dec-17,7650969,7650969
삼정펄프(주),9770,Dec-18,-4291895,-4291895
삼정펄프(주),9770,Dec-19,6702263,0
삼지전자(주),37460,Dec-10,1554926,0
삼지전자(주),37460,Dec-11,1405768,0
삼지전자(주),37460,Dec-12,2434573,0
삼지전자(주),37460,Dec-13,3974756,0
삼지전자(주),37460,Dec-14,-3856288,0
삼지전자(주),37460,Dec-15,-1712794,25307231
삼지전자(주),37460,Dec-16,2819118,30336471
삼지전자(주),37460,Dec-17,831548,52385618
삼지전자(주),37460,Dec-18,-4921562,32460808
삼지전자(주),37460,Dec-19,-5309813,36197019
삼진제약(주),5500,Dec-10,20830259,0
삼진제약(주),5500,Dec-11,23906673,0
삼진제약(주),5500,Dec-12,17317642,0
삼진제약(주),5500,Dec-13,30093900,0
삼진제약(주),5500,Dec-14,31576843,0
삼진제약(주),5500,Dec-15,35965601,0
삼진제약(주),5500,Dec-16,42058097,0
삼진제약(주),5500,Dec-17,46946540,0
삼진제약(주),5500,Dec-18,59541706,0
삼진제약(주),5500,Dec-19,44896604,0
삼천당제약(주),250,Dec-10,9103442,0
삼천당제약(주),250,Dec-11,6759967,0
삼천당제약(주),250,Dec-12,5959443,5959443
삼천당제약(주),250,Dec-13,9102842,15877144
삼천당제약(주),250,Dec-14,10268094,18943152
삼천당제약(주),250,Dec-15,10667989,20762790
삼천당제약(주),250,Dec-16,13225922,24358076
삼천당제약(주),250,Dec-17,13666201,26511832
삼천당제약(주),250,Dec-18,5061345,15500129
삼천당제약(주),250,Dec-19,9581601,25210117
삼천리자전거(주),24950,Dec-10,3523938,0
삼천리자전거(주),24950,Dec-11,1965334,0
삼천리자전거(주),24950,Dec-12,8027600,0
삼천리자전거(주),24950,Dec-13,8564564,0
삼천리자전거(주),24950,Dec-14,13979336,0
삼천리자전거(주),24950,Dec-15,14965052,0
삼천리자전거(주),24950,Dec-16,7367304,5792236
삼천리자전거(주),24950,Dec-17,1785059,253901
삼천리자전거(주),24950,Dec-18,-13284971,-16980300
삼천리자전거(주),24950,Dec-19,-6315948,-8241460
삼현철강(주),17480,Dec-10,12750613,0
삼현철강(주),17480,Dec-11,21070604,0
삼현철강(주),17480,Dec-12,10637141,0
삼현철강(주),17480,Dec-13,9537089,0
삼현철강(주),17480,Dec-14,9162997,0
삼현철강(주),17480,Dec-15,7289661,0
삼현철강(주),17480,Dec-16,7838463,0
삼현철강(주),17480,Dec-17,9119835,0
삼현철강(주),17480,Dec-18,9028915,0
삼현철강(주),17480,Dec-19,7948388,0
삼호개발(주),10960,Dec-10,15355562,14121086
삼호개발(주),10960,Dec-11,3665760,3267027
삼호개발(주),10960,Dec-12,11173021,10426561
삼호개발(주),10960,Dec-13,6760582,6255194
삼호개발(주),10960,Dec-14,6174781,5563292
삼호개발(주),10960,Dec-15,12399474,12292643
삼호개발(주),10960,Dec-16,21696789,22177555
삼호개발(주),10960,Dec-17,25084493,24197044
삼호개발(주),10960,Dec-18,23875059,24409368
삼호개발(주),10960,Dec-19,22272954,23565982
삼화왕관(주),4450,Dec-10,10133026,0
삼화왕관(주),4450,Dec-11,10356676,0
삼화왕관(주),4450,Dec-12,9594169,0
삼화왕관(주),4450,Dec-13,9991081,0
삼화왕관(주),4450,Dec-14,9654761,0
삼화왕관(주),4450,Dec-15,12476831,0
삼화왕관(주),4450,Dec-16,13517611,0
삼화왕관(주),4450,Dec-17,10993066,0
삼화왕관(주),4450,Dec-18,10837941,0
삼화왕관(주),4450,Dec-19,10386446,9097331
삼화전기(주),9470,Dec-10,1830447,1546143
삼화전기(주),9470,Dec-11,276005,-1885985
삼화전기(주),9470,Dec-12,3594138,2081387
삼화전기(주),9470,Dec-13,2136420,2770955
삼화전기(주),9470,Dec-14,1637263,1979151
삼화전기(주),9470,Dec-15,-1401731,-3284956
삼화전기(주),9470,Dec-16,417081,3751063
삼화전기(주),9470,Dec-17,4494785,8578044
삼화전기(주),9470,Dec-18,4176072,7031160
삼화전기(주),9470,Dec-19,4165260,5108628
삼화전자공업(주),11230,Dec-10,10366559,3991244
삼화전자공업(주),11230,Dec-11,1279225,-5668818
삼화전자공업(주),11230,Dec-12,-2354999,-5556736
삼화전자공업(주),11230,Dec-13,572093,-596145
삼화전자공업(주),11230,Dec-14,-955722,-2226095
삼화전자공업(주),11230,Dec-15,-4463121,-7425990
삼화전자공업(주),11230,Dec-16,752324,-57440
삼화전자공업(주),11230,Dec-17,-58988,-1267471
삼화전자공업(주),11230,Dec-18,-1442937,-3185229
삼화전자공업(주),11230,Dec-19,5770,-220906
삼화콘덴서공업(주),1820,Dec-10,11084299,16223885
삼화콘덴서공업(주),1820,Dec-11,2766559,6757685
삼화콘덴서공업(주),1820,Dec-12,2448919,6038088
삼화콘덴서공업(주),1820,Dec-13,1404751,4226728
삼화콘덴서공업(주),1820,Dec-14,-7199811,-3841783
삼화콘덴서공업(주),1820,Dec-15,1782536,5404249
삼화콘덴서공업(주),1820,Dec-16,5408650,9472573
삼화콘덴서공업(주),1820,Dec-17,17849298,22049381
삼화콘덴서공업(주),1820,Dec-18,77807732,81349274
삼화콘덴서공업(주),1820,Dec-19,32158957,37278334
삼화페인트공업(주),390,Dec-10,12663787,15448163
삼화페인트공업(주),390,Dec-11,19143044,21356479
삼화페인트공업(주),390,Dec-12,19752997,22576209
삼화페인트공업(주),390,Dec-13,24930747,43477005
삼화페인트공업(주),390,Dec-14,20828430,45826523
삼화페인트공업(주),390,Dec-15,15930120,31691166
삼화페인트공업(주),390,Dec-16,16523811,18875179
삼화페인트공업(주),390,Dec-17,12193099,8769702
삼화페인트공업(주),390,Dec-18,7284484,7883937
삼화페인트공업(주),390,Dec-19,7789321,11248670
상신브레이크(주),41650,Dec-10,13523862,18593890
상신브레이크(주),41650,Dec-11,10596362,13063655
상신브레이크(주),41650,Dec-12,13707209,18809103
상신브레이크(주),41650,Dec-13,17574523,26077596
상신브레이크(주),41650,Dec-14,20251211,26634476
상신브레이크(주),41650,Dec-15,26868289,35961052
상신브레이크(주),41650,Dec-16,26443386,30897815
상신브레이크(주),41650,Dec-17,28315698,35935619
상신브레이크(주),41650,Dec-18,17004707,20713733
상신브레이크(주),41650,Dec-19,21151188,15695396
상신이디피(주),91580,Dec-10,3975834,5109856
상신이디피(주),91580,Dec-11,7476655,9063026
상신이디피(주),91580,Dec-12,4548750,3267504
상신이디피(주),91580,Dec-13,6825251,3729432
상신이디피(주),91580,Dec-14,3681872,4185381
상신이디피(주),91580,Dec-15,-1519812,-1078357
상신이디피(주),91580,Dec-16,1580705,-395234
상신이디피(주),91580,Dec-17,4118738,6130265
상신이디피(주),91580,Dec-18,9782760,15714014
상신이디피(주),91580,Dec-19,1034312,8525472
상신전자(주),263810,Dec-17,5219343,6121909
상신전자(주),263810,Dec-18,2729233,2984779
상신전자(주),263810,Dec-19,2718641,2971707
새론오토모티브(주),75180,Dec-10,9757236,14370088
새론오토모티브(주),75180,Dec-11,10765483,18255048
새론오토모티브(주),75180,Dec-12,9481346,18761573
새론오토모티브(주),75180,Dec-13,15537860,31241938
새론오토모티브(주),75180,Dec-14,18481245,32446345
새론오토모티브(주),75180,Dec-15,19652308,29746647
새론오토모티브(주),75180,Dec-16,15894235,28041075
새론오토모티브(주),75180,Dec-17,7127347,16693645
새론오토모티브(주),75180,Dec-18,8664875,9543624
새론오토모티브(주),75180,Dec-19,8018545,-3822326
샘표(주),7540,Dec-10,1193862,-583554
샘표(주),7540,Dec-11,5929785,4109481
샘표(주),7540,Dec-12,12385111,11321354
샘표(주),7540,Dec-13,9294166,8112076
샘표(주),7540,Dec-14,10313459,9168309
샘표(주),7540,Dec-15,12685522,12331279
샘표(주),7540,Dec-16,1412755,1403224
샘표(주),7540,Dec-17,4557270,17981741
샘표(주),7540,Dec-18,8082831,19666147
샘표(주),7540,Dec-19,13677723,29530643
샘표식품(주),248170,Dec-16,6014839,6043793
샘표식품(주),248170,Dec-17,19483555,20258290
샘표식품(주),248170,Dec-18,21172940,21463790
샘표식품(주),248170,Dec-19,27955133,31005276
서암기계공업(주),100660,Dec-11,8133352,0
서암기계공업(주),100660,Dec-12,6368717,0
서암기계공업(주),100660,Dec-13,2081082,0
서암기계공업(주),100660,Dec-14,979989,0
서암기계공업(주),100660,Dec-15,673016,0
서암기계공업(주),100660,Dec-16,38364,0
서암기계공업(주),100660,Dec-17,2315027,0
서암기계공업(주),100660,Dec-18,3071249,0
서암기계공업(주),100660,Dec-19,1505005,0
서울도시가스(주),17390,Dec-10,20099952,11602357
서울도시가스(주),17390,Dec-11,12189891,14177060
서울도시가스(주),17390,Dec-12,15791530,15075326
서울도시가스(주),17390,Dec-13,11080638,14829514
서울도시가스(주),17390,Dec-14,3631631,7427865
서울도시가스(주),17390,Dec-15,-1117212,-2477122
서울도시가스(주),17390,Dec-16,-5930164,-6700809
서울도시가스(주),17390,Dec-17,11317095,10133358
서울도시가스(주),17390,Dec-18,2961784,4342030
서울도시가스(주),17390,Dec-19,9810277,10457973
서울반도체(주),46890,Dec-10,117372344,114960626
서울반도체(주),46890,Dec-11,30462181,30426276
서울반도체(주),46890,Dec-12,16548886,17915887
서울반도체(주),46890,Dec-13,62697497,96465922
서울반도체(주),46890,Dec-14,-2555849,2554952
서울반도체(주),46890,Dec-15,24761129,45583440
서울반도체(주),46890,Dec-16,33451128,57535254
서울반도체(주),46890,Dec-17,61680348,98254143
서울반도체(주),46890,Dec-18,70788860,94887634
서울반도체(주),46890,Dec-19,43807572,49538700
서울식품공업(주),4410,Dec-10,9816883,9816883
서울식품공업(주),4410,Dec-11,-382286,-561154
서울식품공업(주),4410,Dec-12,2171582,1667350
서울식품공업(주),4410,Dec-13,1895525,1559808
서울식품공업(주),4410,Dec-14,1604907,1184368
서울식품공업(주),4410,Dec-15,2019622,1734380
서울식품공업(주),4410,Dec-16,651359,0
서울식품공업(주),4410,Dec-17,904568,0
서울식품공업(주),4410,Dec-18,1072627,0
서울식품공업(주),4410,Dec-19,358750,0
서울전자통신(주),27040,Dec-10,15679220,-2779214
서울전자통신(주),27040,Dec-11,322060,-3566708
서울전자통신(주),27040,Dec-12,-4288539,-2043245
서울전자통신(주),27040,Dec-13,-1919005,3081612
서울전자통신(주),27040,Dec-14,433373,-3014982
서울전자통신(주),27040,Dec-15,423891,-1085956
서울전자통신(주),27040,Dec-16,2750026,2723869
서울전자통신(주),27040,Dec-17,461635,763813
서울전자통신(주),27040,Dec-18,-1623922,-1690911
서울전자통신(주),27040,Dec-19,-2795753,-1832488
서호전기(주),65710,Dec-10,-682705,-536735
서호전기(주),65710,Dec-11,-832232,-588133
서호전기(주),65710,Dec-12,309518,425318
서호전기(주),65710,Dec-13,1152062,1207580
서호전기(주),65710,Dec-14,2638084,2420042
서호전기(주),65710,Dec-15,3552430,3348000
서호전기(주),65710,Dec-16,8098861,7865944
서호전기(주),65710,Dec-17,12829879,12988135
서호전기(주),65710,Dec-18,5907530,6540195
서호전기(주),65710,Dec-19,11994987,12245033
선도전기(주),7610,Dec-10,-960263,58566
선도전기(주),7610,Dec-11,619723,2059094
선도전기(주),7610,Dec-12,-830038,1027154
선도전기(주),7610,Dec-13,1220239,1996228
선도전기(주),7610,Dec-14,484187,1776113
선도전기(주),7610,Dec-15,2352704,5652882
선도전기(주),7610,Dec-16,2032287,2261164
선도전기(주),7610,Dec-17,1153990,1474957
선도전기(주),7610,Dec-18,2290890,1130644
선도전기(주),7610,Dec-19,-311664,-1673027
성문전자(주),14910,Dec-10,4781415,6039271
성문전자(주),14910,Dec-11,5766327,6094463
성문전자(주),14910,Dec-12,-370750,-1806924
성문전자(주),14910,Dec-13,-1490130,-3513855
성문전자(주),14910,Dec-14,-1267436,-2066758
성문전자(주),14910,Dec-15,-953683,-1346656
성문전자(주),14910,Dec-16,-358548,-706726
성문전자(주),14910,Dec-17,-732664,-458041
성문전자(주),14910,Dec-18,439323,838210
성문전자(주),14910,Dec-19,-2127404,-1554760
성보화학(주),3080,Dec-10,381520,0
성보화학(주),3080,Dec-11,1598438,0
성보화학(주),3080,Dec-12,2784531,0
성보화학(주),3080,Dec-13,3787864,0
성보화학(주),3080,Dec-14,5305214,0
성보화학(주),3080,Dec-15,5451917,0
성보화학(주),3080,Dec-16,1279883,0
성보화학(주),3080,Dec-17,-2754196,0
성보화학(주),3080,Dec-18,293193,0
성보화학(주),3080,Dec-19,-4353009,0
성신양회(주),4980,Dec-10,-54824909,-55205812
성신양회(주),4980,Dec-11,7543078,7383346
성신양회(주),4980,Dec-12,14873213,16001473
성신양회(주),4980,Dec-13,45071113,44694665
성신양회(주),4980,Dec-14,44882199,44426417
성신양회(주),4980,Dec-15,33811906,35255168
성신양회(주),4980,Dec-16,35302873,36833678
성신양회(주),4980,Dec-17,32009183,32821023
성신양회(주),4980,Dec-18,29661579,29790317
성신양회(주),4980,Dec-19,24009950,20762748
성우전자(주),81580,Dec-10,1309445,1797877
성우전자(주),81580,Dec-11,2596527,5794064
성우전자(주),81580,Dec-12,1239882,3618673
성우전자(주),81580,Dec-13,6457718,10006599
성우전자(주),81580,Dec-14,7058061,10301977
성우전자(주),81580,Dec-15,3031468,8461902
성우전자(주),81580,Dec-16,826877,8306430
성우전자(주),81580,Dec-17,-1316604,8591817
성우전자(주),81580,Dec-18,-4515759,6733529
성우전자(주),81580,Dec-19,-4365823,-5072901
성우테크론(주),45300,Dec-10,995645,1399470
성우테크론(주),45300,Dec-11,3088806,5336572
성우테크론(주),45300,Dec-12,-418044,-232272
성우테크론(주),45300,Dec-13,367326,605459
성우테크론(주),45300,Dec-14,532687,620015
성우테크론(주),45300,Dec-15,1053281,1332658
성우테크론(주),45300,Dec-16,2719838,2727195
성우테크론(주),45300,Dec-17,4883658,5370659
성우테크론(주),45300,Dec-18,6602812,7192122
성우테크론(주),45300,Dec-19,1838443,2201952
성창기업지주(주),180,Dec-10,4494678,8920130
성창기업지주(주),180,Dec-11,8081809,21832746
성창기업지주(주),180,Dec-12,3090884,285745
성창기업지주(주),180,Dec-13,1322807,-2122107
성창기업지주(주),180,Dec-14,1458580,-89432
성창기업지주(주),180,Dec-15,1085552,3064655
성창기업지주(주),180,Dec-16,677980,976418
성창기업지주(주),180,Dec-17,631727,-236517
성창기업지주(주),180,Dec-18,540736,-8587805
성창기업지주(주),180,Dec-19,210799,-2951400
성호전자(주),43260,Dec-10,9033396,8926079
성호전자(주),43260,Dec-11,4054584,1995067
성호전자(주),43260,Dec-12,-330750,-3497129
성호전자(주),43260,Dec-13,-2424679,-2655636
성호전자(주),43260,Dec-14,-1190261,-892036
성호전자(주),43260,Dec-15,3763180,154262
성호전자(주),43260,Dec-16,3125098,1896322
성호전자(주),43260,Dec-17,2092268,874231
성호전자(주),43260,Dec-18,2421319,148662
성호전자(주),43260,Dec-19,-2124723,-3074189
세기상사(주),2420,Dec-10,-940550,-940550
세기상사(주),2420,Dec-11,-381504,-381504
세기상사(주),2420,Dec-12,-316954,-316954
세기상사(주),2420,Dec-13,-1084411,-1084411
세기상사(주),2420,Dec-14,-989780,-989780
세기상사(주),2420,Dec-15,-891102,-891102
세기상사(주),2420,Dec-16,-730717,-730717
세기상사(주),2420,Dec-17,-370416,0
세기상사(주),2420,Dec-18,-386636,0
세기상사(주),2420,Dec-19,-456521,0
세명전기공업(주),17510,Dec-10,2749064,0
세명전기공업(주),17510,Dec-11,2404366,0
세명전기공업(주),17510,Dec-12,2057850,0
세명전기공업(주),17510,Dec-13,5629548,0
세명전기공업(주),17510,Dec-14,4040746,0
세명전기공업(주),17510,Dec-15,5229422,0
세명전기공업(주),17510,Dec-16,3390866,0
세명전기공업(주),17510,Dec-17,3957941,0
세명전기공업(주),17510,Dec-18,3282895,0
세명전기공업(주),17510,Dec-19,1670564,0
세방(주),4360,Dec-10,31875203,43384390
세방(주),4360,Dec-11,33437406,44979796
세방(주),4360,Dec-12,34145551,34439214
세방(주),4360,Dec-13,20255128,13898111
세방(주),4360,Dec-14,24334558,28598749
세방(주),4360,Dec-15,21452379,25918917
세방(주),4360,Dec-16,14837265,19678266
세방(주),4360,Dec-17,8419415,11484771
세방(주),4360,Dec-18,9018643,11420261
세방(주),4360,Dec-19,13583455,16142572
세방전지(주),4490,Dec-10,108820180,0
세방전지(주),4490,Dec-11,130681923,0
세방전지(주),4490,Dec-12,123145548,0
세방전지(주),4490,Dec-13,85208589,0
세방전지(주),4490,Dec-14,81017044,0
세방전지(주),4490,Dec-15,96389859,95325606
세방전지(주),4490,Dec-16,76034220,74349973
세방전지(주),4490,Dec-17,69021896,69834676
세방전지(주),4490,Dec-18,110152512,111281588
세방전지(주),4490,Dec-19,106461029,105678424
세원이앤씨(주),91090,Dec-10,6026786,4528099
세원이앤씨(주),91090,Dec-11,-17793386,-19348699
세원이앤씨(주),91090,Dec-12,10877019,9310208
세원이앤씨(주),91090,Dec-13,-11258483,-12545615
세원이앤씨(주),91090,Dec-14,-12076224,-13460971
세원이앤씨(주),91090,Dec-15,1980133,895746
세원이앤씨(주),91090,Dec-16,468953,-104690
세원이앤씨(주),91090,Dec-17,4217857,3781139
세원이앤씨(주),91090,Dec-18,-9711835,-9723708
세원이앤씨(주),91090,Dec-19,1625634,1587907
세종공업(주),33530,Dec-10,42972437,63689601
세종공업(주),33530,Dec-11,30906849,55572393
세종공업(주),33530,Dec-12,674531,52282181
세종공업(주),33530,Dec-13,4905182,57470857
세종공업(주),33530,Dec-14,-644975,42128284
세종공업(주),33530,Dec-15,2574550,21594131
세종공업(주),33530,Dec-16,-2661656,23368852
세종공업(주),33530,Dec-17,-18741771,-6678925
세종공업(주),33530,Dec-18,-9983534,208219
세종공업(주),33530,Dec-19,-9661685,13168374
세종텔레콤(주),36630,Dec-10,-938571,-1106384
세종텔레콤(주),36630,Dec-11,-6578609,-6591564
세종텔레콤(주),36630,Dec-12,-2883639,-2889691
세종텔레콤(주),36630,Dec-13,-8606674,-8620627
세종텔레콤(주),36630,Dec-14,1300053,1265077
세종텔레콤(주),36630,Dec-15,524828,523016
세종텔레콤(주),36630,Dec-16,777326,770392
세종텔레콤(주),36630,Dec-17,2331862,2330045
세종텔레콤(주),36630,Dec-18,-1944925,-98369
세종텔레콤(주),36630,Dec-19,-8929859,-9756384
세하(주),27970,Dec-10,-21120982,0
세하(주),27970,Dec-11,-1578476,0
세하(주),27970,Dec-12,-8662491,0
세하(주),27970,Dec-13,-5792486,0
세하(주),27970,Dec-14,-3157609,0
세하(주),27970,Dec-15,-8468243,0
세하(주),27970,Dec-16,10867512,0
세하(주),27970,Dec-17,721824,0
세하(주),27970,Dec-18,10036110,0
세하(주),27970,Dec-19,14104417,0
소니드(주),60230,Dec-10,-14769024,-14822500
소니드(주),60230,Dec-11,-7800813,-8395309
소니드(주),60230,Dec-12,2871217,2330496
소니드(주),60230,Dec-13,4047531,3498079
소니드(주),60230,Dec-14,-584954,-1512434
소니드(주),60230,Dec-15,-1546815,-1121458
소니드(주),60230,Dec-16,152239,177551
소니드(주),60230,Dec-17,-1756890,-1940434
소니드(주),60230,Dec-18,-1449894,-992193
소니드(주),60230,Dec-19,1392184,2532979
소프트캠프(주),258790,Dec-17,0,0
소프트캠프(주),258790,Dec-18,0,0
소프트캠프(주),258790,Dec-19,3590585,4093024
솔루스첨단소재(주),336370,Dec-19,20917669,10179273
솔브레인홀딩스(주),36830,Dec-10,49969734,44726113
솔브레인홀딩스(주),36830,Dec-11,62485855,56208976
솔브레인홀딩스(주),36830,Dec-12,100467573,107013864
솔브레인홀딩스(주),36830,Dec-13,84383836,88468814
솔브레인홀딩스(주),36830,Dec-14,59719351,48028483
솔브레인홀딩스(주),36830,Dec-15,92192539,101050877
솔브레인홀딩스(주),36830,Dec-16,96435159,105139005
솔브레인홀딩스(주),36830,Dec-17,103320192,105694335
솔브레인홀딩스(주),36830,Dec-18,142428489,164072471
솔브레인홀딩스(주),36830,Dec-19,162193702,174184666
송원산업(주),4430,Dec-10,32180000,31724000
송원산업(주),4430,Dec-11,33240000,22772000
송원산업(주),4430,Dec-12,58759000,57652000
