회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자산(*)(IFRS연결)(천원)
(주)푸른기술,094940,2016/12,28976419,
(주)푸른기술,094940,2017/12,31675793,
(주)푸른기술,094940,2018/12,33857438,34014268
(주)푸른기술,094940,2019/12,35615380,35570056
(주)풀무원,017810,2011/12,292894212,926334534
(주)풀무원,017810,2012/12,323214161,1025509528
(주)풀무원,017810,2013/12,326401995,981371866
(주)풀무원,017810,2014/12,389415377,1053567589
(주)풀무원,017810,2015/12,395928516,975950981
(주)풀무원,017810,2016/12,405670621,1061384109
(주)풀무원,017810,2017/12,406314561,1103028815
(주)풀무원,017810,2018/12,478977563,1214578440
(주)풀무원,017810,2019/12,505460083,1484556454
(주)풍강,093380,2011/08,63658401,
(주)풍강,093380,2012/08,70973378,
(주)풍강,093380,2013/08,78489838,
(주)풍강,093380,2014/08,84991521,85064194
(주)풍강,093380,2015/08,86721077,86907260
(주)풍강,093380,2016/08,91696685,91291862
(주)풍강,093380,2017/08,93203462,92357232
(주)풍강,093380,2018/08,94716142,92732482
(주)풍강,093380,2019/08,88126091,88353179
(주)풍산,103140,2011/12,2173898894,2626526476
(주)풍산,103140,2012/12,2248068326,2633201040
(주)풍산,103140,2013/12,2321809561,2684089621
(주)풍산,103140,2014/12,2506601844,2859105521
(주)풍산,103140,2015/12,2331791252,2607569919
(주)풍산,103140,2016/12,2343380581,2714949032
(주)풍산,103140,2017/12,2449952674,2729495592
(주)풍산,103140,2018/12,2393669212,2668117561
(주)풍산,103140,2019/12,2277278442,2562507866
(주)풍산홀딩스,005810,2011/12,438524487,581445901
(주)풍산홀딩스,005810,2012/12,441931768,600806037
(주)풍산홀딩스,005810,2013/12,450631581,631124272
(주)풍산홀딩스,005810,2014/12,477240815,677038412
(주)풍산홀딩스,005810,2015/12,475895561,698530608
(주)풍산홀딩스,005810,2016/12,482699333,762651033
(주)풍산홀딩스,005810,2017/12,492156148,818457486
(주)풍산홀딩스,005810,2018/12,494813599,879345785
(주)풍산홀딩스,005810,2019/12,484658630,938630239
(주)퓨쳐켐,220100,2016/12,33108336,
(주)퓨쳐켐,220100,2017/12,28545835,36000073
(주)퓨쳐켐,220100,2018/12,49579249,64046973
(주)퓨쳐켐,220100,2019/12,47545679,63214939
(주)프럼파스트,035200,2011/12,28453821,31976929
(주)프럼파스트,035200,2012/12,29480116,32860463
(주)프럼파스트,035200,2013/12,33097761,37205677
(주)프럼파스트,035200,2014/12,34037882,38189541
(주)프럼파스트,035200,2015/12,33451397,36394324
(주)프럼파스트,035200,2016/12,36172773,39164456
(주)프럼파스트,035200,2017/12,38719035,40908988
(주)프럼파스트,035200,2018/12,38507197,40099231
(주)프럼파스트,035200,2019/12,37346148,38189682
(주)프로스테믹스,203690,2014/12,,
(주)프로스테믹스,203690,2015/12,42969294,43284181
(주)프로스테믹스,203690,2016/12,47016699,47060563
(주)프로스테믹스,203690,2017/12,40937086,40583608
(주)프로스테믹스,203690,2018/12,33152555,33312847
(주)프로스테믹스,203690,2019/12,31980761,31839070
(주)프로이천,321260,2019/12,,
(주)프로텍,053610,2011/12,79805180,
(주)프로텍,053610,2012/12,89828166,90058880
(주)프로텍,053610,2013/12,106294336,106457635
(주)프로텍,053610,2014/12,124198006,123861993
(주)프로텍,053610,2015/12,135111764,136149270
(주)프로텍,053610,2016/12,146808705,149101243
(주)프로텍,053610,2017/12,174203737,175974866
(주)프로텍,053610,2018/12,195593503,198746311
(주)프로텍,053610,2019/12,226831198,232522656
(주)프리엠스,053160,2011/12,33382601,33397428
(주)프리엠스,053160,2012/12,35829570,35648675
(주)프리엠스,053160,2013/12,36949535,36565088
(주)프리엠스,053160,2014/12,38021103,37766415
(주)프리엠스,053160,2015/12,38307723,38212238
(주)프리엠스,053160,2016/12,46929764,47006216
(주)프리엠스,053160,2017/12,47370268,47528828
(주)프리엠스,053160,2018/12,48373399,48551472
(주)프리엠스,053160,2019/12,48143783,48323778
(주)플래스크,041590,2011/12,32439416,
(주)플래스크,041590,2012/12,36448968,
(주)플래스크,041590,2013/12,58381065,
(주)플래스크,041590,2014/12,54847773,
(주)플래스크,041590,2015/12,106487449,120261865
(주)플래스크,041590,2016/12,109758155,121047319
(주)플래스크,041590,2017/12,151162184,151366919
(주)플래스크,041590,2018/12,155003982,164775831
(주)플래스크,041590,2019/12,145833910,146731294
(주)플랜티넷,075130,2011/12,60038385,63473052
(주)플랜티넷,075130,2012/12,70352248,78252001
(주)플랜티넷,075130,2013/12,74917318,82006255
(주)플랜티넷,075130,2014/12,70081947,79186657
(주)플랜티넷,075130,2015/12,68819685,83719640
(주)플랜티넷,075130,2016/12,70240854,82951197
(주)플랜티넷,075130,2017/12,69229743,81969474
(주)플랜티넷,075130,2018/12,67604101,81244540
(주)플랜티넷,075130,2019/12,65346638,83298766
(주)플레이그램,009810,2011/12,57918049,59910743
(주)플레이그램,009810,2012/12,37873004,36126088
(주)플레이그램,009810,2013/12,33157450,32275201
(주)플레이그램,009810,2014/12,31906726,31292686
(주)플레이그램,009810,2015/12,49149801,45800754
(주)플레이그램,009810,2016/12,77968815,73974366
(주)플레이그램,009810,2017/12,67472534,63330460
(주)플레이그램,009810,2018/12,49399905,45213641
(주)플레이그램,009810,2019/12,47417237,42708083
(주)플레이위드,023770,2011/12,79784006,81429723
(주)플레이위드,023770,2012/12,83882110,89225881
(주)플레이위드,023770,2013/12,78759567,80161179
(주)플레이위드,023770,2014/12,74933492,
(주)플레이위드,023770,2015/12,78689470,
(주)플레이위드,023770,2016/12,86543268,
(주)플레이위드,023770,2017/12,87974851,
(주)플레이위드,023770,2018/12,79291128,
(주)플레이위드,023770,2019/12,122707636,
(주)플리토,300080,2019/12,26332370,26410723
(주)피델릭스,032580,2011/12,63193064,
(주)피델릭스,032580,2012/12,50867807,50837535
(주)피델릭스,032580,2013/12,59168045,58857911
(주)피델릭스,032580,2014/12,69588625,68750158
(주)피델릭스,032580,2015/12,54614639,
(주)피델릭스,032580,2016/12,47918555,
(주)피델릭스,032580,2017/12,52092082,
(주)피델릭스,032580,2018/12,64508924,
(주)피델릭스,032580,2019/12,68738429,
(주)피씨디렉트,051380,2011/12,34665609,
(주)피씨디렉트,051380,2012/12,30732966,
(주)피씨디렉트,051380,2013/12,38445102,
(주)피씨디렉트,051380,2014/12,47974643,
(주)피씨디렉트,051380,2015/12,48492541,
(주)피씨디렉트,051380,2016/12,49726870,
(주)피씨디렉트,051380,2017/12,53639610,
(주)피씨디렉트,051380,2018/12,56591739,
(주)피씨디렉트,051380,2019/12,67604517,
(주)피에스엠씨,024850,2011/12,69548385,115604522
(주)피에스엠씨,024850,2012/12,62777481,70083412
(주)피에스엠씨,024850,2013/12,59238850,66076321
(주)피에스엠씨,024850,2014/12,53505377,62555260
(주)피에스엠씨,024850,2015/12,38798007,47727878
(주)피에스엠씨,024850,2016/12,31099298,40933195
(주)피에스엠씨,024850,2018/03,28491187,36351520
(주)피에스엠씨,024850,2019/03,26735969,33172600
(주)피에이치씨,057880,2011/12,125435054,120945678
(주)피에이치씨,057880,2012/12,105535751,100376972
(주)피에이치씨,057880,2013/12,96712912,93371160
(주)피에이치씨,057880,2014/12,58356407,53134741
(주)피에이치씨,057880,2015/12,44320292,43873521
(주)피에이치씨,057880,2016/12,44601723,44695041
(주)피에이치씨,057880,2017/12,40079244,42022703
(주)피에이치씨,057880,2018/12,42793282,43454981
(주)피에이치씨,057880,2019/12,69023897,68416700
(주)피엔티,137400,2012/12,78498139,78439110
(주)피엔티,137400,2013/12,73583625,72851670
(주)피엔티,137400,2014/12,89832458,88074885
(주)피엔티,137400,2015/12,103307295,101809216
(주)피엔티,137400,2016/12,145179637,153479831
(주)피엔티,137400,2017/12,219619195,240916843
(주)피엔티,137400,2018/12,260903666,290894933
(주)피엔티,137400,2019/12,461672772,500330962
(주)피엔풍년,024940,2011/12,40528331,
(주)피엔풍년,024940,2012/12,42862006,
(주)피엔풍년,024940,2013/12,45348904,
(주)피엔풍년,024940,2014/12,43681620,
(주)피엔풍년,024940,2015/12,44591276,
(주)피엔풍년,024940,2016/12,51363538,
(주)피엔풍년,024940,2017/12,48628438,
(주)피엔풍년,024940,2018/12,48526282,
(주)피엔풍년,024940,2019/12,52445651,
(주)피제이메탈,128660,2011/12,47418391,
(주)피제이메탈,128660,2012/12,53504228,
(주)피제이메탈,128660,2013/12,53668606,
(주)피제이메탈,128660,2014/12,53396669,
(주)피제이메탈,128660,2015/12,57809245,
(주)피제이메탈,128660,2016/12,74089690,
(주)피제이메탈,128660,2017/12,73904651,
(주)피제이메탈,128660,2018/12,67636494,
(주)피제이메탈,128660,2019/12,64413544,
(주)피제이전자,006140,2011/12,92625882,
(주)피제이전자,006140,2012/12,96153545,
(주)피제이전자,006140,2013/12,100765509,
(주)피제이전자,006140,2014/12,99097129,
(주)피제이전자,006140,2015/12,109413145,
(주)피제이전자,006140,2016/12,114930225,
(주)피제이전자,006140,2017/12,119500976,
(주)피제이전자,006140,2018/12,128371800,
(주)피제이전자,006140,2019/12,138487805,
(주)피피아이,062970,2019/12,38930912,
(주)픽셀플러스,087600,2015/12,125874256,126027042
(주)픽셀플러스,087600,2016/12,109697993,
(주)픽셀플러스,087600,2017/12,99886883,
(주)픽셀플러스,087600,2018/12,89851738,
(주)픽셀플러스,087600,2019/12,83360690,
(주)필옵틱스,161580,2017/12,156547216,156552360
(주)필옵틱스,161580,2018/12,188832679,189034617
(주)필옵틱스,161580,2019/12,191332747,191044738
(주)하나투어,039130,2011/12,247631639,296348920
(주)하나투어,039130,2012/12,300349884,352420561
(주)하나투어,039130,2013/12,330835205,376496384
(주)하나투어,039130,2014/12,364564157,437391987
(주)하나투어,039130,2015/12,399744921,504354080
(주)하나투어,039130,2016/12,417726656,520249642
(주)하나투어,039130,2017/12,459620492,604729719
(주)하나투어,039130,2018/12,472705908,716121751
(주)하나투어,039130,2019/12,459079014,1007555858
(주)하림,136480,2011/12,546548673,
(주)하림,136480,2012/12,540705108,
(주)하림,136480,2013/12,481047091,
(주)하림,136480,2014/12,529686961,538934680
(주)하림,136480,2015/12,573542360,583170132
(주)하림,136480,2016/12,449903782,461068251
(주)하림,136480,2017/12,614671617,622289475
(주)하림,136480,2018/12,820345079,824136723
(주)하림,136480,2019/12,763868963,768027564
(주)하림지주,003380,2017/12,1213879698,7033887851
(주)하림지주,003380,2018/12,1585290058,8113419645
(주)하림지주,003380,2019/12,1614029486,8615722154
(주)하이로닉,149980,2014/12,53398463,
(주)하이로닉,149980,2015/12,46008506,45861702
(주)하이로닉,149980,2016/12,45322926,44722988
(주)하이로닉,149980,2017/12,47304998,50030989
(주)하이로닉,149980,2018/12,42400085,43012662
(주)하이로닉,149980,2019/12,46423860,46866861
(주)하이비젼시스템,126700,2011/12,,
(주)하이비젼시스템,126700,2012/12,73049945,
(주)하이비젼시스템,126700,2013/12,72446154,72308625
(주)하이비젼시스템,126700,2014/12,78903068,78843910
(주)하이비젼시스템,126700,2015/12,87066006,88762621
(주)하이비젼시스템,126700,2016/12,97388125,99277220
(주)하이비젼시스템,126700,2017/12,153333967,156298933
(주)하이비젼시스템,126700,2018/12,157146226,167515611
(주)하이비젼시스템,126700,2019/12,155561357,165852207
(주)하이소닉,106080,2011/12,44342667,41982763
(주)하이소닉,106080,2012/12,46080718,47465224
(주)하이소닉,106080,2013/12,49145113,44737429
(주)하이소닉,106080,2014/12,53674564,48505395
(주)하이소닉,106080,2015/12,49984065,43692572
(주)하이소닉,106080,2016/12,61655858,51067235
(주)하이소닉,106080,2017/12,56475542,40660600
(주)하이소닉,106080,2018/12,33433178,34061708
(주)하이소닉,106080,2019/12,17390395,18798333
(주)하이스틸,071090,2011/12,257771024,
(주)하이스틸,071090,2012/12,251434733,
(주)하이스틸,071090,2013/12,249462910,
(주)하이스틸,071090,2014/12,248620346,
(주)하이스틸,071090,2015/12,227177154,
(주)하이스틸,071090,2016/12,242956625,
(주)하이스틸,071090,2017/12,245120485,245323396
(주)하이스틸,071090,2018/12,233197327,232990175
(주)하이스틸,071090,2019/12,231111842,234322434
(주)하이텍팜,106190,2011/12,82290086,
(주)하이텍팜,106190,2012/12,84843492,
(주)하이텍팜,106190,2013/12,95567999,
(주)하이텍팜,106190,2014/12,106595112,
(주)하이텍팜,106190,2015/12,111429957,
(주)하이텍팜,106190,2016/12,118310404,
(주)하이텍팜,106190,2017/12,119097720,
(주)하이텍팜,106190,2018/12,132997681,
(주)하이텍팜,106190,2019/12,131725161,
(주)하이트론씨스템즈,019490,2011/12,92220941,94288391
(주)하이트론씨스템즈,019490,2012/12,85508860,87699732
(주)하이트론씨스템즈,019490,2013/12,70721488,73124265
(주)하이트론씨스템즈,019490,2014/12,59895390,61769829
(주)하이트론씨스템즈,019490,2015/12,53652522,54818531
(주)하이트론씨스템즈,019490,2016/12,63976654,63889678
(주)하이트론씨스템즈,019490,2017/12,58308305,57881577
(주)하이트론씨스템즈,019490,2018/12,64828343,64127489
(주)하이트론씨스템즈,019490,2019/12,54723476,55580996
(주)하츠,066130,2011/12,80132229,
(주)하츠,066130,2012/12,80799111,
(주)하츠,066130,2013/12,80298300,
(주)하츠,066130,2014/12,82330110,
(주)하츠,066130,2015/12,87297979,
(주)하츠,066130,2016/12,92934940,
(주)하츠,066130,2017/12,96118450,
(주)하츠,066130,2018/12,94467902,
(주)하츠,066130,2019/12,97451634,
(주)한국가구,004590,2011/12,72753846,81281842
(주)한국가구,004590,2012/12,74663771,85842468
(주)한국가구,004590,2013/12,68901223,82758626
(주)한국가구,004590,2014/12,68805818,87151947
(주)한국가구,004590,2015/12,69992185,92487868
(주)한국가구,004590,2016/12,70247796,99734024
(주)한국가구,004590,2017/12,77011392,110825797
(주)한국가구,004590,2018/12,82285517,134508605
(주)한국가구,004590,2019/12,83501485,138462058
(주)한국경제티브이,039340,2011/12,73286398,73249647
(주)한국경제티브이,039340,2012/12,75673156,74097734
(주)한국경제티브이,039340,2013/12,75114074,73176429
(주)한국경제티브이,039340,2014/12,83854350,79512041
(주)한국경제티브이,039340,2015/12,100099006,95778809
(주)한국경제티브이,039340,2016/12,102331263,98592808
(주)한국경제티브이,039340,2017/12,120121926,119234461
(주)한국경제티브이,039340,2018/12,128943689,128495832
(주)한국경제티브이,039340,2019/12,143874446,146441417
(주)한국비엔씨,256840,2016/12,,
(주)한국비엔씨,256840,2017/12,,
(주)한국비엔씨,256840,2018/12,,
(주)한국비엔씨,256840,2019/12,49598924,
(주)한국전자홀딩스,006200,2011/12,189448706,277755785
(주)한국전자홀딩스,006200,2012/12,196298967,243581872
(주)한국전자홀딩스,006200,2013/12,198314503,234855920
(주)한국전자홀딩스,006200,2014/12,181252887,198274046
(주)한국전자홀딩스,006200,2015/12,195956245,217226132
(주)한국전자홀딩스,006200,2016/12,145461011,179367293
(주)한국전자홀딩스,006200,2017/12,133278790,404799624
(주)한국전자홀딩스,006200,2018/12,130355934,390848476
(주)한국전자홀딩스,006200,2019/12,127217207,389933341
(주)한국종합기술,023350,2011/12,186024956,
(주)한국종합기술,023350,2012/12,185606145,
(주)한국종합기술,023350,2013/12,207814312,
(주)한국종합기술,023350,2014/12,225609365,
(주)한국종합기술,023350,2015/12,225647093,
(주)한국종합기술,023350,2016/12,242443837,
(주)한국종합기술,023350,2017/12,230798691,
(주)한국종합기술,023350,2018/12,227908120,
(주)한국종합기술,023350,2019/12,275869879,
(주)한국카본,017960,2011/12,264497254,276531776
(주)한국카본,017960,2012/12,284746971,290528372
(주)한국카본,017960,2013/12,301108580,296878102
(주)한국카본,017960,2014/12,347674306,343287705
(주)한국카본,017960,2015/12,345603707,347432101
(주)한국카본,017960,2016/12,385732794,389485376
(주)한국카본,017960,2017/12,364029443,366441407
(주)한국카본,017960,2018/12,358050024,360113098
(주)한국카본,017960,2019/12,398574764,397589485
(주)한국코퍼레이션,050540,2011/12,74737410,76656185
(주)한국코퍼레이션,050540,2012/12,78268498,
(주)한국코퍼레이션,050540,2013/12,85491521,85416540
(주)한국코퍼레이션,050540,2014/12,82440003,82735242
(주)한국코퍼레이션,050540,2015/12,93870231,88217183
(주)한국코퍼레이션,050540,2016/12,48036969,50725050
(주)한국코퍼레이션,050540,2017/12,79352645,80254716
(주)한국코퍼레이션,050540,2018/12,81232296,82540026
(주)한국코퍼레이션,050540,2019/12,104879246,112899793
(주)한국큐빅,021650,2011/12,45837161,87598766
(주)한국큐빅,021650,2012/12,46473051,91486086
(주)한국큐빅,021650,2013/12,50295121,88249179
(주)한국큐빅,021650,2014/12,51780918,94868187
(주)한국큐빅,021650,2015/12,52398407,96865366
(주)한국큐빅,021650,2016/12,53623749,105356368
(주)한국큐빅,021650,2017/12,75384523,143918792
(주)한국큐빅,021650,2018/12,77694591,140787527
(주)한국큐빅,021650,2019/12,76408108,131106581
(주)한국테크놀로지,053590,2011/12,37447865,37656753
(주)한국테크놀로지,053590,2012/12,47629817,
(주)한국테크놀로지,053590,2013/12,33708292,
(주)한국테크놀로지,053590,2014/12,36809243,
(주)한국테크놀로지,053590,2015/12,37507950,
(주)한국테크놀로지,053590,2016/12,38963960,
(주)한국테크놀로지,053590,2017/12,65226072,
(주)한국테크놀로지,053590,2018/12,34762104,
(주)한국테크놀로지,053590,2019/12,64154797,167180236
(주)한국특강,007280,2011/12,581437823,
(주)한국특강,007280,2012/12,553819260,
(주)한국특강,007280,2013/12,532912158,
(주)한국특강,007280,2014/12,500722556,
(주)한국특강,007280,2015/12,380263447,
(주)한국특강,007280,2016/12,355618047,
(주)한국특강,007280,2017/12,344112520,
(주)한국특강,007280,2018/12,341713076,
(주)한국특강,007280,2019/12,313533369,
(주)한국팩키지,037230,2011/12,56222086,
(주)한국팩키지,037230,2012/12,49578775,
(주)한국팩키지,037230,2013/12,50149163,
(주)한국팩키지,037230,2014/12,47414559,
(주)한국팩키지,037230,2015/12,49821858,
(주)한국팩키지,037230,2016/12,53512294,
(주)한국팩키지,037230,2017/12,53835080,
(주)한국팩키지,037230,2018/12,52896709,
(주)한국팩키지,037230,2019/12,70585402,
(주)한국화장품제조,003350,2011/12,43611977,
(주)한국화장품제조,003350,2012/12,37743205,
(주)한국화장품제조,003350,2013/12,40396297,
(주)한국화장품제조,003350,2014/12,46884011,
(주)한국화장품제조,003350,2015/12,50200633,
(주)한국화장품제조,003350,2016/12,66626328,
(주)한국화장품제조,003350,2017/12,69855872,
(주)한국화장품제조,003350,2018/12,71774144,
(주)한국화장품제조,003350,2019/12,84182717,
(주)한글과컴퓨터,030520,2011/12,126417082,122999854
(주)한글과컴퓨터,030520,2012/12,141261743,138603381
(주)한글과컴퓨터,030520,2013/12,153290539,153001522
(주)한글과컴퓨터,030520,2014/12,176553709,173103155
(주)한글과컴퓨터,030520,2015/12,190491572,214140498
(주)한글과컴퓨터,030520,2016/12,204127391,228641799
(주)한글과컴퓨터,030520,2017/12,281884103,531777968
(주)한글과컴퓨터,030520,2018/12,284911574,646813823
(주)한글과컴퓨터,030520,2019/12,288440116,651671869
(주)한네트,052600,2011/12,49828808,
(주)한네트,052600,2012/12,46215846,
(주)한네트,052600,2013/12,56221784,
(주)한네트,052600,2014/12,62355343,
(주)한네트,052600,2015/12,71078453,
(주)한네트,052600,2016/12,69699832,
(주)한네트,052600,2017/12,77423733,
(주)한네트,052600,2018/12,67247749,
(주)한네트,052600,2019/12,63761022,
(주)한농화성,011500,2011/12,120129408,
(주)한농화성,011500,2012/12,128886580,
(주)한농화성,011500,2013/12,130914512,
(주)한농화성,011500,2014/12,148960256,
(주)한농화성,011500,2015/12,140477980,
(주)한농화성,011500,2016/12,157059360,
(주)한농화성,011500,2017/12,165277180,
(주)한농화성,011500,2018/12,162494687,
(주)한농화성,011500,2019/12,163356458,
(주)한독,002390,2011/12,408095578,408212956
(주)한독,002390,2012/12,436390308,436393122
(주)한독,002390,2013/12,477195322,473529212
(주)한독,002390,2014/12,515487015,
(주)한독,002390,2015/12,538312396,530587277
(주)한독,002390,2016/12,633470018,622848956
(주)한독,002390,2017/12,663641903,639346109
(주)한독,002390,2018/12,689408569,652616127
(주)한독,002390,2019/12,755766927,748667226
(주)한독크린텍,256150,2019/12,41463932,
(주)한라,014790,2011/12,2276543570,2827317386
(주)한라,014790,2012/12,2326060158,3149695355
(주)한라,014790,2013/12,1904678751,2623391099
(주)한라,014790,2014/12,1514163966,2084759758
(주)한라,014790,2015/12,1467982801,2285444643
(주)한라,014790,2016/12,1172033283,2073883264
(주)한라,014790,2017/12,1117966320,2214101549
(주)한라,014790,2018/12,1144647056,1793753461
(주)한라,014790,2019/12,1178167352,1588187042
(주)한라홀딩스,060980,2011/12,2512925618,3435382396
(주)한라홀딩스,060980,2012/12,2840941896,4034737026
(주)한라홀딩스,060980,2013/12,3604180872,5077131602
(주)한라홀딩스,060980,2014/12,1247554064,1679435649
(주)한라홀딩스,060980,2015/12,1383890350,1606041152
(주)한라홀딩스,060980,2016/12,1448926686,1914036710
(주)한라홀딩스,060980,2017/12,1547610246,1852322927
(주)한라홀딩스,060980,2018/12,1404592442,1724148921
(주)한라홀딩스,060980,2019/12,1423885150,1760403391
(주)한미글로벌건축사사무소,053690,2011/12,112502234,138361177
(주)한미글로벌건축사사무소,053690,2012/12,108753852,140808581
(주)한미글로벌건축사사무소,053690,2013/12,107662310,141362454
(주)한미글로벌건축사사무소,053690,2014/12,97504629,153681052
(주)한미글로벌건축사사무소,053690,2015/12,107938226,124677883
(주)한미글로벌건축사사무소,053690,2016/12,131942620,149271717
(주)한미글로벌건축사사무소,053690,2017/12,134726362,168106149
(주)한미글로벌건축사사무소,053690,2018/12,134796670,209712007
(주)한미글로벌건축사사무소,053690,2019/12,127742597,203595486
(주)한빛소프트,047080,2011/12,46733754,53946389
(주)한빛소프트,047080,2012/12,41189676,43674650
(주)한빛소프트,047080,2013/12,34235270,34747003
(주)한빛소프트,047080,2014/12,29688441,29508766
(주)한빛소프트,047080,2015/12,42983867,40796086
(주)한빛소프트,047080,2016/12,38488052,39771554
(주)한빛소프트,047080,2017/12,36795479,36387097
(주)한빛소프트,047080,2018/12,41179558,43790121
(주)한빛소프트,047080,2019/12,40000614,43119214
(주)한샘,009240,2011/12,377582852,394729625
(주)한샘,009240,2012/12,354694726,376768030
(주)한샘,009240,2013/12,477459892,506202072
(주)한샘,009240,2014/12,496021628,544027391
(주)한샘,009240,2015/12,708545758,768849170
(주)한샘,009240,2016/12,835599032,899418181
(주)한샘,009240,2017/12,935683265,975706063
(주)한샘,009240,2018/12,885411929,940149892
(주)한샘,009240,2019/12,1024229197,1202637977
(주)한섬,020000,2011/12,696095953,794253533
(주)한섬,020000,2012/12,742069846,873763192
(주)한섬,020000,2013/12,795055425,1002393310
(주)한섬,020000,2014/12,849745281,1048239684
(주)한섬,020000,2015/12,951234990,957470937
(주)한섬,020000,2016/12,1031896636,1038024262
(주)한섬,020000,2017/12,1169590763,1252267494
(주)한섬,020000,2018/12,1151895016,1219779752
(주)한섬,020000,2019/12,1322203768,1323644545
(주)한솔케미칼,014680,2011/12,304880910,321824251
(주)한솔케미칼,014680,2012/12,329487454,358680526
(주)한솔케미칼,014680,2013/12,344585590,427996740
(주)한솔케미칼,014680,2014/12,371589223,474362300
(주)한솔케미칼,014680,2015/12,413287590,521035797
(주)한솔케미칼,014680,2016/12,456451669,699716322
(주)한솔케미칼,014680,2017/12,497325653,723320120
(주)한솔케미칼,014680,2018/12,584197934,791727785
(주)한솔케미칼,014680,2019/12,744955631,939194151
(주)한솔홈데코,025750,2011/12,262787416,262213173
(주)한솔홈데코,025750,2012/12,267890768,266804784
(주)한솔홈데코,025750,2013/12,280681000,280380827
(주)한솔홈데코,025750,2014/12,291507411,292076005
(주)한솔홈데코,025750,2015/12,295589527,291209034
(주)한솔홈데코,025750,2016/12,293218942,289305376
(주)한솔홈데코,025750,2017/12,311097846,307634474
(주)한솔홈데코,025750,2018/12,301029401,308077735
(주)한솔홈데코,025750,2019/12,287050367,295749540
(주)한송네오텍,226440,2015/12,,
(주)한송네오텍,226440,2016/12,,
(주)한송네오텍,226440,2017/12,,
(주)한송네오텍,226440,2018/12,25502435,
(주)한송네오텍,226440,2019/12,38668165,
(주)한익스프레스,014130,2011/12,82647733,83431553
(주)한익스프레스,014130,2012/12,76144867,77986093
(주)한익스프레스,014130,2013/12,83970338,85379983
(주)한익스프레스,014130,2014/12,92691075,94846279
(주)한익스프레스,014130,2015/12,128088281,131657889
(주)한익스프레스,014130,2016/12,143803396,146825373
(주)한익스프레스,014130,2017/12,186368540,188215330
(주)한익스프레스,014130,2018/12,197714857,199582549
(주)한익스프레스,014130,2019/12,261436168,266468435
(주)한일진공,123840,2011/12,,
(주)한일진공,123840,2012/12,,
(주)한일진공,123840,2013/12,59638162,59554422
(주)한일진공,123840,2014/12,51654447,51510013
(주)한일진공,123840,2015/12,59716515,59529751
(주)한일진공,123840,2016/12,108027124,109850608
(주)한일진공,123840,2017/12,158460578,161579285
(주)한일진공,123840,2018/12,156037064,158533589
(주)한일진공,123840,2019/12,115939680,122792471
(주)한진,002320,2011/12,1706460504,1793121990
(주)한진,002320,2012/12,1755866339,1858651008
(주)한진,002320,2013/12,1704060471,1807382069
(주)한진,002320,2014/12,1904062421,1955921456
(주)한진,002320,2015/12,1747514183,2503676698
(주)한진,002320,2016/12,1842277717,2537558489
(주)한진,002320,2017/12,1921771772,2453809753
(주)한진,002320,2018/12,2149511801,2661425067
(주)한진,002320,2019/12,2474897669,3548368717
(주)한진중공업홀딩스,003480,2011/12,1064136000,1980735000
(주)한진중공업홀딩스,003480,2012/12,1063579000,2315289000
(주)한진중공업홀딩스,003480,2013/12,1066350000,2531518000
(주)한진중공업홀딩스,003480,2014/12,1124296000,2722203000
(주)한진중공업홀딩스,003480,2015/12,880781000,2646968000
(주)한진중공업홀딩스,003480,2016/12,437757000,2109958000
(주)한진중공업홀딩스,003480,2017/12,426045000,1918648000
(주)한진중공업홀딩스,003480,2018/12,423068000,1873603000
(주)한진중공업홀딩스,003480,2019/12,358978000,1860663000
(주)한진칼,180640,2013/12,831328591,1425205737
(주)한진칼,180640,2014/12,1531083832,2416821444
(주)한진칼,180640,2015/12,1633721778,2315048939
(주)한진칼,180640,2016/12,1618403521,2062032036
(주)한진칼,180640,2017/12,1923442122,2775783760
(주)한진칼,180640,2018/12,2007816384,2850066743
(주)한진칼,180640,2019/12,1907568534,2693659191
(주)한창,005110,2011/12,31144218,32875105
(주)한창,005110,2012/12,31432243,34879179
(주)한창,005110,2013/12,31211717,37693959
(주)한창,005110,2014/12,37380246,44038164
(주)한창,005110,2015/12,46165041,67607184
(주)한창,005110,2016/12,44894299,82275229
(주)한창,005110,2017/12,44974883,103882929
(주)한창,005110,2018/12,35719612,106233878
(주)한창,005110,2019/12,28511256,91847934
(주)한창바이오텍,043090,2011/12,37774361,37962361
(주)한창바이오텍,043090,2012/12,23132927,23374638
(주)한창바이오텍,043090,2013/12,20292904,20326924
(주)한창바이오텍,043090,2014/12,22275876,22244929
(주)한창바이오텍,043090,2015/12,22942570,
(주)한창바이오텍,043090,2016/12,19642892,
(주)한창바이오텍,043090,2017/12,29034818,
(주)한창바이오텍,043090,2018/12,24817943,
(주)한창바이오텍,043090,2019/12,28349718,
(주)한창제지,009460,2011/12,154596738,
(주)한창제지,009460,2012/12,152931232,
(주)한창제지,009460,2013/12,158442545,
(주)한창제지,009460,2014/12,145953791,
(주)한창제지,009460,2015/12,144766140,
(주)한창제지,009460,2016/12,152620392,
(주)한창제지,009460,2017/12,150932868,
(주)한창제지,009460,2018/12,154683756,
(주)한창제지,009460,2019/12,171963792,
(주)한컴위드,054920,2011/12,54786611,57385303
(주)한컴위드,054920,2012/12,85920597,90325217
(주)한컴위드,054920,2013/12,89894567,
