회사명,거래소코드,회계년도,당좌자산회전률(IFRS),당좌자산회전률(IFRS연결),순운전자본회전률(IFRS),순운전자본회전률(IFRS연결),당좌자산회전률,순운전자본회전률
인터지스(주),129260,2013/12,3.98,3.78,1.89,1.81,3.78,1.81
인터지스(주),129260,2014/12,3.7,3.65,1.7,1.71,3.65,1.71
인터지스(주),129260,2015/12,3.41,3.37,1.6,1.59,3.37,1.59
인터지스(주),129260,2016/12,2.58,2.58,1.26,1.25,2.58,1.25
인터지스(주),129260,2017/12,2.88,2.91,1.46,1.49,2.91,1.49
인터지스(주),129260,2018/12,2.79,2.85,1.42,1.49,2.85,1.49
인터지스(주),129260,2019/12,2.92,2.93,1.42,1.46,2.93,1.46
인포뱅크(주),39290,2011/12,2.61,,1.82,,2.61,1.82
인포뱅크(주),39290,2012/12,2.72,,1.86,,2.72,1.86
인포뱅크(주),39290,2013/12,2.37,2.86,1.63,2.02,2.86,2.02
인포뱅크(주),39290,2014/12,2.5,3.04,1.76,2.1,3.04,2.1
인포뱅크(주),39290,2015/12,2.99,3.41,2.05,2.31,3.41,2.31
인포뱅크(주),39290,2016/12,3.04,3.44,2.06,2.32,3.44,2.32
인포뱅크(주),39290,2017/12,2.96,3.55,2.03,2.4,3.55,2.4
인포뱅크(주),39290,2018/12,3.0,3.72,2.06,2.51,3.72,2.51
인포뱅크(주),39290,2019/12,2.97,3.76,2.03,2.55,3.76,2.55
인화정공(주),101930,2011/12,2.22,2.06,1.02,0.95,2.06,0.95
인화정공(주),101930,2012/12,1.77,1.82,0.8,0.86,1.82,0.86
인화정공(주),101930,2013/12,1.13,1.22,0.52,0.52,1.22,0.52
인화정공(주),101930,2014/12,1.19,1.44,0.49,0.5,1.44,0.5
인화정공(주),101930,2015/12,1.15,1.47,0.5,0.52,1.47,0.52
인화정공(주),101930,2016/12,0.98,1.17,0.45,0.45,1.17,0.45
인화정공(주),101930,2017/12,0.77,1.11,0.34,0.43,1.11,0.43
인화정공(주),101930,2018/12,0.98,1.14,0.32,0.38,1.14,0.38
인화정공(주),101930,2019/12,2.77,2.02,0.53,0.51,2.02,0.51
일동제약(주),249420,2016/12,,,,,,
일동제약(주),249420,2017/12,3.21,3.05,1.28,1.27,3.05,1.27
일동제약(주),249420,2018/12,3.37,3.33,1.38,1.37,3.33,1.37
일동제약(주),249420,2019/12,3.26,3.23,1.27,1.26,3.23,1.26
일동홀딩스(주),230,2011/12,2.04,1.84,1.04,0.95,1.84,0.95
일동홀딩스(주),230,2012/12,2.14,2.0,1.04,0.99,2.0,0.99
일동홀딩스(주),230,2013/12,2.11,2.02,0.99,0.97,2.02,0.97
일동홀딩스(주),230,2014/12,2.27,2.18,1.01,0.98,2.18,0.98
일동홀딩스(주),230,2015/12,2.53,2.43,1.08,1.06,2.43,1.06
일동홀딩스(주),230,2016/12,0.15,0.27,0.07,0.13,0.27,0.13
일동홀딩스(주),230,2017/12,0.37,0.64,0.26,0.31,0.64,0.31
일동홀딩스(주),230,2018/12,0.55,0.92,0.34,0.34,0.92,0.34
일동홀딩스(주),230,2019/12,1.0,2.49,0.33,0.81,2.49,0.81
일성건설(주),13360,2011/12,2.2,1.81,0.96,0.91,1.81,0.91
일성건설(주),13360,2012/12,1.8,1.9,0.91,0.89,1.9,0.89
일성건설(주),13360,2013/12,1.63,1.9,0.89,0.94,1.9,0.94
일성건설(주),13360,2014/12,1.32,1.6,0.62,0.67,1.6,0.67
일성건설(주),13360,2015/12,1.84,2.12,0.76,0.78,2.12,0.78
일성건설(주),13360,2016/12,1.94,2.17,0.9,0.93,2.17,0.93
일성건설(주),13360,2017/12,2.42,2.58,1.21,1.22,2.58,1.22
일성건설(주),13360,2018/12,1.86,1.93,0.96,0.96,1.93,0.96
일성건설(주),13360,2019/12,1.76,1.81,0.89,0.89,1.81,0.89
일성신약(주),3120,2011/12,2.73,,1.08,,2.73,1.08
일성신약(주),3120,2012/12,2.74,,1.09,,2.74,1.09
일성신약(주),3120,2013/12,0.83,,0.56,,0.83,0.56
일성신약(주),3120,2014/12,0.52,,0.42,,0.52,0.42
일성신약(주),3120,2015/12,0.3,,0.25,,0.3,0.25
일성신약(주),3120,2016/12,0.25,,0.22,,0.25,0.22
일성신약(주),3120,2017/12,0.27,,0.23,,0.27,0.23
일성신약(주),3120,2018/12,0.24,,0.21,,0.24,0.21
일성신약(주),3120,2019/12,0.19,,0.17,,0.19,0.17
일신방직(주),3200,2011/12,3.75,2.72,1.63,1.39,2.72,1.39
일신방직(주),3200,2012/12,3.45,2.38,1.5,1.28,2.38,1.28
일신방직(주),3200,2013/12,2.92,2.04,1.5,1.23,2.04,1.23
일신방직(주),3200,2014/12,2.73,1.86,1.41,1.14,1.86,1.14
일신방직(주),3200,2015/12,2.91,1.89,1.43,1.1,1.89,1.1
일신방직(주),3200,2016/12,2.92,1.91,1.43,1.08,1.91,1.08
일신방직(주),3200,2017/12,3.06,1.87,1.52,1.1,1.87,1.1
일신방직(주),3200,2018/12,3.36,1.95,1.56,1.07,1.95,1.07
일신방직(주),3200,2019/12,3.57,1.98,1.5,1.0,1.98,1.0
일양약품(주),7570,2011/03,1.66,,0.58,,1.66,0.58
일양약품(주),7570,2012/03,1.53,,0.55,,1.53,0.55
일양약품(주),7570,2013/03,1.47,,0.61,,1.47,0.61
일양약품(주),7570,2014/03,1.48,,0.57,,1.48,0.57
일양약품(주),7570,2015/03,1.54,1.9,0.53,0.65,1.9,0.65
일양약품(주),7570,2016/12,2.35,2.66,0.63,0.8,2.66,0.8
일양약품(주),7570,2017/12,2.2,2.53,0.59,0.77,2.53,0.77
일양약품(주),7570,2018/12,2.33,2.65,0.63,0.84,2.65,0.84
일양약품(주),7570,2019/12,2.85,2.82,0.76,0.93,2.82,0.93
일정실업(주),8500,2011/12,4.12,3.61,1.88,1.7,3.61,1.7
일정실업(주),8500,2012/12,4.1,3.68,1.85,1.78,3.68,1.78
일정실업(주),8500,2013/12,4.02,3.42,1.97,1.81,3.42,1.81
일정실업(주),8500,2014/12,3.79,3.02,2.01,1.7,3.02,1.7
일정실업(주),8500,2015/12,3.4,2.64,1.86,1.51,2.64,1.51
일정실업(주),8500,2016/12,3.54,2.88,2.02,1.69,2.88,1.69
일정실업(주),8500,2017/12,2.21,1.78,1.13,0.98,1.78,0.98
일정실업(주),8500,2018/12,2.0,1.78,0.82,0.81,1.78,0.81
일정실업(주),8500,2019/12,2.08,1.7,0.75,0.67,1.7,0.67
일진다이아몬드(주),81000,2011/12,2.71,2.58,0.86,0.83,2.58,0.83
일진다이아몬드(주),81000,2012/12,3.08,2.86,0.99,0.83,2.86,0.83
일진다이아몬드(주),81000,2013/12,2.72,2.49,0.88,0.73,2.49,0.73
일진다이아몬드(주),81000,2014/12,2.46,2.35,0.82,0.71,2.35,0.71
일진다이아몬드(주),81000,2015/12,2.64,2.8,0.92,0.85,2.8,0.85
일진다이아몬드(주),81000,2016/12,2.3,2.54,0.91,0.83,2.54,0.83
일진다이아몬드(주),81000,2017/12,2.22,2.47,1.01,0.92,2.47,0.92
일진다이아몬드(주),81000,2018/12,2.04,2.34,1.01,0.97,2.34,0.97
일진다이아몬드(주),81000,2019/12,0.9,1.58,0.59,0.88,1.58,0.88
일진디스플레이(주),20760,2011/12,5.97,,1.96,,5.97,1.96
일진디스플레이(주),20760,2012/12,5.92,,2.67,,5.92,2.67
일진디스플레이(주),20760,2013/12,7.05,,2.95,,7.05,2.95
일진디스플레이(주),20760,2014/12,8.69,,2.69,,8.69,2.69
일진디스플레이(주),20760,2015/12,6.68,,2.05,,6.68,2.05
일진디스플레이(주),20760,2016/12,4.12,,1.24,,4.12,1.24
일진디스플레이(주),20760,2017/12,5.09,,1.82,,5.09,1.82
일진디스플레이(주),20760,2018/12,3.61,,1.49,,3.61,1.49
일진디스플레이(주),20760,2019/12,2.37,3.64,0.84,0.98,3.64,0.98
일진머티리얼즈(주),20150,2011/12,7.53,7.43,1.45,1.52,7.43,1.52
일진머티리얼즈(주),20150,2012/12,7.3,6.46,1.46,1.45,6.46,1.45
일진머티리얼즈(주),20150,2013/12,5.01,4.11,0.93,0.92,4.11,0.92
일진머티리얼즈(주),20150,2014/12,4.46,3.68,0.85,0.91,3.68,0.91
일진머티리얼즈(주),20150,2015/12,3.95,3.52,1.11,1.08,3.52,1.08
일진머티리얼즈(주),20150,2016/12,3.91,3.55,1.59,1.37,3.55,1.37
일진머티리얼즈(주),20150,2017/12,1.73,2.1,1.19,1.3,2.1,1.3
일진머티리얼즈(주),20150,2018/12,1.05,1.56,0.84,1.06,1.56,1.06
일진머티리얼즈(주),20150,2019/12,1.12,1.35,0.84,0.95,1.35,0.95
일진전기(주),103590,2011/12,4.92,4.92,1.84,1.84,4.92,1.84
일진전기(주),103590,2012/12,4.62,4.63,1.64,1.64,4.63,1.64
일진전기(주),103590,2013/12,4.08,4.11,1.32,1.32,4.11,1.32
일진전기(주),103590,2014/12,3.91,3.89,1.24,1.19,3.89,1.19
일진전기(주),103590,2015/12,4.06,4.3,1.2,1.22,4.3,1.22
일진전기(주),103590,2016/12,4.05,4.14,1.18,1.19,4.14,1.19
일진전기(주),103590,2017/12,4.1,4.06,1.33,1.31,4.06,1.31
일진전기(주),103590,2018/12,3.59,3.57,1.21,1.18,3.57,1.18
일진전기(주),103590,2019/12,2.98,3.0,1.08,1.07,3.0,1.07
일진홀딩스(주),15860,2011/12,1.34,4.2,0.24,1.49,4.2,1.49
일진홀딩스(주),15860,2012/12,1.1,4.08,0.17,1.37,4.08,1.37
일진홀딩스(주),15860,2013/12,0.72,3.75,0.14,1.14,3.75,1.14
일진홀딩스(주),15860,2014/12,0.57,3.53,0.24,1.05,3.53,1.05
일진홀딩스(주),15860,2015/12,0.46,3.64,0.31,1.05,3.64,1.05
일진홀딩스(주),15860,2016/12,0.71,3.32,0.27,0.97,3.32,0.97
일진홀딩스(주),15860,2017/12,1.04,3.29,0.17,1.07,3.29,1.07
일진홀딩스(주),15860,2018/12,0.47,2.97,0.18,1.02,2.97,1.02
일진홀딩스(주),15860,2019/12,0.3,2.38,0.17,0.95,2.38,0.95
잉글우드랩(주),950140,2016/12,0.0,2.83,0.0,1.46,2.83,1.46
잉글우드랩(주),950140,2017/12,2.15,2.47,1.49,1.24,2.47,1.24
잉글우드랩(주),950140,2018/12,4.36,4.45,1.56,1.53,4.45,1.53
잉글우드랩(주),950140,2019/12,4.72,3.91,1.57,1.34,3.91,1.34
자이글(주),234920,2016/12,3.4,,2.57,,3.4,2.57
자이글(주),234920,2017/12,3.0,3.53,2.36,2.76,3.53,2.76
자이글(주),234920,2018/12,2.14,2.12,1.49,1.47,2.12,1.47
자이글(주),234920,2019/12,1.39,,0.79,,1.39,0.79
자이에스앤디(주),317400,2019/12,1.88,,1.25,,1.88,1.25
자화전자(주),33240,2011/12,1.93,2.28,1.16,1.21,2.28,1.21
자화전자(주),33240,2012/12,2.43,2.23,1.47,1.25,2.23,1.25
자화전자(주),33240,2013/12,2.91,2.47,1.84,1.53,2.47,1.53
자화전자(주),33240,2014/12,1.8,1.58,1.23,1.04,1.58,1.04
자화전자(주),33240,2015/12,1.51,1.27,1.12,0.88,1.27,0.88
자화전자(주),33240,2016/12,1.61,1.39,1.18,0.93,1.39,0.93
자화전자(주),33240,2017/12,2.15,1.86,1.48,1.13,1.86,1.13
자화전자(주),33240,2018/12,1.73,1.67,1.14,0.99,1.67,0.99
자화전자(주),33240,2019/12,2.46,2.3,1.6,1.41,2.3,1.41
재영솔루텍(주),49630,2011/12,1.89,2.48,0.67,0.81,2.48,0.81
재영솔루텍(주),49630,2012/12,2.96,4.02,0.92,1.16,4.02,1.16
재영솔루텍(주),49630,2013/12,3.55,4.69,1.08,1.32,4.69,1.32
재영솔루텍(주),49630,2014/12,2.64,3.43,0.86,0.99,3.43,0.99
재영솔루텍(주),49630,2015/12,2.67,3.49,1.29,1.43,3.49,1.43
재영솔루텍(주),49630,2016/12,2.54,3.14,0.99,1.08,3.14,1.08
재영솔루텍(주),49630,2017/12,2.77,3.65,0.77,0.84,3.65,0.84
재영솔루텍(주),49630,2018/12,2.72,3.1,0.8,0.81,3.1,0.81
재영솔루텍(주),49630,2019/12,2.29,2.4,0.89,0.89,2.4,0.89
전방(주),950,2011/12,5.98,5.99,0.95,0.99,5.99,0.99
전방(주),950,2012/12,6.28,6.14,0.78,0.82,6.14,0.82
전방(주),950,2013/12,7.1,6.9,0.78,0.81,6.9,0.81
전방(주),950,2014/12,5.82,5.6,0.63,0.66,5.6,0.66
전방(주),950,2015/12,6.46,6.15,0.6,0.63,6.15,0.63
전방(주),950,2016/12,6.69,6.31,0.54,0.56,6.31,0.56
전방(주),950,2017/12,6.47,6.33,0.56,0.58,6.33,0.58
전방(주),950,2018/12,6.53,6.49,0.54,0.54,6.49,0.54
전방(주),950,2019/12,8.12,8.12,0.54,0.54,8.12,0.54
전진바이오팜(주),110020,2018/12,0.36,,0.21,,0.36,0.21
전진바이오팜(주),110020,2019/12,0.82,,0.56,,0.82,0.56
제너셈(주),217190,2015/12,2.1,,1.09,,2.1,1.09
제너셈(주),217190,2016/12,0.92,,0.5,,0.92,0.5
제너셈(주),217190,2017/12,1.96,,0.9,,1.96,0.9
제너셈(주),217190,2018/12,2.53,,0.76,,2.53,0.76
제너셈(주),217190,2019/12,4.04,,1.0,,4.04,1.0
제룡산업(주),147830,2012/12,3.27,,1.58,,3.27,1.58
제룡산업(주),147830,2013/12,2.68,,1.3,,2.68,1.3
제룡산업(주),147830,2014/12,1.9,,1.09,,1.9,1.09
제룡산업(주),147830,2015/12,1.41,,0.92,,1.41,0.92
제룡산업(주),147830,2016/12,1.27,,0.88,,1.27,0.88
제룡산업(주),147830,2017/12,0.98,,0.77,,0.98,0.77
제룡산업(주),147830,2018/12,0.82,,0.69,,0.82,0.69
제룡산업(주),147830,2019/12,0.61,,0.53,,0.61,0.53
제룡전기(주),33100,2011/12,1.92,,0.92,,1.92,0.92
제룡전기(주),33100,2012/12,3.09,,1.44,,3.09,1.44
제룡전기(주),33100,2013/12,3.21,,1.67,,3.21,1.67
제룡전기(주),33100,2014/12,2.38,,1.39,,2.38,1.39
제룡전기(주),33100,2015/12,2.35,,1.37,,2.35,1.37
제룡전기(주),33100,2016/12,1.79,,0.97,,1.79,0.97
제룡전기(주),33100,2017/12,2.21,,1.31,,2.21,1.31
제룡전기(주),33100,2018/12,1.72,,1.19,,1.72,1.19
제룡전기(주),33100,2019/12,1.5,,1.09,,1.5,1.09
제이더블유생명과학(주),234080,2016/12,4.6,4.6,1.05,1.06,4.6,1.06
제이더블유생명과학(주),234080,2017/12,3.73,3.77,1.09,1.11,3.77,1.11
제이더블유생명과학(주),234080,2018/12,3.62,3.61,1.18,1.19,3.61,1.19
제이더블유생명과학(주),234080,2019/12,3.96,3.9,1.33,1.32,3.9,1.32
제이더블유신약(주),67290,2011/12,3.54,3.29,1.22,0.9,3.29,0.9
제이더블유신약(주),67290,2012/12,2.77,2.79,0.88,0.67,2.79,0.67
제이더블유신약(주),67290,2013/12,2.1,2.13,0.72,0.6,2.13,0.6
제이더블유신약(주),67290,2014/12,1.8,1.75,0.71,0.56,1.75,0.56
제이더블유신약(주),67290,2015/12,1.7,1.79,0.73,0.63,1.79,0.63
제이더블유신약(주),67290,2016/12,1.55,1.61,0.76,0.7,1.61,0.7
제이더블유신약(주),67290,2017/12,1.61,1.49,0.77,0.7,1.49,0.7
제이더블유신약(주),67290,2018/12,2.81,2.41,1.01,0.99,2.41,0.99
제이더블유신약(주),67290,2019/12,2.18,2.22,1.01,1.06,2.22,1.06
제이더블유중외제약(주),1060,2011/12,1.43,1.36,0.63,0.6,1.36,0.6
제이더블유중외제약(주),1060,2012/12,1.37,1.52,0.59,0.63,1.52,0.63
제이더블유중외제약(주),1060,2013/12,1.54,1.54,0.62,0.62,1.54,0.62
제이더블유중외제약(주),1060,2014/12,1.57,1.57,0.69,0.69,1.57,0.69
제이더블유중외제약(주),1060,2015/12,1.52,1.52,0.73,0.73,1.52,0.73
제이더블유중외제약(주),1060,2016/12,1.52,1.51,0.71,0.71,1.51,0.71
제이더블유중외제약(주),1060,2017/12,1.6,1.6,0.74,0.74,1.6,0.74
제이더블유중외제약(주),1060,2018/12,1.87,1.86,0.84,0.83,1.86,0.83
제이더블유중외제약(주),1060,2019/12,2.01,1.98,0.85,0.84,1.98,0.84
제이더블유홀딩스(주),96760,2011/12,1.74,1.45,0.89,0.54,1.45,0.54
제이더블유홀딩스(주),96760,2012/12,1.77,1.38,0.62,0.48,1.38,0.48
제이더블유홀딩스(주),96760,2013/12,2.05,1.4,0.5,0.47,1.4,0.47
제이더블유홀딩스(주),96760,2014/12,1.69,1.35,0.5,0.52,1.35,0.52
제이더블유홀딩스(주),96760,2015/12,1.76,1.37,0.53,0.55,1.37,0.55
제이더블유홀딩스(주),96760,2016/12,1.96,1.34,0.6,0.56,1.34,0.56
제이더블유홀딩스(주),96760,2017/12,2.25,1.29,0.52,0.54,1.29,0.54
제이더블유홀딩스(주),96760,2018/12,2.12,1.49,0.54,0.6,1.49,0.6
제이더블유홀딩스(주),96760,2019/12,1.41,1.62,0.38,0.61,1.62,0.61
제이스코홀딩스(주),23440,2011/12,0.41,,0.21,,0.41,0.21
제이스코홀딩스(주),23440,2012/12,0.53,,0.19,,0.53,0.19
제이스코홀딩스(주),23440,2013/12,3.57,,0.88,,3.57,0.88
제이스코홀딩스(주),23440,2014/12,3.32,,0.63,,3.32,0.63
제이스코홀딩스(주),23440,2015/12,3.68,,0.73,,3.68,0.73
제이스코홀딩스(주),23440,2016/12,2.69,,0.8,,2.69,0.8
제이스코홀딩스(주),23440,2017/12,3.26,,0.86,,3.26,0.86
제이스코홀딩스(주),23440,2018/12,4.95,,0.79,,4.95,0.79
제이스코홀딩스(주),23440,2019/12,4.45,,0.74,,4.45,0.74
제이씨케미칼(주),137950,2011/12,3.56,,1.59,,3.56,1.59
제이씨케미칼(주),137950,2012/12,4.43,10.95,1.82,2.78,10.95,2.78
제이씨케미칼(주),137950,2013/12,7.42,6.93,2.75,2.33,6.93,2.33
제이씨케미칼(주),137950,2014/12,3.11,2.81,1.4,1.11,2.81,1.11
제이씨케미칼(주),137950,2015/12,4.22,3.32,1.57,1.2,3.32,1.2
제이씨케미칼(주),137950,2016/12,7.53,5.65,2.11,1.59,5.65,1.59
제이씨케미칼(주),137950,2017/12,7.48,6.97,2.09,1.83,6.97,1.83
제이씨케미칼(주),137950,2018/12,5.92,6.06,1.71,1.63,6.06,1.63
제이씨케미칼(주),137950,2019/12,5.61,5.82,1.43,1.42,5.82,1.42
제이씨현시스템(주),33320,2011/12,4.82,3.78,2.18,2.05,3.78,2.05
제이씨현시스템(주),33320,2012/12,3.97,3.28,1.96,1.76,3.28,1.76
제이씨현시스템(주),33320,2013/12,3.48,3.17,1.83,1.75,3.17,1.75
제이씨현시스템(주),33320,2014/12,2.88,2.91,1.56,1.58,2.91,1.58
제이씨현시스템(주),33320,2015/12,3.2,3.21,1.64,1.63,3.21,1.63
제이씨현시스템(주),33320,2016/12,3.56,3.57,1.84,1.85,3.57,1.85
제이씨현시스템(주),33320,2017/12,4.49,4.36,2.5,2.49,4.36,2.49
제이씨현시스템(주),33320,2018/12,3.87,3.6,2.06,2.02,3.6,2.02
제이씨현시스템(주),33320,2019/12,2.78,2.62,1.39,1.41,2.62,1.41
제이엔케이히터(주),126880,2011/12,1.42,1.55,0.95,1.0,1.55,1.0
제이엔케이히터(주),126880,2012/12,1.36,1.65,0.8,0.94,1.65,0.94
제이엔케이히터(주),126880,2013/12,1.2,1.48,0.6,0.73,1.48,0.73
제이엔케이히터(주),126880,2014/12,1.66,1.67,0.79,0.79,1.67,0.79
제이엔케이히터(주),126880,2015/12,1.65,1.8,0.81,0.87,1.8,0.87
제이엔케이히터(주),126880,2016/12,1.37,1.4,0.78,0.76,1.4,0.76
제이엔케이히터(주),126880,2017/12,1.17,1.23,0.66,0.68,1.23,0.68
제이엔케이히터(주),126880,2018/12,1.55,1.93,0.57,0.72,1.93,0.72
제이엔케이히터(주),126880,2019/12,2.45,2.56,0.95,1.01,2.56,1.01
제이엠아이(주),33050,2011/12,0.54,2.79,0.41,1.34,2.79,1.34
제이엠아이(주),33050,2012/12,0.53,2.52,0.37,1.09,2.52,1.09
제이엠아이(주),33050,2013/12,0.56,3.67,0.36,1.37,3.67,1.37
제이엠아이(주),33050,2014/12,1.19,2.85,0.82,1.11,2.85,1.11
제이엠아이(주),33050,2015/12,0.76,2.01,0.54,0.82,2.01,0.82
제이엠아이(주),33050,2016/12,0.88,1.93,0.63,0.83,1.93,0.83
제이엠아이(주),33050,2017/12,0.76,2.06,0.59,0.9,2.06,0.9
제이엠아이(주),33050,2018/12,0.57,2.37,0.43,0.97,2.37,0.97
제이엠아이(주),33050,2019/12,0.62,1.58,0.48,0.65,1.58,0.65
제이엠티(주),94970,2011/12,3.52,4.06,1.47,1.48,4.06,1.48
제이엠티(주),94970,2012/12,4.61,5.82,1.93,2.03,5.82,2.03
제이엠티(주),94970,2013/12,3.62,4.49,1.6,1.75,4.49,1.75
제이엠티(주),94970,2014/12,3.46,4.01,1.64,1.76,4.01,1.76
제이엠티(주),94970,2015/12,2.89,3.22,1.53,1.61,3.22,1.61
제이엠티(주),94970,2016/12,3.82,5.02,2.29,2.45,5.02,2.45
제이엠티(주),94970,2017/12,2.45,3.89,1.35,1.81,3.89,1.81
제이엠티(주),94970,2018/12,1.9,2.87,1.05,1.44,2.87,1.44
제이엠티(주),94970,2019/12,1.3,2.0,0.84,1.16,2.0,1.16
제이준코스메틱(주),25620,2011/12,10.93,,0.8,,10.93,0.8
제이준코스메틱(주),25620,2012/12,14.66,,0.79,,14.66,0.79
제이준코스메틱(주),25620,2013/12,3.59,0.76,0.49,0.26,0.76,0.26
제이준코스메틱(주),25620,2014/12,1.03,,0.2,,1.03,0.2
제이준코스메틱(주),25620,2015/12,0.77,0.32,0.4,0.18,0.32,0.18
제이준코스메틱(주),25620,2016/12,1.59,1.55,1.1,1.04,1.55,1.04
제이준코스메틱(주),25620,2017/12,1.77,,1.24,,1.77,1.24
제이준코스메틱(주),25620,2018/12,1.53,1.21,0.98,0.74,1.21,0.74
제이준코스메틱(주),25620,2019/12,0.56,0.71,0.28,0.35,0.71,0.35
제일약품(주),271980,2017/12,,,,,,
제일약품(주),271980,2018/12,3.39,,1.34,,3.39,1.34
제일약품(주),271980,2019/12,3.68,,1.43,,3.68,1.43
제일연마공업(주),1560,2011/12,2.8,2.91,1.46,1.27,2.91,1.27
제일연마공업(주),1560,2012/12,2.74,2.88,1.42,1.23,2.88,1.23
제일연마공업(주),1560,2013/12,3.28,3.3,1.49,1.24,3.3,1.24
제일연마공업(주),1560,2014/12,3.85,3.57,1.5,1.2,3.57,1.2
제일연마공업(주),1560,2015/12,3.09,2.87,1.33,1.09,2.87,1.09
제일연마공업(주),1560,2016/12,2.66,2.49,1.3,1.08,2.49,1.08
제일연마공업(주),1560,2017/12,2.42,2.24,1.33,1.06,2.24,1.06
제일연마공업(주),1560,2018/12,2.24,2.36,1.3,1.11,2.36,1.11
제일연마공업(주),1560,2019/12,2.17,2.49,1.24,1.16,2.49,1.16
제일파마홀딩스(주),2620,2011/12,2.46,,1.24,,2.46,1.24
제일파마홀딩스(주),2620,2012/12,2.43,,1.16,,2.43,1.16
제일파마홀딩스(주),2620,2013/12,2.71,,1.26,,2.71,1.26
제일파마홀딩스(주),2620,2014/12,2.77,,1.34,,2.77,1.34
제일파마홀딩스(주),2620,2015/12,2.9,,1.38,,2.9,1.38
제일파마홀딩스(주),2620,2016/12,2.85,2.66,1.3,1.22,2.66,1.22
제일파마홀딩스(주),2620,2017/12,0.03,0.34,0.02,0.16,0.34,0.16
제일파마홀딩스(주),2620,2018/12,0.56,1.05,0.21,0.42,1.05,0.42
제일파마홀딩스(주),2620,2019/12,0.52,3.2,0.13,1.17,3.2,1.17
조광아이엘아이(주),44060,2011/12,1.44,1.5,0.9,0.86,1.5,0.86
조광아이엘아이(주),44060,2012/12,1.98,2.11,1.06,1.02,2.11,1.02
조광아이엘아이(주),44060,2013/12,1.86,1.92,0.93,0.87,1.92,0.87
조광아이엘아이(주),44060,2014/12,1.8,1.85,1.02,0.98,1.85,0.98
조광아이엘아이(주),44060,2015/12,1.37,1.39,0.82,0.81,1.39,0.81
조광아이엘아이(주),44060,2016/12,0.98,0.99,0.57,0.57,0.99,0.57
조광아이엘아이(주),44060,2017/12,1.05,1.06,0.65,0.65,1.06,0.65
조광아이엘아이(주),44060,2018/12,1.3,1.31,0.84,0.84,1.31,0.84
조광아이엘아이(주),44060,2019/12,1.11,1.12,0.5,0.5,1.12,0.5
조광페인트(주),4910,2011/12,3.13,3.22,1.11,1.12,3.22,1.12
조광페인트(주),4910,2012/12,3.1,3.2,1.09,1.1,3.2,1.1
조광페인트(주),4910,2013/12,3.16,3.24,1.12,1.14,3.24,1.14
조광페인트(주),4910,2014/12,3.29,3.35,1.16,1.17,3.35,1.17
조광페인트(주),4910,2015/12,3.32,3.35,1.2,1.22,3.35,1.22
조광페인트(주),4910,2016/12,3.35,3.28,1.33,1.32,3.28,1.32
조광페인트(주),4910,2017/12,3.54,3.41,1.38,1.36,3.41,1.36
조광페인트(주),4910,2018/12,3.71,3.58,1.19,1.18,3.58,1.18
조광페인트(주),4910,2019/12,3.67,3.53,1.05,1.04,3.53,1.04
조광피혁(주),4700,2011/12,3.63,4.09,1.22,1.17,4.09,1.17
조광피혁(주),4700,2012/12,3.56,3.06,1.34,1.29,3.06,1.29
조광피혁(주),4700,2013/12,2.79,2.89,1.27,1.24,2.89,1.24
조광피혁(주),4700,2014/12,3.68,3.6,1.45,1.39,3.6,1.39
조광피혁(주),4700,2015/12,4.23,4.17,1.55,1.51,4.17,1.51
조광피혁(주),4700,2016/12,4.31,4.3,1.73,1.73,4.3,1.73
조광피혁(주),4700,2017/12,4.25,4.25,1.59,1.59,4.25,1.59
조광피혁(주),4700,2018/12,3.25,,1.33,,3.25,1.33
조광피혁(주),4700,2019/12,2.25,,1.14,,2.25,1.14
조선내화(주),480,2011/12,4.64,4.17,1.3,1.29,4.17,1.29
조선내화(주),480,2012/12,4.76,4.06,1.4,1.35,4.06,1.35
조선내화(주),480,2013/12,4.52,4.01,1.49,1.42,4.01,1.42
조선내화(주),480,2014/12,4.36,4.28,1.48,1.45,4.28,1.45
조선내화(주),480,2015/12,3.74,3.55,1.35,1.24,3.55,1.24
조선내화(주),480,2016/12,3.27,3.21,1.26,1.2,3.21,1.2
조선내화(주),480,2017/12,3.61,3.22,1.13,1.09,3.22,1.09
조선내화(주),480,2018/12,4.26,3.67,1.24,1.22,3.67,1.22
조선내화(주),480,2019/12,3.67,3.23,1.19,1.16,3.23,1.16
조선선재(주),120030,2011/12,3.9,,1.7,,3.9,1.7
조선선재(주),120030,2012/12,3.57,,1.59,,3.57,1.59
조선선재(주),120030,2013/12,2.48,,1.35,,2.48,1.35
조선선재(주),120030,2014/12,1.64,,1.06,,1.64,1.06
조선선재(주),120030,2015/12,1.14,,0.81,,1.14,0.81
조선선재(주),120030,2016/12,0.87,,0.67,,0.87,0.67
조선선재(주),120030,2017/12,0.78,,0.62,,0.78,0.62
조선선재(주),120030,2018/12,0.69,,0.55,,0.69,0.55
조선선재(주),120030,2019/12,0.68,,0.56,,0.68,0.56
조아제약(주),34940,2011/12,1.31,,0.84,,1.31,0.84
조아제약(주),34940,2012/12,1.31,,0.86,,1.31,0.86
조아제약(주),34940,2013/12,1.27,1.21,0.86,0.82,1.21,0.82
조아제약(주),34940,2014/12,1.2,1.25,0.74,0.7,1.25,0.7
조아제약(주),34940,2015/12,1.44,1.45,0.8,0.81,1.45,0.81
