,순이익증가율,순이익증가률개별,순이익증가률연결,순이익증가율1
13446,0.0,-105.53,0.0,0.0
13447,0.0,11111111.11,0.0,0.0
13448,0.0,11111111.11,0.0,0.0
13449,-216.75,11111111.11,-216.75,-216.75
13450,1254789.63,11111111.11,11111111.11,1254789.63
13451,1254789.63,11111111.11,11111111.11,1254789.63
13452,1254789.63,11111111.11,11111111.11,1254789.63
13453,1254789.63,11111111.11,11111111.11,1254789.63
13454,323.34,365.85,323.34,323.34
13455,28.92,32.31,28.92,28.92
13456,1.65,5.47,1.65,1.65
13457,-36.61,-36.71,-36.61,-36.61
13458,-58.96,-58.94,-58.96,-58.96
13459,0.0,0.0,0.0,0.0
13460,0.0,0.0,0.0,0.0
13461,-206.0,-206.21,-206.0,-206.0
13462,1254789.63,11111111.11,11111111.11,1254789.63
13463,1254789.63,11111111.11,11111111.11,1254789.63
13464,354.38,126.8,354.38,354.38
13465,-178.83,-198.59,-178.83,-178.83
13466,1254789.63,11111111.11,11111111.11,1254789.63
13467,1254789.63,11111111.11,11111111.11,1254789.63
13468,1254789.63,11111111.11,11111111.11,1254789.63
13469,1254789.63,11111111.11,11111111.11,1254789.63
13470,-238.3,-199.24,-238.3,-238.3
13471,1254789.63,11111111.11,11111111.11,1254789.63
13472,-24.84,-16.21,-24.84,-24.84
13473,17.48,-10.54,17.48,17.48
13474,257.62,-93.88,257.62,257.62
13475,0.0,-1262.37,0.0,0.0
13476,0.0,11111111.11,0.0,0.0
13477,0.0,-63.43,0.0,0.0
13478,0.0,515.48,0.0,0.0
13479,0.0,-6.54,0.0,0.0
13480,0.0,206.62,0.0,0.0
13481,0.0,-41.52,0.0,0.0
13482,-296.39,-1001.18,-296.39,-296.39
13483,1254789.63,11111111.11,11111111.11,1254789.63
13484,-74.64,-71.12,-74.64,-74.64
13485,-863.37,-877.3,-863.37,-863.37
13486,1254789.63,11111111.11,11111111.11,1254789.63
13487,1254789.63,11111111.11,11111111.11,1254789.63
13488,-169.31,11111111.11,-169.31,-169.31
13489,1254789.63,11111111.11,11111111.11,1254789.63
13490,1254789.63,11111111.11,11111111.11,1254789.63
13491,-23.82,-26.22,-23.82,-23.82
13492,-99.65,-99.48,-99.65,-99.65
13493,-27.47,-18.13,-27.47,-27.47
13494,83.88,11.98,83.88,83.88
13495,15.41,11.7,15.41,15.41
13496,-5.86,-33.17,-5.86,-5.86
13497,-80.57,-94.24,-80.57,-80.57
13498,402.48,908.18,402.48,402.48
13499,395.26,1124.25,395.26,395.26
13500,0.0,0.0,0.0,0.0
13501,0.0,0.0,0.0,0.0
13502,0.0,0.0,0.0,0.0
13503,0.0,0.0,0.0,0.0
13504,0.0,-149.45,0.0,0.0
13505,0.0,11111111.11,0.0,0.0
13506,-148.15,11111111.11,-148.15,-148.15
13507,1254789.63,11111111.11,11111111.11,1254789.63
13508,1254789.63,11111111.11,11111111.11,1254789.63
13509,41.37,36.97,41.37,41.37
13510,-12.07,-4.61,-12.07,-12.07
13511,-31.67,-21.93,-31.67,-31.67
13512,63.37,-3.21,63.37,63.37
13513,-39.42,-36.26,-39.42,-39.42
13514,-105.97,-76.46,-105.97,-105.97
13515,-31.76,-31.76,11111111.11,-31.76
13516,136.3,181.74,136.3,136.3
13517,-28.49,-29.55,-28.49,-28.49
13518,-3.8,-12.44,-3.8,-3.8
13519,4.55,18.47,4.55,4.55
13520,74.5,44.15,74.5,74.5
13521,-74.73,-86.91,-74.73,-74.73
13522,23.98,375.97,23.98,23.98
13523,44.89,-16.44,44.89,44.89
13524,182.93,89.11,182.93,182.93
13525,62.86,-73.64,62.86,62.86
13526,0.0,138.72,0.0,0.0
13527,0.0,65.94,0.0,0.0
13528,0.0,-4.29,0.0,0.0
13529,0.0,-125.02,0.0,0.0
13530,0.0,11111111.11,0.0,0.0
13531,0.0,11111111.11,0.0,0.0
13532,0.0,11111111.11,0.0,0.0
13533,0.0,76.48,0.0,0.0
13534,0.0,-6.99,0.0,0.0
13535,0.0,-8.92,0.0,0.0
13536,0.0,-8.81,0.0,0.0
13537,0.0,-56.72,0.0,0.0
13538,0.0,-788.6,0.0,0.0
13539,0.0,11111111.11,0.0,0.0
13540,0.0,-92.35,0.0,0.0
13541,0.0,78.68,0.0,0.0
13542,-32.03,704.66,-32.03,-32.03
13543,47.11,-80.47,47.11,47.11
13544,0.0,57.19,0.0,0.0
13545,0.0,51.37,0.0,0.0
13546,0.0,46.53,0.0,0.0
13547,0.0,-51.08,0.0,0.0
13548,0.0,-48.88,0.0,0.0
13549,0.0,-125.78,0.0,0.0
13550,0.0,11111111.11,0.0,0.0
13551,0.0,11111111.11,0.0,0.0
13552,-144.43,11111111.11,-144.43,-144.43
13553,1254789.63,11111111.11,11111111.11,1254789.63
13554,1254789.63,11111111.11,11111111.11,1254789.63
13555,1254789.63,11111111.11,11111111.11,1254789.63
13556,1254789.63,11111111.11,11111111.11,1254789.63
13557,-1203.36,11111111.11,-1203.36,-1203.36
13558,1254789.63,11111111.11,11111111.11,1254789.63
13559,1254789.63,11111111.11,11111111.11,1254789.63
13560,1254789.63,11111111.11,11111111.11,1254789.63
13561,1254789.63,11111111.11,11111111.11,1254789.63
13562,1254789.63,11111111.11,11111111.11,1254789.63
13563,1254789.63,11111111.11,11111111.11,1254789.63
13564,1254789.63,11111111.11,11111111.11,1254789.63
13565,1254789.63,11111111.11,11111111.11,1254789.63
13566,1254789.63,11111111.11,11111111.11,1254789.63
13567,1254789.63,11111111.11,11111111.11,1254789.63
13568,-49.11,-72.18,-49.11,-49.11
13569,0.0,235.98,0.0,0.0
13570,83.75,-45.37,83.75,83.75
13571,29.09,0.0,29.09,29.09
13572,-0.38,0.0,-0.38,-0.38
13573,8.09,0.0,8.09,8.09
13574,-11.37,0.0,-11.37,-11.37
13575,-10.29,0.0,-10.29,-10.29
13576,-31.33,64.67,-31.33,-31.33
13577,-233.18,-218.94,-233.18,-233.18
13578,1254789.63,11111111.11,11111111.11,1254789.63
13579,-235.97,-1820.3,-235.97,-235.97
13580,1254789.63,11111111.11,11111111.11,1254789.63
13581,1254789.63,11111111.11,11111111.11,1254789.63
13582,12.38,286.27,12.38,12.38
13583,-1.98,94.17,-1.98,-1.98
13584,-215.26,-355.69,-215.26,-215.26
13585,1254789.63,11111111.11,11111111.11,1254789.63
13586,0.0,-122.65,0.0,0.0
13587,-206.82,11111111.11,-206.82,-206.82
13588,1254789.63,11111111.11,11111111.11,1254789.63
13589,1254789.63,11111111.11,11111111.11,1254789.63
13590,1254789.63,11111111.11,11111111.11,1254789.63
13591,1254789.63,11111111.11,11111111.11,1254789.63
13592,1254789.63,11111111.11,11111111.11,1254789.63
13593,0.0,475.71,0.0,0.0
13594,0.0,-43.12,0.0,0.0
13595,0.0,-32.36,0.0,0.0
13596,0.0,71.12,0.0,0.0
13597,0.0,19.73,0.0,0.0
13598,0.0,76.17,0.0,0.0
13599,0.0,-15.86,0.0,0.0
13600,0.0,123.61,0.0,0.0
13601,-354.24,-229.88,-354.24,-354.24
13602,1254789.63,11111111.11,11111111.11,1254789.63
13603,42.78,-6.06,42.78,42.78
13604,0.0,-144.28,0.0,0.0
13605,-348.72,11111111.11,-348.72,-348.72
13606,1254789.63,11111111.11,11111111.11,1254789.63
13607,1254789.63,11111111.11,11111111.11,1254789.63
13608,1254789.63,11111111.11,11111111.11,1254789.63
13609,0.0,11111111.11,0.0,0.0
13610,0.0,11111111.11,0.0,0.0
13611,0.0,11111111.11,0.0,0.0
13612,0.0,11111111.11,0.0,0.0
13613,-247.0,11111111.11,-247.0,-247.0
13614,1254789.63,11111111.11,11111111.11,1254789.63
13615,1254789.63,11111111.11,11111111.11,1254789.63
13616,1254789.63,11111111.11,11111111.11,1254789.63
13617,1254789.63,11111111.11,11111111.11,1254789.63
13618,19.07,0.0,19.07,19.07
13619,11.67,0.0,11.67,11.67
13620,-8.52,0.0,-8.52,-8.52
13621,-73.9,-45.56,-73.9,-73.9
13622,30.17,8.78,30.17,30.17
13623,-19.19,-10.21,-19.19,-19.19
13624,3.17,3.85,3.17,3.17
13625,9.31,-1.11,9.31,9.31
13626,92.13,83.12,92.13,92.13
13627,27.03,0.0,27.03,27.03
13628,4.65,0.0,4.65,4.65
13629,10.9,0.0,10.9,10.9
13630,2.34,0.0,2.34,2.34
13631,1.17,-19.28,1.17,1.17
13632,-43.85,-19.83,-43.85,-43.85
13633,80.88,-38.74,80.88,80.88
13634,-121.43,-333.84,-121.43,-121.43
13635,1254789.63,11111111.11,11111111.11,1254789.63
13636,219.64,53.86,219.64,219.64
13637,-363.23,-178.05,-363.23,-363.23
13638,1254789.63,11111111.11,11111111.11,1254789.63
13639,1254789.63,11111111.11,11111111.11,1254789.63
13640,3933.1,132.8,3933.1,3933.1
13641,0.0,-251.15,0.0,0.0
13642,37.93,11111111.11,37.93,37.93
13643,-159.1,-438.77,-159.1,-159.1
13644,1254789.63,11111111.11,11111111.11,1254789.63
13645,0.0,11111111.11,0.0,0.0
13646,-44.91,100.47,-44.91,-44.91
13647,-28.11,-40.82,-28.11,-28.11
13648,54.79,57.7,54.79,54.79
13649,182.95,-22.83,182.95,182.95
13650,98.81,45.73,98.81,98.81
13651,-62.22,18.78,-62.22,-62.22
13652,-99.82,-34.6,-99.82,-99.82
13653,51882.53,2.0,51882.53,51882.53
13654,-49.77,33.38,-49.77,-49.77
13655,38.95,9.04,38.95,38.95
13656,100.49,-60.36,100.49,100.49
13657,-23.66,-55.35,-23.66,-23.66
13658,-22.45,669.19,-22.45,-22.45
13659,0.0,57.01,0.0,0.0
13660,-65.7,-80.5,-65.7,-65.7
13661,-300.68,-380.36,-300.68,-300.68
13662,1254789.63,11111111.11,11111111.11,1254789.63
13663,1254789.63,11111111.11,11111111.11,1254789.63
13664,656.21,315.86,656.21,656.21
13665,-68.08,-46.77,-68.08,-68.08
13666,-69.33,-57.07,-69.33,-69.33
13667,182.47,44.87,182.47,182.47
13668,-532.19,-464.35,-532.19,-532.19
13669,1254789.63,11111111.11,11111111.11,1254789.63
13670,1254789.63,11111111.11,11111111.11,1254789.63
13671,1254789.63,11111111.11,11111111.11,1254789.63
13672,1254789.63,11111111.11,11111111.11,1254789.63
13673,1254789.63,11111111.11,11111111.11,1254789.63
13674,1254789.63,11111111.11,11111111.11,1254789.63
13675,1254789.63,11111111.11,11111111.11,1254789.63
13676,1254789.63,11111111.11,11111111.11,1254789.63
13677,0.0,0.0,0.0,0.0
13678,0.0,-68.77,0.0,0.0
13679,-72.29,-1.07,-72.29,-72.29
13680,-258.3,-174.7,-258.3,-258.3
13681,1254789.63,11111111.11,11111111.11,1254789.63
13682,-24.32,-21.72,-24.32,-24.32
13683,-17.82,12.69,-17.82,-17.82
13684,-71.09,-78.36,-71.09,-71.09
13685,283.58,258.07,283.58,283.58
13686,12.82,-14.68,12.82,12.82
13687,-50.36,-43.01,-50.36,-50.36
13688,-23.63,-56.33,-23.63,-23.63
13689,-829.22,-93.94,-829.22,-829.22
13690,14817.85,14817.85,11111111.11,14817.85
13691,0.0,0.0,0.0,0.0
13692,0.0,0.0,0.0,0.0
13693,0.0,-210.97,0.0,0.0
13694,0.0,11111111.11,0.0,0.0
13695,11.66,11111111.11,11.66,11.66
13696,30.44,24.05,30.44,30.44
13697,-31.35,24.66,-31.35,-31.35
13698,0.0,-75.63,0.0,0.0
13699,0.0,137.74,0.0,0.0
13700,1.4,15.95,1.4,1.4
13701,-1.38,619.36,-1.38,-1.38
13702,10.84,-106.68,10.84,10.84
13703,84.35,11111111.11,84.35,84.35
13704,1.29,11111111.11,1.29,1.29
13705,76.82,11111111.11,76.82,76.82
13706,2.94,38.73,2.94,2.94
13707,-32.27,43.26,-32.27,-32.27
13708,-63.99,-46.77,-63.99,-63.99
13709,172.01,-147.69,172.01,172.01
13710,689.97,11111111.11,689.97,689.97
13711,-94.93,11111111.11,-94.93,-94.93
13712,0.0,-24.81,0.0,0.0
13713,0.0,-154.02,0.0,0.0
13714,0.0,11111111.11,0.0,0.0
13715,0.0,11111111.11,0.0,0.0
13716,0.0,-16.38,0.0,0.0
13717,0.0,-50.61,0.0,0.0
13718,0.0,-164.97,0.0,0.0
13719,0.0,11111111.11,0.0,0.0
13720,364.75,3857.71,364.75,364.75
13721,-28.33,-21.91,-28.33,-28.33
13722,-30.97,-34.98,-30.97,-30.97
13723,60.23,50.78,60.23,60.23
13724,-13.08,-17.45,-13.08,-13.08
13725,-4.27,1.24,-4.27,-4.27
13726,-20.39,-15.68,-20.39,-20.39
13727,-55.69,-61.82,-55.69,-55.69
13728,250.84,292.04,250.84,250.84
13729,48.81,-75.77,48.81,48.81
13730,-31.77,57.24,-31.77,-31.77
13731,-85.42,23.97,-85.42,-85.42
13732,510.5,-223.91,510.5,510.5
13733,61.51,11111111.11,61.51,61.51
13734,-13.17,-62.65,-13.17,-13.17
13735,9.27,168.22,9.27,9.27
13736,-74.74,-54.31,-74.74,-74.74
13737,413.85,10.89,413.85,413.85
13738,-62.22,6.04,-62.22,-62.22
13739,-34.04,4.94,-34.04,-34.04
13740,13.24,22.84,13.24,13.24
13741,21.57,24.44,21.57,21.57
13742,12.44,6.03,12.44,12.44
13743,-101.45,-117.81,-101.45,-101.45
13744,1254789.63,11111111.11,11111111.11,1254789.63
13745,1254789.63,11111111.11,11111111.11,1254789.63
13746,1254789.63,11111111.11,11111111.11,1254789.63
13747,1254789.63,11111111.11,11111111.11,1254789.63
13748,1254789.63,11111111.11,11111111.11,1254789.63
13749,1254789.63,11111111.11,11111111.11,1254789.63
13750,1254789.63,11111111.11,11111111.11,1254789.63
13751,1254789.63,11111111.11,11111111.11,1254789.63
13752,1254789.63,11111111.11,11111111.11,1254789.63
13753,1254789.63,11111111.11,11111111.11,1254789.63
13754,1254789.63,11111111.11,11111111.11,1254789.63
13755,1254789.63,11111111.11,11111111.11,1254789.63
13756,1254789.63,11111111.11,11111111.11,1254789.63
13757,63.46,-62.17,63.46,63.46
13758,-0.23,161.67,-0.23,-0.23
13759,0.99,11.99,0.99,0.99
13760,-16.36,-1.47,-16.36,-16.36
13761,-18.03,-25.32,-18.03,-18.03
13762,-81.74,-65.29,-81.74,-81.74
13763,73.92,-47.74,73.92,73.92
13764,42.69,90.04,42.69,42.69
13765,177.17,394.77,177.17,177.17
13766,19.86,43.69,19.86,19.86
13767,66.48,57.9,66.48,66.48
13768,-50.64,-70.9,-50.64,-50.64
13769,35.71,109.32,35.71,35.71
13770,-13.02,333.62,-13.02,-13.02
13771,-37.34,-92.97,-37.34,-37.34
13772,94.59,108.87,94.59,94.59
13773,9.02,15.0,9.02,9.02
13774,-34.75,-42.44,-34.75,-34.75
13775,-35.12,-51.95,-35.12,-35.12
13776,137.63,40.75,137.63,137.63
13777,-76.12,-46.69,-76.12,-76.12
13778,114.72,-6.31,114.72,114.72
13779,-210.71,85.44,-210.71,-210.71
13780,58.13,58.13,11111111.11,58.13
13781,99.64,122.63,99.64,99.64
13782,-62.75,-25.47,-62.75,-62.75
13783,19.9,44.39,19.9,19.9
13784,-331.92,-68.84,-331.92,-331.92
13785,-96.7,-96.7,11111111.11,-96.7
13786,0.0,-6901.04,0.0,0.0
13787,0.0,11111111.11,0.0,0.0
13788,0.0,11111111.11,0.0,0.0
13789,0.0,11111111.11,0.0,0.0
13790,0.0,11111111.11,0.0,0.0
13791,0.0,493.69,0.0,0.0
13792,0.0,27.03,0.0,0.0
13793,0.0,-117.23,0.0,0.0
13794,0.0,11111111.11,0.0,0.0
13795,0.0,-225.98,0.0,0.0
13796,-151.99,11111111.11,-151.99,-151.99
13797,-1349.82,-1349.82,11111111.11,-1349.82
13798,1254789.63,11111111.11,11111111.11,1254789.63
13799,1254789.63,11111111.11,11111111.11,1254789.63
13800,1254789.63,11111111.11,11111111.11,1254789.63
13801,-132.33,-127.19,-132.33,-132.33
13802,1254789.63,11111111.11,11111111.11,1254789.63
13803,1254789.63,11111111.11,11111111.11,1254789.63
13804,-539.34,11111111.11,-539.34,-539.34
13805,1254789.63,11111111.11,11111111.11,1254789.63
13806,1254789.63,11111111.11,11111111.11,1254789.63
13807,1254789.63,11111111.11,11111111.11,1254789.63
13808,1254789.63,11111111.11,11111111.11,1254789.63
13809,-269.89,-720.99,-269.89,-269.89
13810,1254789.63,11111111.11,11111111.11,1254789.63
13811,1254789.63,11111111.11,11111111.11,1254789.63
13812,-218.97,-545.34,-218.97,-218.97
13813,1254789.63,11111111.11,11111111.11,1254789.63
13814,148.47,173.29,148.47,148.47
13815,-5.23,-30.99,-5.23,-5.23
13816,132.43,375.42,132.43,132.43
13817,-66.92,-81.24,-66.92,-66.92
13818,0.0,69.23,0.0,0.0
13819,0.0,-8.86,0.0,0.0
13820,0.0,-66.01,0.0,0.0
13821,0.0,-86.33,0.0,0.0
13822,0.0,1482.9,0.0,0.0
13823,0.0,-111.08,0.0,0.0
13824,0.0,11111111.11,0.0,0.0
13825,0.0,11111111.11,0.0,0.0
13826,2947.16,11111111.11,2947.16,2947.16
13827,-49.45,-29.47,-49.45,-49.45
13828,-33.58,-35.72,-33.58,-33.58
13829,-65.13,-46.51,-65.13,-65.13
13830,-466.11,-445.63,-466.11,-466.11
13831,1254789.63,11111111.11,11111111.11,1254789.63
13832,-30.25,-38.84,-30.25,-30.25
13833,-65.03,212.94,-65.03,-65.03
13834,-48.46,-94.02,-48.46,-48.46
13835,-49.77,-433.54,-49.77,-49.77
13836,0.0,11111111.11,0.0,0.0
13837,0.0,11111111.11,0.0,0.0
13838,3.91,11111111.11,3.91,3.91
13839,-32.74,-21.68,-32.74,-32.74
13840,-140.55,-132.52,-140.55,-140.55
13841,1254789.63,11111111.11,11111111.11,1254789.63
13842,390.33,490.24,390.33,390.33
13843,96.68,95.12,96.68,96.68
13844,-0.9,12.71,-0.9,-0.9
13845,-29.99,-6.61,-29.99,-29.99
13846,-56.07,-67.4,-56.07,-56.07
13847,2999.9,2961.93,2999.9,2999.9
13848,-43.71,-32.39,-43.71,-43.71
13849,160.6,111.44,160.6,160.6
13850,1.87,-4.05,1.87,1.87
13851,37.43,43.84,37.43,37.43
13852,-29.09,-21.17,-29.09,-29.09
13853,33.82,17.05,33.82,33.82
13854,7.43,3.06,7.43,7.43
13855,-5.03,-13.76,-5.03,-5.03
13856,-98.0,-103.59,-98.0,-98.0
13857,-164.01,11111111.11,-164.01,-164.01
13858,-23.5,-23.5,11111111.11,-23.5
13859,-164.41,168.66,-164.41,-164.41
13860,376.44,376.44,11111111.11,376.44
13861,110.66,116.03,110.66,110.66
13862,112.1,123.46,112.1,112.1
13863,14.34,13.64,14.34,14.34
13864,2.02,1.31,2.02,2.02
13865,-96.89,-96.6,-96.89,-96.89
13866,70.52,20.46,70.52,70.52
13867,117.89,142.6,117.89,117.89
13868,19.26,40.46,19.26,19.26
13869,23.68,-5.63,23.68,23.68
13870,-28.74,-5.89,-28.74,-28.74
13871,-1.63,6.19,-1.63,-1.63
13872,-4.81,66.95,-4.81,-4.81
13873,232.97,81.58,232.97,232.97
13874,-46.16,-45.26,-46.16,-46.16
13875,-89.41,-95.45,-89.41,-89.41
13876,2426.84,5518.3,2426.84,2426.84
13877,59.49,17.7,59.49,59.49
13878,3.97,30.0,3.97,3.97
13879,11.01,10.3,11.01,11.01
13880,65.71,56.34,65.71,65.71
13881,-17.83,19.33,-17.83,-17.83
13882,7.43,-2.94,7.43,7.43
13883,464.32,401.64,464.32,464.32
13884,-81.29,-93.07,-81.29,-81.29
13885,-6.08,-40.34,-6.08,-6.08
13886,-51.94,98.27,-51.94,-51.94
13887,109.22,17.43,109.22,109.22
13888,-113.31,-100.16,-113.31,-113.31
13889,1254789.63,11111111.11,11111111.11,1254789.63
13890,1254789.63,11111111.11,11111111.11,1254789.63
13891,1254789.63,11111111.11,11111111.11,1254789.63
13892,1254789.63,11111111.11,11111111.11,1254789.63
13893,-722.88,-722.88,11111111.11,-722.88
13894,0.0,11111111.11,0.0,0.0
13895,0.0,11111111.11,0.0,0.0
13896,0.0,11111111.11,0.0,0.0
13897,-102.33,11111111.11,-102.33,-102.33
13898,88.98,88.98,11111111.11,88.98
13899,-147.33,-183.96,-147.33,-147.33
13900,1254789.63,11111111.11,11111111.11,1254789.63
13901,1254789.63,11111111.11,11111111.11,1254789.63
13902,1254789.63,11111111.11,11111111.11,1254789.63
13903,1254789.63,11111111.11,11111111.11,1254789.63
13904,1254789.63,11111111.11,11111111.11,1254789.63
13905,1254789.63,11111111.11,11111111.11,1254789.63
13906,1254789.63,11111111.11,11111111.11,1254789.63
13907,-187.88,-150.52,-187.88,-187.88
13908,1254789.63,11111111.11,11111111.11,1254789.63
13909,1254789.63,11111111.11,11111111.11,1254789.63
13910,1254789.63,11111111.11,11111111.11,1254789.63
13911,-96.99,-87.97,-96.99,-96.99
13912,-22166.14,-3061.76,-22166.14,-22166.14
13913,1254789.63,11111111.11,11111111.11,1254789.63
13914,1254789.63,11111111.11,11111111.11,1254789.63
13915,1254789.63,11111111.11,11111111.11,1254789.63
13916,1254789.63,11111111.11,11111111.11,1254789.63
13917,1254789.63,11111111.11,11111111.11,1254789.63
13918,1254789.63,11111111.11,11111111.11,1254789.63
13919,1254789.63,11111111.11,11111111.11,1254789.63
13920,1254789.63,11111111.11,11111111.11,1254789.63
13921,1254789.63,11111111.11,11111111.11,1254789.63
13922,1254789.63,11111111.11,11111111.11,1254789.63
13923,-651.44,-650.5,-651.44,-651.44
13924,1254789.63,11111111.11,11111111.11,1254789.63
13925,0.0,36.98,0.0,0.0
13926,0.0,6.19,0.0,0.0
13927,-77.57,-40.83,-77.57,-77.57
13928,-147.82,-145.23,-147.82,-147.82
13929,1254789.63,11111111.11,11111111.11,1254789.63
13930,1254789.63,11111111.11,11111111.11,1254789.63
13931,1254789.63,11111111.11,11111111.11,1254789.63
13932,1254789.63,11111111.11,11111111.11,1254789.63
13933,41350.8,11111111.11,41350.8,41350.8
13934,-4.02,24.31,-4.02,-4.02
13935,-68.89,-61.92,-68.89,-68.89
13936,-5.1,10.98,-5.1,-5.1
13937,-214.44,-267.9,-214.44,-214.44
13938,1254789.63,11111111.11,11111111.11,1254789.63
13939,77.61,2.22,77.61,77.61
13940,86.31,22.82,86.31,86.31
13941,76.92,249.8,76.92,76.92
13942,-69.37,-77.98,-69.37,-69.37
13943,-8.02,-8.32,-8.02,-8.02
13944,-42.08,-10.7,-42.08,-42.08
13945,46.46,9.73,46.46,46.46
13946,-12.14,-11.82,-12.14,-12.14
13947,-28.8,-19.26,-28.8,-28.8
13948,-57.1,-54.22,-57.1,-57.1
13949,77.32,91.42,77.32,77.32
13950,238.0,-10.63,238.0,238.0
13951,3628.77,6304.75,3628.77,3628.77
13952,-68.47,-114.22,-68.47,-68.47
13953,-1.35,11111111.11,-1.35,-1.35
13954,7.79,-101.12,7.79,7.79
13955,-14.82,11111111.11,-14.82,-14.82
13956,-57.44,-120.42,-57.44,-57.44
13957,302.43,11111111.11,302.43,302.43
13958,39.03,142.3,39.03,39.03
13959,-32.75,-69.62,-32.75,-32.75
13960,-93.37,-68.12,-93.37,-93.37
13961,0.0,99.44,0.0,0.0
13962,0.0,-58.41,0.0,0.0
13963,0.0,26.03,0.0,0.0
13964,-211.01,-28.73,-211.01,-211.01
13965,-75.32,-75.32,11111111.11,-75.32
13966,-86.1,-86.1,11111111.11,-86.1
13967,2631.31,2631.31,11111111.11,2631.31
13968,-24.35,20.61,-24.35,-24.35
13969,-96.38,-68.36,-96.38,-96.38
13970,107.36,-55.29,107.36,107.36
13971,-8.64,92.98,-8.64,-8.64
13972,350.36,118.32,350.36,350.36
13973,-41.09,-26.34,-41.09,-41.09
13974,143.06,2.56,143.06,143.06
13975,-143.39,-82.04,-143.39,-143.39
13976,90.6,90.6,11111111.11,90.6
13977,-802.76,-802.76,11111111.11,-802.76
13978,1254789.63,11111111.11,11111111.11,1254789.63
13979,0.0,-36.83,0.0,0.0
13980,0.0,35.73,0.0,0.0
13981,0.0,-58.49,0.0,0.0
13982,0.0,-17.19,0.0,0.0
13983,0.0,111.58,0.0,0.0
13984,0.0,-42.21,0.0,0.0
13985,0.0,-56.93,0.0,0.0
13986,0.0,51.26,0.0,0.0
13987,-70.2,761.79,-70.2,-70.2
13988,-147.53,105.01,-147.53,-147.53
13989,-11.97,-11.97,11111111.11,-11.97
13990,-66.03,-47.42,-66.03,-66.03
13991,-1690.76,-307.59,-1690.76,-1690.76
13992,1254789.63,11111111.11,11111111.11,1254789.63
13993,1254789.63,11111111.11,11111111.11,1254789.63
13994,4.68,370.71,4.68,4.68
13995,8.21,-77.83,8.21,8.21
13996,-1.09,-49.12,-1.09,-1.09
13997,0.0,-3.98,0.0,0.0
13998,-93.21,-40.3,-93.21,-93.21
13999,-932.11,-781.9,-932.11,-932.11
14000,1254789.63,11111111.11,11111111.11,1254789.63
14001,1254789.63,11111111.11,11111111.11,1254789.63
14002,52.17,-19.94,52.17,52.17
14003,128.68,213.69,128.68,128.68
14004,-286.94,-291.2,-286.94,-286.94
14005,1254789.63,11111111.11,11111111.11,1254789.63
14006,1254789.63,11111111.11,11111111.11,1254789.63
14007,1254789.63,11111111.11,11111111.11,1254789.63
14008,-120.96,11111111.11,-120.96,-120.96
14009,1254789.63,11111111.11,11111111.11,1254789.63
14010,1254789.63,11111111.11,11111111.11,1254789.63
14011,1254789.63,11111111.11,11111111.11,1254789.63
14012,21.98,7.2,21.98,21.98
14013,60.03,76.13,60.03,60.03
14014,-29.79,-27.1,-29.79,-29.79
14015,2.3,3.1,2.3,2.3
14016,-42.16,-45.56,-42.16,-42.16
14017,17.69,20.35,17.69,17.69
14018,19.68,19.48,19.68,19.68
14019,-32.48,-33.22,-32.48,-32.48
14020,-254.56,-33.24,-254.56,-254.56
14021,12.88,12.88,11111111.11,12.88
14022,-2.88,-2.88,11111111.11,-2.88
14023,-277.44,-277.44,11111111.11,-277.44
14024,1254789.63,11111111.11,11111111.11,1254789.63
14025,39.08,11111111.11,39.08,39.08
14026,-713.97,-774.66,-713.97,-713.97
14027,1254789.63,11111111.11,11111111.11,1254789.63
14028,1254789.63,11111111.11,11111111.11,1254789.63
14029,18.64,31.04,18.64,18.64
14030,-36.49,-19.96,-36.49,-36.49
14031,-86.75,-32.31,-86.75,-86.75
14032,-144.23,-84.43,-144.23,-144.23
14033,561.27,561.27,11111111.11,561.27
14034,-57.9,-39.53,-57.9,-57.9
14035,94.33,19.26,94.33,94.33
14036,-194.92,-269.63,-194.92,-194.92
14037,1254789.63,11111111.11,11111111.11,1254789.63
14038,-507.47,-508.08,-507.47,-507.47
14039,1254789.63,11111111.11,11111111.11,1254789.63
14040,-224.0,-222.85,-224.0,-224.0
14041,1254789.63,11111111.11,11111111.11,1254789.63
14042,1254789.63,11111111.11,11111111.11,1254789.63
14043,1254789.63,11111111.11,11111111.11,1254789.63
14044,70.84,80.58,70.84,70.84
14045,-21.18,-21.24,-21.18,-21.18
14046,53.43,53.43,53.43,53.43
14047,347.26,364.75,347.26,347.26
14048,1.27,-2.61,1.27,1.27
14049,-3.65,4.6,-3.65,-3.65
14050,-24.36,-25.51,-24.36,-24.36
14051,-10.04,-7.59,-10.04,-10.04
14052,16.6,22.17,16.6,16.6
14053,175.81,160.08,175.81,175.81
14054,-4.52,-21.62,-4.52,-4.52
14055,-33.09,-24.64,-33.09,-33.09
14056,-84.2,-91.09,-84.2,-84.2
14057,0.0,-24.57,0.0,0.0
14058,-124.48,-151.87,-124.48,-124.48
14059,1254789.63,11111111.11,11111111.11,1254789.63
14060,-3.57,-61.49,-3.57,-3.57
14061,129.12,414.18,129.12,129.12
14062,5.36,25.52,5.36,5.36
14063,-13.61,-62.88,-13.61,-13.61
14064,111.15,93.84,111.15,111.15
14065,-93.49,-90.88,-93.49,-93.49
