,회사명,거래소코드,회계년도,부실징후기업,한계기업
28796,이오플로우(주),294090,2018/12,1.0,1.0
28800,이원다이애그노믹스(주),245620,2018/12,1.0,1.0
28813,이원컴포텍(주),88290,2013/12,1.0,1.0
28841,이트론(주),96040,2010/12,1.0,1.0
28873,이화산업(주),760,2002/03,1.0,1.0
28891,이화전기공업(주),24810,2000/12,1.0,1.0
28916,인바이오(주),352940,2006/12,1.0,1.0
28935,인베니아(주),79950,2012/12,1.0,1.0
28954,인선이엔티(주),60150,2012/12,1.0,1.0
29092,인화정공(주),101930,2017/12,1.0,1.0
29116,일동홀딩스(주),230,2017/12,1.0,1.0
29119,일성건설(주),13360,2000/12,1.0,1.0
29165,일신방직(주),3200,2006/12,1.0,1.0
29182,일양약품(주),7570,2003/03,1.0,1.0
29207,일정실업(주),8500,2008/12,1.0,1.0
29222,일진다이아몬드(주),81000,2007/12,1.0,1.0
29239,일진디스플레이(주),20760,2004/12,1.0,1.0
29258,일진머티리얼즈(주),20150,2003/12,1.0,1.0
29279,일진전기(주),103590,2012/12,1.0,1.0
29289,일진하이솔루스(주),271940,2014/12,1.0,1.0
29296,일진홀딩스(주),15860,2001/12,1.0,1.0
29318,잉글우드랩(주),950140,2018/12,1.0,1.0
29326,자이글(주),234920,2019/12,1.0,1.0
29365,자화전자(주),33240,2019/12,1.0,1.0
29374,재영솔루텍(주),49630,2008/12,1.0,1.0
29390,전방(주),950,2004/12,1.0,1.0
29413,전진바이오팜(주),110020,2014/12,1.0,1.0
29429,제너셈(주),217190,2017/12,1.0,1.0
29458,제룡전기(주),33100,2017/12,1.0,1.0
29465,제이더블유생명과학(주),234080,2007/12,1.0,1.0
29483,제이더블유신약(주),67290,2005/12,1.0,1.0
29510,제이더블유중외제약(주),1060,2012/12,1.0,1.0
29522,제이더블유홀딩스(주),96760,2011/12,1.0,1.0
29537,제이스코홀딩스(주),23440,2006/12,1.0,1.0
29594,제이엔케이히터(주),126880,2014/12,1.0,1.0
29605,제이엠아이(주),33050,2005/12,1.0,1.0
29636,제이준코스메틱(주),25620,2001/12,1.0,1.0
29687,제일전기공업(주),199820,2009/12,1.0,1.0
29720,제주맥주(주),276730,2018/12,1.0,1.0
29761,조광페인트(주),4910,2019/12,1.0,1.0
29813,조아제약(주),34940,2001/12,1.0,1.0
29840,조일알미늄(주),18470,2008/12,1.0,1.0
29854,주성엔지니어링(주),36930,2002/12,1.0,1.0
29887,지나인제약(주),78650,2015/12,1.0,1.0
29901,지더블유바이텍(주),36180,2001/12,1.0,1.0
29934,지에스건설(주),6360,2014/12,1.0,1.0
29962,지엘팜텍(주),204840,2017/12,1.0,1.0
30021,진양제약(주),7370,2016/12,1.0,1.0
30042,진양폴리우레탄(주),10640,2017/12,1.0,1.0
30062,진양화학(주),51630,2018/12,1.0,1.0
30069,진원생명과학(주),11000,2005/12,1.0,1.0
30084,진흥기업(주),2780,2000/12,1.0,1.0
30111,참엔지니어링(주),9310,2001/12,1.0,1.0
30135,참존글로벌(주),158310,2015/12,1.0,1.0
30154,카페24(주),42000,2001/12,1.0,1.0
30176,커머스마이너 (주),223310,2017/12,1.0,1.0
30181,컨버즈(주),109070,2011/12,1.0,1.0
30226,케이비아이동국실업(주),1620,2008/12,1.0,1.0
30245,케이비아이메탈(주),24840,2007/12,1.0,1.0
30259,케이씨그린홀딩스(주),9440,2001/12,1.0,1.0
30282,케이씨코트렐(주),119650,2014/12,1.0,1.0
30289,케이알모터스(주),40,2001/12,1.0,1.0
30357,케이지케미칼(주),1390,2001/12,1.0,1.0
30388,케이피엑스라이프사이언스(주),114450,2014/12,1.0,1.0
30431,켄코아에어로스페이스(주),274090,2018/12,1.0,1.0
30438,코나아이(주),52400,2005/12,1.0,1.0
30456,코드네이처(주),78940,2007/12,1.0,1.0
30507,코스맥스엔비티(주),222040,2009/12,1.0,1.0
30518,코스모신소재(주),5070,2000/12,1.0,1.0
30538,코스모화학(주),5420,2000/12,1.0,1.0
30563,코아스템(주),166480,2018/12,1.0,1.0
30578,코오롱글로벌(주),3070,2013/12,1.0,1.0
30597,코오롱생명과학(주),102940,2018/12,1.0,1.0
30611,코오롱티슈진(주),950160,2018/12,1.0,1.0
30613,코오롱플라스틱(주),138490,2000/12,1.0,1.0
30655,코웰패션(주),33290,2002/12,1.0,1.0
30726,큐렉소(주),60280,2005/12,1.0,1.0
30755,크로바하이텍(주),43590,2014/12,1.0,1.0
30767,크루셜텍(주),114120,2013/12,1.0,1.0
30776,크리스탈지노믹스(주),83790,2004/12,1.0,1.0
30845,태광산업(주),3240,2001/12,1.0,1.0
30904,태원물산(주),1420,2000/12,1.0,1.0
30965,테라사이언스(주),73640,2013/12,1.0,1.0
31001,티와이엠(주),2900,2010/12,1.0,1.0
31041,티케이지애강(주),22220,2010/12,1.0,1.0
31094,파나케이아(주),58530,2007/12,1.0,1.0
31107,파미셀(주),5690,2000/12,1.0,1.0
31131,팜젠사이언스(주),4720,2004/09,1.0,1.0
31162,팬오션(주),28670,2012/12,1.0,1.0
31171,퍼스텍(주),10820,2001/12,1.0,1.0
31210,페이퍼코리아(주),1020,2008/12,1.0,1.0
31224,평화산업(주),90080,2008/12,1.0,1.0
31244,평화홀딩스(주),10770,2008/12,1.0,1.0
31262,포스코스틸리온(주),58430,2006/12,1.0,1.0
31329,풍원정밀(주),371950,2019/12,1.0,1.0
31332,프레스티지바이오로직스(주),334970,2019/12,1.0,1.0
31336,프리시젼바이오(주),335810,2019/12,1.0,1.0
31339,피씨엘(주),241820,2015/12,1.0,1.0
31411,피에스텍(주),2230,2019/12,1.0,1.0
31441,하나마이크론(주),67310,2009/12,1.0,1.0
31454,하나머티리얼즈(주),166090,2009/12,1.0,1.0
31519,하이트진로(주),80,2001/09,1.0,1.0
31624,한국내화(주),10040,2007/12,1.0,1.0
31661,한국맥널티(주),222980,2010/12,1.0,1.0
31716,한국수출포장공업(주),2200,2005/12,1.0,1.0
31838,한국전력공사(주),15760,2012/12,1.0,1.0
31887,한국전자인증(주),41460,2003/12,1.0,1.0
31914,한국정밀기계(주),101680,2013/12,1.0,1.0
31933,한국정보공학(주),39740,2012/12,1.0,1.0
31965,한국정보통신(주),25770,2004/12,1.0,1.0
31996,한국조선해양(주),9540,2015/12,1.0,1.0
32002,한국주강(주),25890,2001/12,1.0,1.0
32049,한국지역난방공사,71320,2008/12,1.0,1.0
32146,한국프랜지공업(주),10100,2018/12,1.0,1.0
32149,한국항공우주산업(주),47810,2001/12,1.0,1.0
32170,한국화장품(주),123690,2012/12,1.0,1.0
32192,한라아이엠에스(주),92460,2018/12,1.0,1.0
32196,한미반도체(주),42700,2002/12,1.0,1.0
32249,한성기업(주),3680,2005/12,1.0,1.0
32316,한솔로지스틱스(주),9180,2001/12,1.0,1.0
32372,한솔테크닉스(주),4710,2002/12,1.0,1.0
32391,한솔피엔에스(주),10420,2001/12,1.0,1.0
32411,한솔홀딩스(주),4150,2001/12,1.0,1.0
32433,한스바이오메드(주),42520,2004/09,1.0,1.0
32450,한신공영(주),4960,2001/12,1.0,1.0
32497,한양디지텍(주),78350,2012/12,1.0,1.0
32553,한올바이오파마(주),9420,2008/12,1.0,1.0
32585,한일단조공업(주),24740,2001/12,1.0,1.0
32607,한일사료(주),5860,2003/12,1.0,1.0
32636,한일철강(주),2220,2010/12,1.0,1.0
32646,한일현대시멘트(주),6390,2000/12,1.0,1.0
32697,한일화학공업(주),7770,2011/12,1.0,1.0
32763,한화솔루션(주),9830,2001/12,1.0,1.0
32784,한화시스템(주),272210,2002/12,1.0,1.0
32817,한화에어로스페이스(주),12450,2015/12,1.0,1.0
32861,해성옵틱스(주),76610,2018/12,1.0,1.0
32894,핸즈코퍼레이션(주),143210,2013/12,1.0,1.0
32907,현대건설(주),720,2001/12,1.0,1.0
32956,현대두산인프라코어(주),42670,2009/12,1.0,1.0
32982,현대로템(주),64350,2015/12,1.0,1.0
33014,현대바이오사이언스(주),48410,2006/12,1.0,1.0
33081,현대에이치티(주),39010,2010/12,1.0,1.0
33147,현대위아(주),11210,2018/12,1.0,1.0
33151,현대일렉트릭앤에너지시스템(주),267260,2019/12,1.0,1.0
33230,현우산업(주),92300,2013/12,1.0,1.0
33287,화성산업(주),2460,2010/12,1.0,1.0
33336,화천기공(주),850,2000/12,1.0,1.0
33383,효성아이티엑스(주),94280,2009/12,1.0,1.0
33439,휴림로봇(주),90710,2008/12,1.0,1.0
33456,휴마시스(주),205470,2019/12,1.0,1.0
33489,흥아해운(주),3280,2003/12,1.0,1.0
