회사명,거래소코드,회계년도,유형자산(*)(IFRS)(천원),유형자산(*)(IFRS연결)(천원)
나무기술(주),242040,2019/12,588817,1074085
나이스정보통신(주),036800,2011/12,18577790,
나이스정보통신(주),036800,2012/12,20127458,
나이스정보통신(주),036800,2013/12,19135905,
나이스정보통신(주),036800,2014/12,21659447,
나이스정보통신(주),036800,2015/12,26535887,
나이스정보통신(주),036800,2016/12,23190473,25036865
나이스정보통신(주),036800,2017/12,14822372,16117114
나이스정보통신(주),036800,2018/12,10781731,13165002
나이스정보통신(주),036800,2019/12,5961601,11509143
나이스평가정보(주),030190,2011/12,12890669,16602818
나이스평가정보(주),030190,2012/12,13519395,14856940
나이스평가정보(주),030190,2013/12,23250053,24302449
나이스평가정보(주),030190,2014/12,7100996,8156436
나이스평가정보(주),030190,2015/12,7675110,9532506
나이스평가정보(주),030190,2016/12,12392893,15332810
나이스평가정보(주),030190,2017/12,29312435,32193261
나이스평가정보(주),030190,2018/12,34075939,36327617
나이스평가정보(주),030190,2019/12,51934235,55105811
남광토건(주),001260,2011/12,20814695,33605806
남광토건(주),001260,2012/12,19873046,30954311
남광토건(주),001260,2013/12,19099859,29215061
남광토건(주),001260,2014/12,18528352,28466581
남광토건(주),001260,2015/12,17937300,28052749
남광토건(주),001260,2016/12,2435897,2523621
남광토건(주),001260,2017/12,3402938,3490662
남광토건(주),001260,2018/12,3382566,3470290
남광토건(주),001260,2019/12,3147240,3234964
남양유업(주),003920,2011/12,200970112,208444567
남양유업(주),003920,2012/12,277075852,285201946
남양유업(주),003920,2013/12,332064647,349007857
남양유업(주),003920,2014/12,309843341,334684395
남양유업(주),003920,2015/12,281668960,317724351
남양유업(주),003920,2016/12,263001049,319563675
남양유업(주),003920,2017/12,268358929,334508287
남양유업(주),003920,2018/12,274255212,362097515
남양유업(주),003920,2019/12,261541945,392691613
남해화학(주),025860,2011/12,166167708,
남해화학(주),025860,2012/12,158434456,
남해화학(주),025860,2013/12,149579658,
남해화학(주),025860,2014/12,147150505,
남해화학(주),025860,2015/12,153205657,
남해화학(주),025860,2016/12,169763524,170150650
남해화학(주),025860,2017/12,172630027,173166562
남해화학(주),025860,2018/12,171077041,
남해화학(주),025860,2019/12,172080672,
남화산업(주),111710,2018/12,42278533,
남화산업(주),111710,2019/12,43222263,
남화토건(주),091590,2012/12,3381064,3723462
남화토건(주),091590,2013/12,3228921,3570959
남화토건(주),091590,2014/12,3142469,3484154
남화토건(주),091590,2015/12,2950426,3291762
남화토건(주),091590,2016/12,2965684,3306673
남화토건(주),091590,2017/12,2890989,3231632
남화토건(주),091590,2018/12,2781499,3121797
남화토건(주),091590,2019/12,2682038,3021990
네이버(주),035420,2011/12,265165117,383865979
네이버(주),035420,2012/12,360920592,565585659
네이버(주),035420,2013/12,556788844,791565324
네이버(주),035420,2014/12,681974129,900956696
네이버(주),035420,2015/12,662033287,863804605
네이버(주),035420,2016/12,666613522,863258398
네이버(주),035420,2017/12,765297081,1150012699
네이버(주),035420,2018/12,806940725,1457302209
네이버(주),035420,2019/12,855943164,1596271318
넥센타이어(주),002350,2011/12,807217769,1083727412
넥센타이어(주),002350,2012/12,936385870,1259858918
넥센타이어(주),002350,2013/12,1119343194,1482192063
넥센타이어(주),002350,2014/12,1340481806,1702399978
넥센타이어(주),002350,2015/12,1334345449,1692031480
넥센타이어(주),002350,2016/12,1303065241,1647201029
넥센타이어(주),002350,2017/12,1268341988,1765739280
넥센타이어(주),002350,2018/12,1263036066,2128605404
넥센타이어(주),002350,2019/12,1263327959,2189843359
넷마블(주),251270,2017/12,27135093,145388508
넷마블(주),251270,2018/12,102929808,174295182
넷마블(주),251270,2019/12,105692483,235631612
농업회사법인(주)농우바이오,054050,2011/10,47979479,66202284
농업회사법인(주)농우바이오,054050,2013/09,48233728,67524929
농업회사법인(주)농우바이오,054050,2014/09,55680242,74002178
농업회사법인(주)농우바이오,054050,2015/09,47219310,65682380
농업회사법인(주)농우바이오,054050,2016/12,45121697,61602442
농업회사법인(주)농우바이오,054050,2017/12,43901913,65164474
농업회사법인(주)농우바이오,054050,2018/12,48084356,67971153
농업회사법인(주)농우바이오,054050,2019/12,56670959,82257738
농업회사법인아시아종묘(주),154030,2018/09,10107148,10172093
농업회사법인아시아종묘(주),154030,2019/09,17607404,17692295
뉴지랩파마(주),214870,2015/12,7887132,
뉴지랩파마(주),214870,2016/12,9830862,
뉴지랩파마(주),214870,2017/12,9551612,9551612
뉴지랩파마(주),214870,2018/12,5209144,5209144
뉴지랩파마(주),214870,2019/12,5036545,5057507
다믈멀티미디어(주),093640,2011/12,154131,
다믈멀티미디어(주),093640,2012/12,80156,
다믈멀티미디어(주),093640,2013/12,51032,
다믈멀티미디어(주),093640,2014/12,49203,
다믈멀티미디어(주),093640,2015/12,121362,
다믈멀티미디어(주),093640,2016/12,122822,
다믈멀티미디어(주),093640,2017/12,154776,
다믈멀티미디어(주),093640,2018/12,93272,
다믈멀티미디어(주),093640,2019/12,463915,
다스코(주),058730,2011/12,21539064,22039064
다스코(주),058730,2012/12,25711914,
다스코(주),058730,2013/12,29012262,
다스코(주),058730,2014/12,34771746,
다스코(주),058730,2015/12,33975569,33975569
다스코(주),058730,2016/12,50686078,50686078
다스코(주),058730,2017/12,58658112,58658112
다스코(주),058730,2018/12,57149962,57149962
다스코(주),058730,2019/12,56059051,56326347
대동금속(주),020400,2011/12,33421765,
대동금속(주),020400,2012/12,33660786,
대동금속(주),020400,2013/12,33449761,
대동금속(주),020400,2014/12,37266347,
대동금속(주),020400,2015/12,48594914,
대동금속(주),020400,2016/12,47142058,
대동금속(주),020400,2017/12,46442273,
대동금속(주),020400,2018/12,58927371,
대동금속(주),020400,2019/12,74558056,
대동기어(주),008830,2011/12,67751814,
대동기어(주),008830,2012/12,67800625,
대동기어(주),008830,2013/12,75107596,
대동기어(주),008830,2014/12,78983728,
대동기어(주),008830,2015/12,102667455,
대동기어(주),008830,2016/12,107100881,
대동기어(주),008830,2017/12,109630607,
대동기어(주),008830,2018/12,113433439,
대동기어(주),008830,2019/12,118505967,
대동전자(주),008110,2011/03,11022405,45374384
대동전자(주),008110,2012/03,10948980,39787793
대동전자(주),008110,2013/03,11506481,26767015
대동전자(주),008110,2014/03,10740779,23641778
대동전자(주),008110,2015/03,35034210,43526964
대동전자(주),008110,2016/03,38442671,46950217
대동전자(주),008110,2017/03,37383180,45569632
대동전자(주),008110,2018/03,35749453,44227382
대동전자(주),008110,2019/03,35462112,47299998
대림비앤코(주),005750,2011/12,110426748,110791841
대림비앤코(주),005750,2012/12,114654068,115407549
대림비앤코(주),005750,2013/12,112050717,116239782
대림비앤코(주),005750,2014/12,111844428,118196058
대림비앤코(주),005750,2015/12,112592058,121377159
대림비앤코(주),005750,2016/12,113831210,122986418
대림비앤코(주),005750,2017/12,113934350,122309058
대림비앤코(주),005750,2018/12,124388438,124482827
대림비앤코(주),005750,2019/12,123720310,123783554
대림통상(주),006570,2011/12,137344694,148838194
대림통상(주),006570,2012/12,135317223,144526993
대림통상(주),006570,2013/12,133423337,140831091
대림통상(주),006570,2014/12,113729607,121611734
대림통상(주),006570,2015/12,112901559,121585310
대림통상(주),006570,2016/12,111699791,120586460
대림통상(주),006570,2017/12,69494359,76869196
대림통상(주),006570,2018/12,68149336,74954647
대림통상(주),006570,2019/12,66469317,68960215
대모엔지니어링(주),317850,2019/12,37239872,38441600
대보마그네틱(주),290670,2018/12,3433568,
대보마그네틱(주),290670,2019/12,6858964,
대봉엘에스(주),078140,2011/12,11166608,11524255
대봉엘에스(주),078140,2012/12,11007096,11730491
대봉엘에스(주),078140,2013/12,11446021,12251447
대봉엘에스(주),078140,2014/12,11397333,12072807
대봉엘에스(주),078140,2015/12,11238685,11982149
대봉엘에스(주),078140,2016/12,13550668,14476515
대봉엘에스(주),078140,2017/12,15840533,16971687
대봉엘에스(주),078140,2018/12,17664480,18947070
대봉엘에스(주),078140,2019/12,23011594,24386219
대상(주),001680,2011/12,452820398,613388025
대상(주),001680,2012/12,459727374,631656080
대상(주),001680,2013/12,454322708,632730759
대상(주),001680,2014/12,488797007,678617949
대상(주),001680,2015/12,604558581,801593281
대상(주),001680,2016/12,605152474,854084306
대상(주),001680,2017/12,677575558,894297725
대상(주),001680,2018/12,681895260,956206155
대상(주),001680,2019/12,733303330,960605761
대상홀딩스(주),084690,2011/12,440615,36104318
대상홀딩스(주),084690,2012/12,258761,34590663
대상홀딩스(주),084690,2013/12,448738,665823463
대상홀딩스(주),084690,2014/12,302740,708172619
대상홀딩스(주),084690,2015/12,480246,832252412
대상홀딩스(주),084690,2016/12,359217,883373703
대상홀딩스(주),084690,2017/12,221687,939238365
대상홀딩스(주),084690,2018/12,101385,1007139278
대상홀딩스(주),084690,2019/12,702870,1044006947
대성산업(주),128820,2011/12,1270096037,1301477838
대성산업(주),128820,2012/12,1217460623,1247441757
대성산업(주),128820,2013/12,919575306,941527091
대성산업(주),128820,2014/12,494864863,505021265
대성산업(주),128820,2015/12,470537274,490259334
대성산업(주),128820,2016/12,452156363,460239916
대성산업(주),128820,2017/12,446192619,617166466
대성산업(주),128820,2018/12,504090273,680061230
대성산업(주),128820,2019/12,499219951,669286947
대성에너지(주),117580,2011/12,324152876,
대성에너지(주),117580,2012/12,344847237,
대성에너지(주),117580,2013/12,360965337,
대성에너지(주),117580,2014/12,370681275,
대성에너지(주),117580,2015/12,385832177,
대성에너지(주),117580,2016/12,402584792,
대성에너지(주),117580,2017/12,415490907,
대성에너지(주),117580,2018/12,423602074,423823673
대성에너지(주),117580,2019/12,446601034,447070183
대성홀딩스(주),016710,2011/12,592267,358762081
대성홀딩스(주),016710,2012/12,454121,378171373
대성홀딩스(주),016710,2013/12,2178245,392719925
대성홀딩스(주),016710,2014/12,2147558,403251589
대성홀딩스(주),016710,2015/12,2269288,425117641
대성홀딩스(주),016710,2016/12,2297954,447451512
대성홀딩스(주),016710,2017/12,2234659,464849874
대성홀딩스(주),016710,2018/12,2301793,476859003
대성홀딩스(주),016710,2019/12,2402728,506180994
대신정보통신(주),020180,2011/03,5995056,
대신정보통신(주),020180,2012/03,6437578,
대신정보통신(주),020180,2013/03,7573647,
대신정보통신(주),020180,2014/03,8578073,
대신정보통신(주),020180,2015/03,8571202,
대신정보통신(주),020180,2016/03,8096045,
대신정보통신(주),020180,2017/03,7832896,
대신정보통신(주),020180,2018/03,15680482,
대신정보통신(주),020180,2019/03,15206097,
대아티아이(주),045390,2011/12,3629415,3828340
대아티아이(주),045390,2012/12,3230844,3351806
대아티아이(주),045390,2013/12,3123014,3197302
대아티아이(주),045390,2014/12,3372733,3425819
대아티아이(주),045390,2015/12,3378667,3515023
대아티아이(주),045390,2016/12,4330605,4498111
대아티아이(주),045390,2017/12,5302034,5431860
대아티아이(주),045390,2018/12,6100878,6216478
대아티아이(주),045390,2019/12,7271801,8881598
대양전기공업(주),108380,2011/12,34964323,
대양전기공업(주),108380,2012/12,52112851,53498895
대양전기공업(주),108380,2013/12,57104885,59171540
대양전기공업(주),108380,2014/12,60753773,64073194
대양전기공업(주),108380,2015/12,64311373,67845176
대양전기공업(주),108380,2016/12,65684225,68877827
대양전기공업(주),108380,2017/12,69560843,72735745
대양전기공업(주),108380,2018/12,71708531,74922220
대양전기공업(주),108380,2019/12,72163861,74854584
대양제지공업(주),006580,2011/12,62884775,124039896
대양제지공업(주),006580,2012/12,78349373,123675373
대양제지공업(주),006580,2013/12,76698164,121162561
대양제지공업(주),006580,2014/12,70934116,112550804
대양제지공업(주),006580,2015/12,67919954,113162407
대양제지공업(주),006580,2016/12,66734666,124020017
대양제지공업(주),006580,2017/12,65630738,135864772
대양제지공업(주),006580,2018/12,62816957,130272801
대양제지공업(주),006580,2019/12,65496932,129776606
대영포장(주),014160,2011/12,145794377,
대영포장(주),014160,2012/12,140573391,
대영포장(주),014160,2013/12,137835150,
대영포장(주),014160,2014/12,144831154,
대영포장(주),014160,2015/12,148904862,
대영포장(주),014160,2016/12,143040462,
대영포장(주),014160,2017/12,136745434,
대영포장(주),014160,2018/12,156197457,
대영포장(주),014160,2019/12,148661856,
대우전자부품(주),009320,2011/12,24131998,28125778
대우전자부품(주),009320,2012/12,24408922,27553348
대우전자부품(주),009320,2013/12,14578097,17153563
대우전자부품(주),009320,2014/12,35557324,36677029
대우전자부품(주),009320,2015/12,36873636,38485991
대우전자부품(주),009320,2016/12,36438627,38557718
대우전자부품(주),009320,2017/12,37591335,40524991
대우전자부품(주),009320,2018/12,37017894,
대우전자부품(주),009320,2019/12,40048200,
대우조선해양(주),042660,2011/12,4092582971,6503690173
대우조선해양(주),042660,2012/12,4160030692,6218617025
대우조선해양(주),042660,2013/12,4216639420,6211055670
대우조선해양(주),042660,2014/12,4360276659,6232975081
대우조선해양(주),042660,2015/12,4799289161,5838335854
대우조선해양(주),042660,2016/12,4396108020,5197876512
대우조선해양(주),042660,2017/12,3724844586,4003428005
대우조선해양(주),042660,2018/12,3689950630,3822851871
대우조선해양(주),042660,2019/12,3570231676,3694459007
대원강업(주),000430,2011/12,313791858,527008619
대원강업(주),000430,2012/12,328888946,587018250
대원강업(주),000430,2013/12,386920543,698470934
대원강업(주),000430,2014/12,359537492,688343190
대원강업(주),000430,2015/12,355574320,697258052
대원강업(주),000430,2016/12,362096204,741898010
대원강업(주),000430,2017/12,346497522,698912881
대원강업(주),000430,2018/12,336514397,670132117
대원강업(주),000430,2019/12,314302453,635269953
대원미디어(주),048910,2011/12,1006506,8635273
대원미디어(주),048910,2012/12,844874,15687505
대원미디어(주),048910,2013/12,950566,15673439
대원미디어(주),048910,2014/12,794195,15448771
대원미디어(주),048910,2015/12,1091852,15949416
대원미디어(주),048910,2016/12,2003628,16790128
대원미디어(주),048910,2017/12,4055173,19119726
대원미디어(주),048910,2018/12,5833595,20655176
대원미디어(주),048910,2019/12,9253736,25609217
대원산업(주),005710,2011/12,31851870,59969909
대원산업(주),005710,2012/12,35323785,72898054
대원산업(주),005710,2013/12,34710418,68657408
대원산업(주),005710,2014/12,36285825,67517954
대원산업(주),005710,2015/12,35522169,64200673
대원산업(주),005710,2016/12,52042593,80850649
대원산업(주),005710,2017/12,59444050,82667986
대원산업(주),005710,2018/12,57271535,82208021
대원산업(주),005710,2019/12,67762918,91573798
대원전선(주),006340,2011/12,25945269,34060688
대원전선(주),006340,2012/12,25824589,33141094
대원전선(주),006340,2013/12,26549842,59958804
대원전선(주),006340,2014/12,26402248,59746795
대원전선(주),006340,2015/12,26548239,68044546
대원전선(주),006340,2016/12,26730200,68626943
대원전선(주),006340,2017/12,26097169,39303567
대원전선(주),006340,2018/12,25864293,39088475
대원전선(주),006340,2019/12,25424928,43382631
대원제약(주),003220,2011/12,56719905,56992745
대원제약(주),003220,2012/12,56839086,57366503
대원제약(주),003220,2013/12,63395667,63927579
대원제약(주),003220,2014/12,75727504,76156371
대원제약(주),003220,2015/12,89858721,90330768
대원제약(주),003220,2016/12,100440621,100863697
대원제약(주),003220,2017/12,107774922,108092505
대원제약(주),003220,2018/12,134423143,134683369
대원제약(주),003220,2019/12,156271307,156467620
대원화성(주),024890,2011/12,48819926,57382915
대원화성(주),024890,2012/12,45462364,52629999
대원화성(주),024890,2013/12,44776296,50163651
대원화성(주),024890,2014/12,44411714,48898468
대원화성(주),024890,2015/12,43904965,49062004
대원화성(주),024890,2016/12,44098138,48767675
대원화성(주),024890,2017/12,43310348,47385044
대원화성(주),024890,2018/12,43266576,47648883
대원화성(주),024890,2019/12,42099313,49015825
대정화금(주),120240,2011/12,23186924,
대정화금(주),120240,2012/12,27550771,
대정화금(주),120240,2013/12,27924947,
대정화금(주),120240,2014/12,27263780,
대정화금(주),120240,2015/12,25270429,
대정화금(주),120240,2016/12,24593802,
대정화금(주),120240,2017/12,45818491,
대정화금(주),120240,2018/12,48848045,
대정화금(주),120240,2019/12,73565560,
대주산업(주),003310,2011/12,45698014,45698014
대주산업(주),003310,2012/12,45268566,45268566
대주산업(주),003310,2013/12,44968531,44968531
대주산업(주),003310,2014/12,44854197,44854197
대주산업(주),003310,2015/12,45014769,45014769
대주산업(주),003310,2016/12,45280996,45280996
대주산업(주),003310,2017/12,50814656,50814656
대주산업(주),003310,2018/12,58291047,58291047
대주산업(주),003310,2019/12,56793978,56793978
대주전자재료(주),078600,2011/12,44646541,47826393
대주전자재료(주),078600,2012/12,59281791,62194836
대주전자재료(주),078600,2013/12,58631383,61102302
대주전자재료(주),078600,2014/12,67842602,70441668
대주전자재료(주),078600,2015/12,84955130,87737347
대주전자재료(주),078600,2016/12,82005056,87413456
대주전자재료(주),078600,2017/12,80496723,88193690
대주전자재료(주),078600,2018/12,107107847,114913337
대주전자재료(주),078600,2019/12,117259283,127401882
대창단조(주),015230,2011/12,36639764,41113701
대창단조(주),015230,2012/12,35154897,40138883
대창단조(주),015230,2013/12,34306660,38966057
대창단조(주),015230,2014/12,33064103,54657718
대창단조(주),015230,2015/12,31824965,66500352
대창단조(주),015230,2016/12,35706940,63313181
대창단조(주),015230,2017/12,33215676,60493164
대창단조(주),015230,2018/12,33169216,61559010
대창단조(주),015230,2019/12,32586400,66516411
대한광통신(주),010170,2011/12,112241808,
대한광통신(주),010170,2012/12,103846983,
대한광통신(주),010170,2013/12,97597992,
대한광통신(주),010170,2014/12,90934330,90934330
대한광통신(주),010170,2015/12,87530239,87530239
대한광통신(주),010170,2016/12,56558266,56563924
대한광통신(주),010170,2017/12,62801810,63864789
대한광통신(주),010170,2018/12,100941273,100782914
대한광통신(주),010170,2019/12,114747119,114563903
대한그린파워(주),060900,2011/12,212934,290409
대한그린파워(주),060900,2012/12,155666,6345981
대한그린파워(주),060900,2013/12,4055230,6062811
대한그린파워(주),060900,2014/12,4079500,
대한그린파워(주),060900,2015/12,4959217,
대한그린파워(주),060900,2016/12,6536756,
대한그린파워(주),060900,2017/12,6785698,
대한그린파워(주),060900,2018/12,6699383,24596622
대한그린파워(주),060900,2019/12,22272581,30340923
대한뉴팜(주),054670,2011/12,14649909,
대한뉴팜(주),054670,2012/12,15318042,
대한뉴팜(주),054670,2013/12,17539671,
대한뉴팜(주),054670,2014/12,21913442,
대한뉴팜(주),054670,2015/12,23268148,
대한뉴팜(주),054670,2016/12,25431296,
대한뉴팜(주),054670,2017/12,24017174,
대한뉴팜(주),054670,2018/12,23188290,
대한뉴팜(주),054670,2019/12,30876233,
대한방직(주),001070,2011/12,82908768,103699227
대한방직(주),001070,2012/12,82582539,99830440
대한방직(주),001070,2013/12,81400435,96833923
대한방직(주),001070,2014/12,226033685,240042048
대한방직(주),001070,2015/12,223084886,235193370
대한방직(주),001070,2016/12,245601504,255289226
대한방직(주),001070,2017/12,82436600,90322264
대한방직(주),001070,2018/12,81316548,83080180
대한방직(주),001070,2019/12,81060622,81170306
대한약품공업(주),023910,2011/12,40838397,
대한약품공업(주),023910,2012/12,44952588,
대한약품공업(주),023910,2013/12,58146449,
대한약품공업(주),023910,2014/12,64613770,
대한약품공업(주),023910,2015/12,64089238,
대한약품공업(주),023910,2016/12,80331790,
대한약품공업(주),023910,2017/12,93794708,
대한약품공업(주),023910,2018/12,120237759,
대한약품공업(주),023910,2019/12,125820189,
대한유화(주),006650,2011/12,691048229,718839249
대한유화(주),006650,2012/12,693941797,720173152
대한유화(주),006650,2013/12,752899136,777574122
대한유화(주),006650,2014/12,892519624,915638495
대한유화(주),006650,2015/12,938220770,960011224
대한유화(주),006650,2016/12,1140576901,1161243455
대한유화(주),006650,2017/12,1369853405,1389201202
대한유화(주),006650,2018/12,1354615346,1381372062
대한유화(주),006650,2019/12,1315542651,1382684007
대한전선(주),001440,2011/12,555078698,767461192
대한전선(주),001440,2012/12,561908582,757249904
대한전선(주),001440,2013/12,531725116,713259888
대한전선(주),001440,2014/12,504840319,678851679
대한전선(주),001440,2015/12,485252850,630919312
대한전선(주),001440,2016/12,480391941,526599145
대한전선(주),001440,2017/12,474958481,521547855
대한전선(주),001440,2018/12,452618285,426032673
대한전선(주),001440,2019/12,435766211,410812893
대한제강(주),084010,2011/12,282107277,282431811
대한제강(주),084010,2012/12,276958837,283088574
대한제강(주),084010,2013/12,267054567,278021873
대한제강(주),084010,2014/12,258277365,266509542
대한제강(주),084010,2015/12,227502775,241587522
대한제강(주),084010,2016/12,200908414,218001816
대한제강(주),084010,2017/12,181389977,208304013
대한제강(주),084010,2018/12,172382328,198418179
대한제강(주),084010,2019/12,180336193,200512419
대한제당(주),001790,2011/12,198917267,473323230
대한제당(주),001790,2012/12,204241941,452184477
대한제당(주),001790,2013/12,199535110,446403586
대한제당(주),001790,2014/12,198266876,453238610
대한제당(주),001790,2015/12,194155908,448914896
대한제당(주),001790,2016/12,190663037,425324268
대한제당(주),001790,2017/12,192938976,424199210
대한제당(주),001790,2018/12,190289804,417434913
대한제당(주),001790,2019/12,175778648,407611250
대한제분(주),001130,2011/12,136451229,266170882
대한제분(주),001130,2012/12,131537276,270786651
대한제분(주),001130,2013/12,124207772,264040033
대한제분(주),001130,2014/12,124072148,263129736
대한제분(주),001130,2015/12,119018502,257562749
대한제분(주),001130,2016/12,110790649,247034819
대한제분(주),001130,2017/12,94977898,233509089
대한제분(주),001130,2018/12,91353997,236065681
대한제분(주),001130,2019/12,89059603,321302125
대한해운(주),005880,2011/12,1338928919,1368749079
대한해운(주),005880,2012/12,1130906327,
대한해운(주),005880,2013/12,1008461541,
대한해운(주),005880,2014/12,1087712658,1089583486
대한해운(주),005880,2015/12,1317635458,1319782195
대한해운(주),005880,2016/12,1647582287,1783343902
대한해운(주),005880,2017/12,1659702927,2131452103
대한해운(주),005880,2018/12,1140988472,1722053636
대한해운(주),005880,2019/12,1438177928,2013682352
대한화섬(주),003830,2011/12,115975703,
대한화섬(주),003830,2012/12,103592790,
대한화섬(주),003830,2013/12,90840034,
대한화섬(주),003830,2014/12,75614396,
대한화섬(주),003830,2015/12,49681845,
대한화섬(주),003830,2016/12,47609204,
대한화섬(주),003830,2017/12,45402448,
대한화섬(주),003830,2018/12,42449578,
대한화섬(주),003830,2019/12,18776826,
대화제약(주),067080,2011/12,53903295,54238921
대화제약(주),067080,2012/12,52168899,52505764
대화제약(주),067080,2013/12,49001419,49717293
대화제약(주),067080,2014/12,46973771,49307974
대화제약(주),067080,2015/12,47385394,49622843
대화제약(주),067080,2016/12,65595274,70178695
대화제약(주),067080,2017/12,61490140,66044077
대화제약(주),067080,2018/12,57698323,64473176
대화제약(주),067080,2019/12,51613461,68119777
더이앤엠(주),089230,2011/12,145331195,
더이앤엠(주),089230,2012/12,154585738,
더이앤엠(주),089230,2013/12,137200995,
더이앤엠(주),089230,2014/12,63767854,72062920
더이앤엠(주),089230,2015/12,31111074,33021356
더이앤엠(주),089230,2016/12,34878022,36178022
더이앤엠(주),089230,2017/12,713900,713900
더이앤엠(주),089230,2018/12,821160,852777
더이앤엠(주),089230,2019/12,3473589,3662608
덕산네오룩스(주),213420,2015/12,37980817,
덕산네오룩스(주),213420,2016/12,35663938,
덕산네오룩스(주),213420,2017/12,42345155,
덕산네오룩스(주),213420,2018/12,45513968,
덕산네오룩스(주),213420,2019/12,53851272,
덕산하이메탈(주),077360,2011/12,65154594,
덕산하이메탈(주),077360,2012/12,64761989,
덕산하이메탈(주),077360,2013/12,66348913,71378099
덕산하이메탈(주),077360,2014/12,27551126,38681012
덕산하이메탈(주),077360,2015/12,23586453,63216731
덕산하이메탈(주),077360,2016/12,22916242,33425296
덕산하이메탈(주),077360,2017/12,21927705,21927705
덕산하이메탈(주),077360,2018/12,22839844,22839844
덕산하이메탈(주),077360,2019/12,28059177,28183009
덕양산업(주),024900,2011/12,41389779,
덕양산업(주),024900,2012/12,47642277,
덕양산업(주),024900,2013/12,49977186,
덕양산업(주),024900,2014/12,78449654,
덕양산업(주),024900,2015/12,81729515,103262994
덕양산업(주),024900,2016/12,79654670,107395823
덕양산업(주),024900,2017/12,88672906,133189302
덕양산업(주),024900,2018/12,87034040,130905077
덕양산업(주),024900,2019/12,95295771,140389158
덕우전자(주),263600,2017/12,34459251,46955556
덕우전자(주),263600,2018/12,29550899,46517213
덕우전자(주),263600,2019/12,32047570,49832633
데브시스터즈(주),194480,2014/12,1962769,
데브시스터즈(주),194480,2015/12,2012819,2123501
데브시스터즈(주),194480,2016/12,3919910,4029416
데브시스터즈(주),194480,2017/12,3509867,3744384
데브시스터즈(주),194480,2018/12,2875286,4042440
데브시스터즈(주),194480,2019/12,2182313,3259079
도이치모터스(주),067990,2011/12,30355401,30385630
도이치모터스(주),067990,2012/12,62375684,62611364
도이치모터스(주),067990,2013/12,70041937,71511718
도이치모터스(주),067990,2014/12,76715313,78294826
도이치모터스(주),067990,2015/12,75575705,76802866
도이치모터스(주),067990,2016/12,88290222,134154738
도이치모터스(주),067990,2017/12,123709215,268530950
도이치모터스(주),067990,2018/12,127944302,220255140
도이치모터스(주),067990,2019/12,137573092,298466169
동국산업(주),005160,2011/12,126699082,249190238
동국산업(주),005160,2012/12,164052922,293835026
동국산업(주),005160,2013/12,185031670,306252904
동국산업(주),005160,2014/12,209654471,343674661
동국산업(주),005160,2015/12,200068226,337066295
동국산업(주),005160,2016/12,191280739,339823911
동국산업(주),005160,2017/12,177506092,330194143
동국산업(주),005160,2018/12,168513842,321226819
동국산업(주),005160,2019/12,155994041,300096927
동국제강(주),001230,2011/12,3066675245,4506163808
동국제강(주),001230,2012/12,2987512530,4484823038
동국제강(주),001230,2013/12,2938142445,4394983348
동국제강(주),001230,2014/12,2969055940,4536204049
동국제강(주),001230,2015/12,3576242094,4121678892
동국제강(주),001230,2016/12,3408602673,3687191755
동국제강(주),001230,2017/12,3361508140,3654698397
동국제강(주),001230,2018/12,3085173892,3396461810
동국제강(주),001230,2019/12,2905749923,3254801702
동국제약(주),086450,2011/12,44209576,
동국제약(주),086450,2012/12,43959471,
동국제약(주),086450,2013/12,41136422,44362489
동국제약(주),086450,2014/12,48837752,53397849
동국제약(주),086450,2015/12,52129225,56936353
동국제약(주),086450,2016/12,58305879,62788341
동국제약(주),086450,2017/12,61994941,69427667
동국제약(주),086450,2018/12,81870131,140740238
동국제약(주),086450,2019/12,92121060,158074334
동부건설(주),005960,2011/12,99890929,353058187
동부건설(주),005960,2012/12,95331994,438457723
동부건설(주),005960,2013/12,63354430,368879098
동부건설(주),005960,2014/12,43376908,50394407
동부건설(주),005960,2015/12,42088291,42237002
동부건설(주),005960,2016/12,23847393,44925889
동부건설(주),005960,2017/12,23006937,42339106
동부건설(주),005960,2018/12,22423417,39559272
동부건설(주),005960,2019/12,30629773,73076407
동성제약(주),002210,2011/12,30598567,30617388
동성제약(주),002210,2012/12,32176938,
동성제약(주),002210,2013/12,32198598,
동성제약(주),002210,2014/12,32171244,
동성제약(주),002210,2015/12,31883346,
동성제약(주),002210,2016/12,33214243,
동성제약(주),002210,2017/12,34401702,
동성제약(주),002210,2018/12,34506950,
동성제약(주),002210,2019/12,34095865,
동신건설(주),025950,2011/12,966703,
동신건설(주),025950,2012/12,202182,
동신건설(주),025950,2013/12,211721,
동신건설(주),025950,2014/12,246671,
동신건설(주),025950,2015/12,213066,
동신건설(주),025950,2016/12,324726,
동신건설(주),025950,2017/12,303845,
동신건설(주),025950,2018/12,251343,
동신건설(주),025950,2019/12,254063,
동아쏘시오홀딩스(주),000640,2011/12,544749077,744229753
동아쏘시오홀딩스(주),000640,2012/12,572948193,778176312
동아쏘시오홀딩스(주),000640,2013/12,123787078,366401626
동아쏘시오홀딩스(주),000640,2014/12,149816640,428783684
동아쏘시오홀딩스(주),000640,2015/12,47882620,440834808
동아쏘시오홀딩스(주),000640,2016/12,57537021,355187443
동아쏘시오홀딩스(주),000640,2017/12,43077672,338802980
동아쏘시오홀딩스(주),000640,2018/12,41172349,347029577
