회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,재고자산증가율,자기자본증가율,순이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,노동장비율,기계장비율,자본집약도,노동소득분배율,설비투자효율,총자본투자효율,기계투자효율,부가가치율,종업원수증가율,R & D 투자효율,무형자산처리무형자산개발비(천원),경상개발비(천원),통계청 한국표준산업분류 10차(소분류)
(주)아이톡시,52770,13-Dec,9.03,-5.98,-11.16,0.82,,2.86,,57.78,3.31,7.27,17.36,16.68,3.45,96.82,96.82,3.23,110.77,25.22,8.14,4.11,16.95,47.45,2.22,,1.46,29.0,12.75,2.22,1.85,2.12,6515.19,0.0,192932.28,0.0,1130.05,0.38,,0.37,13.16,3.63,1893710.0,1057790.0,  기타 전문 도매업
(주)아이톡시,52770,14-Dec,-6.56,-20.22,-6.57,-36.21,,-37.35,-626.26,53.84,-21.94,-47.06,-11.12,-12.08,-20.2,64.47,64.47,1.89,168.4,30.4,14.79,8.95,30.53,37.26,2.14,,1.16,25.34,11.73,2.14,1.61,2.05,4632.81,0.0,117146.64,0.0,657.54,0.26,,0.25,31.4,8.01,2883867.0,1949664.0,  기타 전문 도매업
(주)아이톡시,52770,15-Dec,7.41,-100.0,-100.0,-100.0,,-100.0,,63.09,0.38,1.66,16.55,10.63,0.59,101.97,101.97,43.72,195.74,35.21,29.26,13.83,55.0,33.81,4.37,,1.89,34.4,13.69,4.37,2.42,,7738.89,0.0,157676.54,0.0,979.65,0.48,,0.34,-11.95,7.56,2383773.0,3322850.0,  기타 전문 도매업
(주)아이톡시,52770,16-Dec,-1.76,-23.06,1.95,-35.4,,-16.37,0.0,58.8,-10.22,-39.27,-3.38,-2.51,-13.78,71.27,71.27,18.21,172.09,38.88,25.93,10.58,42.18,36.75,3.84,,1.8,24.07,12.07,3.84,2.08,,5924.71,0.0,91101.32,0.0,702.35,0.46,,0.29,33.17,10.62,3159616.0,3972799.0,  기타 전문 도매업
(주)아이톡시,52770,17-Dec,-19.36,-36.65,-22.51,-4.32,,-97.27,0.0,35.14,-100.12,-463.17,-51.06,-47.76,-107.05,69.17,69.17,43.72,6221.91,40.85,-3.74,-2.67,-9.01,1.58,4.63,,1.72,15.13,6.53,4.63,1.39,,4573.75,0.0,57495.89,0.0,-601.66,-0.48,,-0.35,0.38,13.44,4875626.0,2832923.0,  기타 전문 도매업
(주)아이톡시,52770,18-Dec,-21.12,-46.05,-67.64,-77.06,,-1042.17,-259.31,38.12,-122.08,-2423.79,-43.18,-45.95,-114.71,76.09,76.09,7.12,2013.05,25.32,-35.82,-36.33,-134.77,4.73,-14.2,,2.22,17.97,4.15,-14.2,1.13,,8307.41,0.0,302588.47,0.0,-2409.22,-0.66,,-0.7,-80.83,15.57,1231782.0,2251978.0,  기타 전문 도매업
(주)아이톡시,52770,19-Dec,-15.73,-44.53,-22.51,-63.21,,602.12,,52.41,-76.75,-76.24,-17.31,-55.0,-24.15,116.54,116.54,71.5,66.95,23.95,-141.52,-128.71,-236.92,59.9,1.29,,0.63,10.04,2.57,1.29,0.42,0.51,18239.94,0.0,475583.61,0.01,45.35,0.02,,0.04,-64.71,24.31,286395.0,917716.0,  기타 전문 도매업
(주)아이티센,124500,15-Mar,2.81,1411.85,8163.02,1933.83,,945.4,,11.96,1.15,11.17,5.23,2.5,2.41,138.39,115.61,57.14,141.44,24.94,3.62,1.15,8.51,41.42,,,,,,,,,67317.76,0.0,321146.67,0.0,126.84,0.27,,0.14,101.5,0.29,0.0,489951.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티센,124500,16-Dec,-1.71,22.3,1.0,11.94,-32.97,5.63,-368.64,13.25,-2.71,-32.14,-2.58,-1.37,-5.08,97.42,87.81,24.77,179.54,31.22,-12.41,-4.61,-25.53,35.77,4.97,21.3,6.5,10.04,6.95,4.97,3.08,3.19,42283.53,0.0,244272.08,0.0,169.71,0.29,,0.17,0.0,0.0,,0.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티센,124500,17-Dec,1.14,8.75,9.34,14.47,7.86,31.83,,13.22,-0.04,3.65,2.13,1.13,-0.08,137.99,125.17,61.59,130.59,28.94,-7.06,-2.21,-13.81,43.37,4.75,29.08,6.85,10.86,7.86,4.75,3.13,3.2,63074.11,0.0,362392.85,0.0,177.85,0.31,,0.17,-26.7,0.0,,0.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티센,124500,18-Dec,2.31,134.36,106.73,108.43,333.91,135.07,-21.72,7.31,0.73,-0.87,3.61,1.49,1.78,128.3,103.5,33.17,129.89,32.47,4.61,1.51,8.03,43.5,5.58,25.12,11.39,15.19,13.83,5.58,4.29,4.36,120178.81,0.0,797267.57,0.0,114.94,0.17,,0.1,6.53,0.0,0.0,0.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티센,124500,19-Dec,3.73,-2.6,-7.85,-4.77,2.7,-6.15,8.59,5.46,0.36,1.06,6.06,1.56,1.4,138.98,110.0,27.06,138.59,26.92,3.3,0.49,7.12,41.91,9.07,34.37,16.31,25.92,25.27,9.07,6.76,7.3,98363.44,0.0,722285.56,0.0,33.12,0.05,,0.01,7.51,0.0,,0.0,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업"
(주)아이티엑스에이아이,99520,11-Dec,-0.6,-100.0,-100.0,-100.0,-100.0,-100.0,99.77,24.64,-0.4,-0.81,-1.23,-1.26,-0.39,118.49,66.08,7.67,116.03,32.65,0.37,0.21,0.61,46.29,2.01,3.33,5.08,3.64,11.08,2.01,1.9,,67500.4,0.0,267362.45,0.0,65.65,0.17,,0.18,7.5,7.54,2791048.0,3256712.0,  영상 및 음향기기 제조업
(주)아이티엑스에이아이,99520,12-Dec,1.09,10.06,3.23,19.46,53.02,15.41,0.0,28.81,0.24,0.48,2.47,2.64,0.23,143.63,62.25,3.04,106.01,32.95,1.62,0.94,2.53,48.54,1.97,2.67,4.42,3.8,8.79,1.97,1.78,,67722.28,0.0,285955.87,0.0,82.17,0.19,,0.22,2.91,6.92,2643713.0,3127439.0,  영상 및 음향기기 제조업
(주)아이티엑스에이아이,99520,13-Dec,3.64,11.55,-0.82,27.33,31.95,47.89,0.0,21.22,2.85,7.72,6.32,4.1,4.39,184.93,76.34,2.69,55.39,18.98,3.89,0.95,7.31,64.35,2.71,3.85,8.05,6.87,14.79,2.71,3.58,,55475.61,0.0,267579.67,0.0,121.06,0.25,,0.17,19.21,5.17,1375369.0,4273315.0,  영상 및 음향기기 제조업
(주)아이티엑스에이아이,99520,14-Dec,-4.69,-12.24,10.92,-29.23,-32.79,-5.95,0.0,18.63,-3.08,-5.9,-3.05,-2.39,-3.92,442.65,195.79,14.24,44.99,21.94,26.56,6.05,37.57,68.97,1.91,3.42,8.92,5.34,17.92,1.91,3.8,,59351.51,0.0,227277.29,0.0,77.3,0.2,,0.15,3.32,7.08,2044128.0,4777603.0,  영상 및 음향기기 제조업
(주)아이티엑스에이아이,99520,15-Dec,-22.96,-16.04,-13.6,-12.36,-56.7,-38.14,0.0,5.63,-43.19,-55.43,-27.27,-35.01,-33.64,231.86,167.97,13.31,96.79,38.12,5.97,3.44,7.7,50.82,1.28,3.62,5.4,2.87,12.42,1.28,1.98,,74006.39,0.0,268392.87,-0.01,-9.85,-0.03,,-0.03,-28.9,16.06,201237.0,5700879.0,  영상 및 음향기기 제조업
(주)아이티엑스에이아이,99520,16-Dec,-8.77,-38.53,-23.57,-36.44,-2.08,-32.16,0.0,23.12,-28.3,-39.11,-12.9,-17.68,-20.66,121.85,70.12,5.25,78.31,14.48,-3.68,-1.69,-11.17,56.08,1.38,3.41,4.49,2.42,8.38,1.38,1.55,,77564.06,0.0,226308.54,0.0,20.15,0.07,,0.07,-27.1,12.39,258825.0,3036696.0,  영상 및 음향기기 제조업
(주)아이티엑스에이아이,99520,17-Dec,1.01,9.14,-8.37,19.13,40.0,19.71,0.0,26.75,-1.08,-2.14,1.46,1.26,-1.26,160.02,80.19,2.97,62.56,26.76,-10.67,-3.68,-15.34,61.52,1.97,3.47,6.45,3.7,13.3,1.97,2.83,,75663.94,0.0,263295.09,0.0,64.77,0.19,,0.17,-6.19,9.03,842094.0,2809183.0,  영상 및 음향기기 제조업
(주)아이티엑스에이아이,99520,18-Dec,-11.62,-26.2,-81.78,-8.52,-10.33,-13.7,0.0,16.92,-6.93,-11.99,-14.95,-13.1,-7.91,254.6,130.11,45.54,39.01,15.19,-30.05,-6.28,-55.53,71.94,1.73,3.16,5.68,5.83,12.91,1.73,3.35,,11658.8,0.0,170218.3,0.0,187.92,0.13,,0.1,14.15,10.81,664508.0,2991585.0,  영상 및 음향기기 제조업
(주)아이티엑스에이아이,99520,19-Dec,-7.82,5.07,11.2,-7.18,5.14,-33.87,-145.05,15.51,-15.71,-50.99,-13.02,-8.99,-22.75,135.0,62.02,8.13,123.86,29.37,-4.36,-1.67,-8.22,44.67,2.51,3.74,8.34,19.96,13.92,2.51,3.5,,12945.34,0.0,181878.65,0.0,106.09,0.08,,0.05,0.0,8.75,567940.0,2699574.0,  영상 및 음향기기 제조업
(주)아즈텍더블유비이,32080,11-Dec,7.2,-100.0,-100.0,-100.0,-100.0,-100.0,-73.33,26.62,12.44,11.77,7.96,14.4,6.88,223.46,167.03,8.51,81.9,40.61,10.52,9.81,11.67,54.97,0.95,1.83,2.83,3.54,38.55,0.95,1.33,,120003.73,65901.04,881074.22,0.0,77.39,0.11,1.41,0.22,4.51,6.38,559000.0,3773208.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)아즈텍더블유비이,32080,12-Dec,1.87,-15.7,-1.36,-27.27,0.21,10.58,0.0,16.66,8.92,6.35,2.67,5.96,3.99,276.68,180.41,38.96,38.68,23.8,18.97,10.83,22.24,72.11,0.71,1.61,2.37,3.05,30.2,0.71,1.2,,130586.29,69650.88,819398.54,0.0,69.17,0.11,1.3,0.23,-9.35,4.71,172000.0,2374732.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)아즈텍더블유비이,32080,13-Dec,-1.94,-19.58,-1.07,-27.09,-17.43,-3.89,0.0,9.15,-5.11,-3.43,-2.03,-3.86,-2.69,929.24,563.06,90.14,16.04,8.98,41.67,9.75,64.12,86.18,0.67,1.86,2.4,3.0,25.72,0.67,2.43,,127166.87,70001.05,648632.08,0.0,15.12,0.03,0.27,0.05,1.59,3.9,97000.0,1910129.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)아즈텍더블유비이,32080,14-Dec,2.56,5.13,2.61,19.99,-6.47,3.72,0.0,19.31,4.1,2.68,1.67,2.98,2.29,552.28,382.64,29.95,17.61,9.07,43.53,11.96,71.86,85.02,0.65,1.83,2.5,2.89,15.95,0.65,3.88,,128476.15,74247.09,671412.3,0.0,51.72,0.1,0.89,0.18,1.56,3.96,990000.0,1881839.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)아즈텍더블유비이,32080,15-Dec,7.99,0.57,-1.1,-5.33,-5.86,3.88,0.0,19.57,7.28,5.02,4.17,6.99,4.34,612.25,425.25,73.9,13.87,4.96,50.83,10.41,124.7,87.82,0.69,2.14,2.66,3.14,17.8,0.69,4.39,,124201.97,74463.47,660013.85,0.0,60.81,0.11,1.01,0.19,2.31,2.91,850000.0,1519531.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)아즈텍더블유비이,32080,16-Dec,26.61,5.97,4.78,4.59,15.56,13.21,0.0,18.89,8.21,5.25,3.83,6.59,4.78,1199.59,794.75,35.26,6.58,3.21,34.13,3.73,65.59,93.83,0.64,2.08,2.69,3.11,29.65,0.64,6.4,,134176.91,83214.37,721088.77,0.0,61.63,0.11,0.99,0.2,-3.01,3.52,187000.0,1848674.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)아즈텍더블유비이,32080,17-Dec,-23.17,9.22,1.9,-2.28,6.86,0.48,0.0,6.19,-1.06,-0.42,-2.84,-8.02,-0.37,675.87,426.45,20.88,15.85,10.9,19.76,7.97,24.8,86.32,0.39,1.42,2.57,1.97,35.57,0.39,3.51,,144569.26,91758.16,832736.21,0.0,18.26,0.03,0.29,0.09,-5.43,3.11,85000.0,1071920.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)아즈텍더블유비이,32080,18-Dec,7.71,4.28,-0.41,10.3,-17.83,3.4,0.0,18.98,8.35,4.4,1.97,4.35,3.78,520.76,377.58,27.76,16.83,9.92,35.29,11.46,51.23,85.6,0.53,1.78,4.25,2.67,38.29,0.53,3.22,,152300.17,84189.58,937504.68,0.0,52.62,0.09,0.95,0.19,-7.38,2.22,0.0,1044266.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)아즈텍더블유비이,32080,19-Dec,7.9,10.81,1.24,-20.14,19.14,5.15,0.0,18.47,10.69,5.12,2.62,6.56,4.27,409.08,241.28,41.48,23.11,16.22,8.33,4.12,9.65,81.23,0.48,1.72,3.7,2.52,32.66,0.48,2.39,,155109.32,86736.86,1038848.45,0.0,51.04,0.08,0.91,0.2,0.0,2.64,0.0,1174840.0,"  섬유제품 염색, 정리 및 마무리 가공업"
(주)안트로젠,65660,16-Dec,11111111.11,-100.0,-100.0,-100.0,-100.0,-100.0,-41.96,71.54,7.59,1.47,0.45,2.47,1.38,4098.19,4030.16,1081.47,4.13,0.0,25.42,7.29,0.0,96.04,,,,,,,,,224485.0,49971.55,1142835.97,0.0,36.51,0.07,1.64,0.52,10.71,31.56,802508.0,1545373.0,  기타 전문 도매업
(주)안트로젠,65660,17-Dec,3.21,70.2,4.91,48.78,31.6,43.34,0.0,60.69,13.79,1.78,0.41,3.66,1.54,582.51,573.95,183.12,23.64,15.46,2.34,5.05,2.9,80.88,0.13,4.32,2.86,0.75,15.59,0.13,0.83,,188251.89,45028.11,1586800.03,0.0,43.43,0.05,1.82,0.58,22.58,18.91,1204330.0,1012946.0,  기타 전문 도매업
(주)안트로젠,65660,18-Dec,-1.53,68.23,42.57,57.74,49.98,14.98,0.0,46.77,-26.66,-1.83,-3.02,-67.73,-1.19,178.04,175.56,50.39,80.91,39.26,-0.92,-11.55,-1.05,55.28,0.07,2.77,1.83,0.41,7.69,0.07,0.13,,202172.98,63055.24,2415265.26,0.0,22.7,0.02,0.73,0.53,10.53,51.84,1408237.0,1870012.0,  기타 전문 도매업
(주)안트로젠,65660,19-Dec,-2.66,-16.61,28.21,-9.05,64.64,21.97,0.0,40.04,-97.64,-6.51,-3.13,-70.11,-4.35,361.31,352.18,280.92,23.69,15.69,-9.73,-38.02,-11.88,80.85,0.07,2.26,2.07,0.35,8.31,0.07,0.13,,165056.2,55097.98,1691875.3,0.0,-25.91,-0.03,-0.78,-0.52,19.05,61.07,0.0,2532899.0,  기타 전문 도매업
(주)알로이스,297570,18-Dec,-1.6,-100.0,-100.0,-100.0,-100.0,-100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  통신 및 방송 장비 제조업
(주)알로이스,297570,19-Dec,42.24,,,,,,0.0,26.6,-13.32,-24.33,19.02,13.77,-18.4,461.26,395.89,40.19,32.27,15.62,-21.38,-3.78,-33.39,75.61,,,,,,,,,8358.32,0.0,780478.21,-0.01,-220.46,-0.02,,-0.02,0.0,5.82,0.0,1755839.0,  통신 및 방송 장비 제조업
(주)알루코,1780,11-Dec,0.99,1336.58,46889.72,464.23,933.74,741.63,-102.65,12.05,-0.08,-0.22,3.65,4.37,-0.07,81.66,51.52,3.12,240.14,60.69,5.54,4.89,6.44,29.4,2.66,4.5,5.46,1.82,16.97,2.66,1.22,1.8,579195.97,298755.71,1359735.35,0.0,38.05,0.16,0.74,0.2,25.18,0.0,777000.0,0.0,  1차 비철금속 제조업
(주)알루코,1780,12-Dec,0.39,-3.94,-15.74,8.73,-24.76,-1.72,,10.68,-2.65,-6.79,1.57,2.05,-2.03,99.81,74.32,5.33,232.47,57.74,3.23,2.89,3.91,30.08,2.57,4.41,4.42,1.82,16.24,2.57,1.09,1.53,599367.22,261956.6,1544902.52,0.0,40.1,0.16,0.92,0.2,-15.45,0.0,29000.0,0.0,  1차 비철금속 제조업
(주)알루코,1780,13-Dec,1.18,-1.46,-1.36,-3.16,8.3,1.8,,13.49,0.1,0.28,4.39,5.19,0.09,88.43,63.17,3.89,221.84,57.17,9.67,7.83,11.66,31.07,2.77,5.14,4.1,2.16,19.53,2.77,1.22,1.61,640721.22,283051.93,1678638.61,0.0,49.61,0.19,1.12,0.22,-9.31,0.0,0.0,0.0,  1차 비철금속 제조업
(주)알루코,1780,14-Dec,1.36,-2.02,0.07,-2.85,2.17,-0.32,2379.73,11.37,2.48,6.92,4.28,4.9,2.17,104.36,73.01,2.8,216.32,57.19,18.03,13.96,21.56,31.61,2.79,5.09,4.25,2.21,23.58,2.79,1.27,1.68,672589.1,242451.05,1683071.33,0.0,50.77,0.2,1.41,0.23,-2.28,0.0,0.0,0.0,  1차 비철금속 제조업
(주)알루코,1780,15-Dec,2.13,-0.79,2.09,-0.52,-23.57,20.1,108.67,12.58,4.56,13.14,5.58,5.54,4.59,107.5,82.69,6.32,161.31,47.39,22.47,13.72,29.27,38.27,2.88,6.39,4.8,2.48,25.97,2.88,1.55,1.94,531502.17,192005.17,1358039.39,0.0,55.4,0.22,1.53,0.21,22.96,0.0,0.0,0.0,  1차 비철금속 제조업
(주)알루코,1780,16-Dec,2.97,2.39,1.32,-8.17,-32.42,22.54,12.51,12.49,5.19,12.21,5.63,5.71,5.12,104.42,86.68,5.05,118.34,39.47,26.37,14.65,36.21,45.8,2.35,8.71,4.47,2.41,20.78,2.35,1.7,2.01,622116.46,216376.54,1621435.5,0.0,57.51,0.22,1.65,0.23,-14.24,0.0,0.0,0.0,  1차 비철금속 제조업
(주)알루코,1780,17-Dec,2.81,8.69,19.15,1.74,33.76,3.1,-41.87,10.45,2.8,6.3,4.53,4.5,2.82,92.61,71.93,4.18,130.16,43.75,32.68,19.12,42.24,43.45,2.26,10.18,5.75,2.36,17.65,2.26,1.82,2.24,668421.28,244039.63,1597231.8,0.0,49.8,0.21,1.36,0.22,10.33,0.0,0.0,0.0,  1차 비철금속 제조업
(주)알루코,1780,18-Dec,0.66,55.86,88.59,25.27,157.4,35.3,-74.75,10.49,0.64,0.94,1.98,2.38,0.53,67.86,36.72,5.09,165.13,50.87,20.46,18.72,25.05,37.72,2.08,5.46,7.22,1.65,14.64,2.08,1.38,2.16,1370008.29,1008547.72,2611692.9,0.0,36.73,0.19,0.5,0.28,-4.68,0.0,0.0,0.0,  1차 비철금속 제조업
(주)알루코,1780,19-Dec,0.62,3.79,1.4,5.53,-9.53,1.82,-308.0,13.11,-1.5,-3.55,1.61,2.69,-0.9,68.17,41.36,6.7,170.26,51.14,12.49,13.38,15.39,37.0,1.6,3.47,6.19,1.12,13.05,1.6,0.96,1.7,1394295.3,1077213.55,2759114.78,0.0,35.14,0.18,0.45,0.3,-1.75,0.0,0.0,0.0,  1차 비철금속 제조업
(주)알에프세미,96610,11-Dec,20.01,-92.19,-93.59,-89.24,-83.28,-85.93,,35.56,20.36,20.57,18.46,26.52,14.17,213.42,82.93,16.06,50.1,21.76,26.3,14.29,40.33,66.62,1.01,1.61,4.94,1.64,12.61,1.01,2.23,1.41,82134.52,106477.53,228625.62,0.0,97.28,0.35,0.75,0.57,5.6,2.26,664574.0,835964.0,  반도체 제조업
(주)알에프세미,96610,12-Dec,9.77,14.05,25.33,5.42,-6.35,9.81,-37.99,24.54,11.02,11.1,9.81,14.92,7.25,160.13,73.15,13.98,55.89,23.28,26.55,15.43,40.9,64.15,1.01,1.83,4.64,1.44,13.37,1.01,1.89,1.4,108254.24,143362.98,305930.72,0.0,72.94,0.26,0.55,0.42,-14.77,2.47,306760.0,1051224.0,  반도체 제조업
(주)알에프세미,96610,13-Dec,12.21,14.6,18.86,11.77,12.39,11.19,17.43,22.32,10.47,11.79,10.39,14.62,7.44,149.21,67.72,13.03,60.67,23.91,32.34,18.35,51.08,62.24,1.13,2.27,5.05,1.46,14.48,1.13,1.93,1.59,77079.17,99737.39,195257.22,0.0,67.57,0.27,0.52,0.4,79.56,0.51,556358.0,264923.0,  반도체 제조업
(주)알에프세미,96610,14-Dec,5.23,11.1,3.45,16.35,15.29,5.55,-41.81,15.66,5.77,6.34,5.71,8.58,3.84,150.29,68.95,26.25,69.11,31.42,22.96,14.84,29.86,59.13,1.1,2.28,5.41,1.4,16.24,1.1,1.69,1.47,89236.52,111904.5,227631.43,0.0,67.66,0.27,0.54,0.42,-4.7,0.19,1051278.0,108590.0,  반도체 제조업
(주)알에프세미,96610,15-Dec,4.01,2.05,0.1,-1.91,-1.96,3.79,-30.57,15.56,3.88,4.21,3.39,5.24,2.51,159.14,73.06,34.77,66.28,28.22,24.37,15.18,34.42,60.14,1.08,2.22,6.05,1.42,20.04,1.08,1.6,1.42,104913.59,121861.76,234743.83,0.0,58.17,0.26,0.5,0.41,-1.04,0.27,1551844.0,154845.0,  반도체 제조업
(주)알에프세미,96610,16-Dec,4.06,0.79,-3.39,4.35,-2.86,0.46,-52.95,16.45,1.63,1.94,2.93,4.09,1.16,142.09,70.55,33.61,66.83,26.44,26.71,15.03,40.47,59.94,1.19,2.53,6.99,1.62,21.41,1.19,1.79,1.58,93476.48,117719.83,218269.81,0.0,62.37,0.27,0.5,0.38,8.4,0.26,1497309.0,158942.0,  반도체 제조업
(주)알에프세미,96610,17-Dec,0.3,3.87,2.38,3.29,7.5,-3.75,-231.56,12.78,-2.21,-2.56,0.24,0.35,-1.5,142.3,67.72,25.42,80.03,31.92,9.19,6.15,12.8,55.54,1.17,2.5,6.13,1.58,27.56,1.17,1.6,1.47,94113.68,123474.53,227830.33,0.0,60.65,0.25,0.46,0.38,-0.48,0.24,1458026.0,147637.0,  반도체 제조업
(주)알에프세미,96610,18-Dec,0.52,12.12,6.86,22.49,37.17,1.36,,16.51,0.42,0.45,0.64,1.22,0.22,156.79,64.78,15.57,99.15,38.39,2.88,2.91,3.74,50.21,0.99,1.62,5.91,1.26,42.25,0.99,1.1,1.09,100110.49,120756.16,247032.29,0.0,60.12,0.24,0.5,0.49,3.41,0.65,1779098.0,339511.0,  반도체 제조업
(주)알에프세미,96610,19-Dec,-0.47,-2.33,-11.65,3.04,34.78,-5.42,-1357.59,19.35,-6.49,-5.37,-0.76,-1.85,-2.65,132.62,30.81,11.21,105.66,39.52,1.14,1.42,1.49,48.62,0.83,0.95,6.41,1.06,59.57,0.83,0.81,0.8,99030.75,136193.23,273455.19,0.0,63.48,0.23,0.46,0.56,-11.76,1.21,938325.0,500841.0,  반도체 제조업
(주)알에프텍,61040,11-Dec,15.94,55.18,-31.53,95.0,-7.07,45.13,,11.96,1.76,7.03,7.58,3.85,3.47,129.07,81.85,22.37,119.9,12.97,6.09,1.91,25.59,45.48,3.99,7.29,9.81,12.93,6.09,3.99,3.89,3.12,81904.59,34894.45,646860.71,0.0,143.87,0.18,3.38,0.1,32.97,3.86,320000.0,5487120.0,  통신 및 방송 장비 제조업
(주)알에프텍,61040,12-Dec,21.8,32.71,41.75,43.18,43.38,24.38,381.44,12.81,4.71,28.98,16.48,6.11,12.71,132.0,83.64,13.86,134.61,10.26,10.84,2.63,60.59,42.62,6.15,9.26,11.2,16.02,6.93,6.15,4.8,3.89,108489.48,54392.35,647762.62,0.0,174.15,0.29,3.47,0.12,32.52,2.49,0.0,6851725.0,  통신 및 방송 장비 제조업
(주)알에프텍,61040,13-Dec,6.53,2.39,13.44,-1.68,20.14,3.32,-84.9,9.47,0.71,4.76,3.42,1.46,1.66,128.53,70.99,24.09,132.48,15.98,9.59,2.36,34.19,43.01,5.47,7.43,11.11,12.82,6.1,5.47,4.09,3.34,125428.88,70972.39,667311.25,0.0,135.75,0.26,2.4,0.11,-0.61,2.65,0.0,6342479.0,  통신 및 방송 장비 제조업
(주)알에프텍,61040,14-Dec,-3.11,-7.22,8.7,-13.43,-26.78,-7.62,-296.31,6.89,-1.72,-6.8,-2.68,-1.37,-3.35,114.56,71.18,32.6,133.49,21.4,10.53,2.97,28.14,42.83,4.55,6.57,12.76,9.4,5.86,4.55,3.42,2.93,149455.86,86634.64,680017.18,0.0,102.0,0.22,1.76,0.11,-8.95,3.07,0.0,6527941.0,  통신 및 방송 장비 제조업
(주)알에프텍,61040,15-Dec,5.32,-11.86,-0.68,-17.28,-43.26,24.51,49.34,9.78,1.43,6.01,4.69,2.23,3.0,155.4,115.04,59.64,65.29,10.89,24.83,4.37,90.11,60.5,4.12,9.39,16.34,8.84,8.03,4.12,4.3,3.38,147938.02,61210.67,645328.38,0.0,135.88,0.31,3.28,0.14,-7.12,2.88,0.0,5938979.0,  통신 및 방송 장비 제조업
(주)알에프텍,61040,16-Dec,7.66,-0.84,-15.51,9.04,2.34,8.53,72.05,11.0,3.03,8.87,5.1,2.79,5.54,199.83,151.12,98.36,51.03,7.87,33.12,6.09,142.17,66.21,2.89,10.25,19.46,7.8,8.5,2.89,4.99,2.9,140006.26,53127.76,682266.78,0.0,117.01,0.24,3.08,0.13,-6.2,3.82,0.0,6090302.0,  통신 및 방송 장비 제조업
(주)알에프텍,61040,17-Dec,4.34,6.05,-6.67,8.67,-3.36,1.97,-61.72,11.25,1.3,3.19,5.74,3.61,2.07,244.19,191.25,127.1,57.08,17.91,13.36,3.14,27.1,63.66,2.45,9.16,17.72,7.85,9.18,2.45,4.53,2.37,136827.52,41792.71,768404.66,0.0,103.97,0.19,3.4,0.12,-5.84,4.06,2408800.0,5408221.0,  통신 및 방송 장비 제조업
(주)알에프텍,61040,18-Dec,1.9,-4.79,5.07,-3.81,10.99,2.62,76.91,10.72,2.75,5.51,3.18,2.4,3.64,222.35,166.73,111.34,45.73,14.17,10.14,2.34,22.46,68.62,2.0,7.44,14.4,6.64,10.24,2.0,3.9,1.94,133876.45,31429.58,776522.7,0.0,120.09,0.21,5.12,0.15,-5.79,3.83,0.0,4417872.0,  통신 및 방송 장비 제조업
(주)알에프텍,61040,19-Dec,2.33,43.62,44.74,19.5,27.3,9.27,-127.36,14.16,-0.64,-1.42,6.09,4.62,-0.84,121.33,89.0,60.9,91.54,22.83,9.98,4.26,20.9,52.21,2.24,7.08,14.02,6.27,12.27,2.24,3.21,2.14,118966.18,49717.97,924619.36,0.0,106.88,0.14,2.56,0.12,20.61,4.87,0.0,6362517.0,  통신 및 방송 장비 제조업
(주)알테오젠,196170,14-Dec,7.41,-25.24,-98.06,-1.55,-100.0,12.52,-91.62,55.03,13.22,2.6,1.91,10.28,2.45,1377.89,1377.89,474.06,5.96,1.99,56.71,17.18,160.57,94.38,,,,,,,,,16292.34,0.0,1308906.31,0.0,692.42,0.09,,0.46,0.0,26.65,0.0,1836533.0,  자연과학 및 공학 연구개발업
(주)알테오젠,196170,15-Dec,18.32,3.76,766.78,5.82,,7.61,29.77,73.2,25.57,3.25,0.32,2.62,3.12,6450.83,6450.83,1712.89,2.16,0.0,208.12,36.75,0.0,97.88,0.13,,13.75,2.07,,0.13,3.18,0.18,105009.18,0.0,1009883.44,0.0,80.74,0.08,,0.7,34.48,42.07,0.0,1947327.0,  자연과학 및 공학 연구개발업
